x_mm,y_mm,z_mm
1.91,101.52,70.86
1.91,101.19,70.94
1.91,100.86,71.01
1.91,100.53,71.08
1.92,100.19,71.15
1.92,99.85,71.22
1.92,99.52,71.29
1.92,99.18,71.35
1.93,98.85,71.42
1.93,98.51,71.49
1.93,98.17,71.56
1.93,97.83,71.62
1.94,97.49,71.68
1.94,97.15,71.75
1.94,96.81,71.81
1.94,96.46,71.87
1.95,96.12,71.94
1.95,95.77,72.0
1.95,95.43,72.06
1.95,95.08,72.12
1.96,94.73,72.17
1.96,94.37,72.23
1.96,94.02,72.28
1.96,93.67,72.34
1.97,93.32,72.4
1.97,92.96,72.45
1.97,92.6,72.5
1.97,92.25,72.55
1.97,91.89,72.6
1.98,91.53,72.65
1.98,91.17,72.69
1.98,90.81,72.74
1.98,90.44,72.78
1.98,90.08,72.82
1.99,89.71,72.86
1.99,89.35,72.9
1.99,88.98,72.94
1.99,88.61,72.98
1.99,88.25,73.01
1.99,87.88,73.05
1.99,87.51,73.08
2.0,87.13,73.11
2.0,86.76,73.14
2.0,86.39,73.17
2.0,86.02,73.19
2.0,85.64,73.21
2.0,85.27,73.23
2.01,84.89,73.25
2.01,84.52,73.27
2.02,84.14,73.29
2.02,83.77,73.31
2.02,83.39,73.32
2.02,83.01,73.34
2.02,82.64,73.35
2.03,82.26,73.37
2.04,81.89,73.38
2.05,81.51,73.4
2.06,81.13,73.41
2.07,80.76,73.42
2.07,80.38,73.42
2.07,80.0,73.4
1.8,121.61,35.0
1.8,121.61,35.34
1.8,121.61,35.68
1.8,121.6,36.01
1.8,121.6,36.35
1.8,121.6,36.69
1.8,121.6,37.03
1.8,121.6,37.36
1.8,121.6,37.7
1.8,121.6,38.04
1.8,121.6,38.38
1.8,121.59,38.72
1.8,121.58,39.05
1.79,121.57,39.39
1.79,121.56,39.73
1.79,121.56,40.06
1.79,121.55,40.4
1.79,121.54,40.74
1.79,121.53,41.08
1.79,121.51,41.41
1.79,121.5,41.75
1.79,121.48,42.08
1.79,121.46,42.42
1.79,121.44,42.76
1.79,121.42,43.09
1.79,121.41,43.43
1.79,121.39,43.76
1.79,121.37,44.1
1.79,121.35,44.43
1.79,121.33,44.77
1.79,121.31,45.1
1.79,121.28,45.44
1.79,121.26,45.77
1.79,121.24,46.1
1.79,121.21,46.44
1.79,121.19,46.77
1.79,121.16,47.1
1.79,121.14,47.43
1.79,121.11,47.77
1.79,121.09,48.1
1.79,121.06,48.43
1.79,121.03,48.76
1.78,120.99,49.09
1.78,120.96,49.42
1.78,120.93,49.75
1.78,120.9,50.09
1.78,120.87,50.42
1.78,120.83,50.75
1.78,120.79,51.08
1.78,120.75,51.41
1.78,120.71,51.74
1.78,120.67,52.07
1.78,120.64,52.4
1.78,120.6,52.74
1.78,120.55,53.07
1.78,120.5,53.4
1.78,120.46,53.73
1.78,120.41,54.07
1.78,120.37,54.4
1.78,120.33,54.73
1.78,120.27,55.07
1.78,120.22,55.41
1.79,120.16,55.75
1.79,120.11,56.09
1.79,120.07,56.43
1.79,120.02,56.78
1.79,119.93,57.1
1.79,119.87,57.44
1.79,119.8,57.79
1.8,119.74,58.14
1.8,119.68,58.49
1.8,119.62,58.84
1.8,119.52,59.18
1.81,119.41,59.5
1.81,119.33,59.85
1.82,119.26,60.2
1.82,119.18,60.56
1.82,119.09,60.91
1.83,118.98,61.25
1.83,118.85,61.58
1.83,118.74,61.92
1.84,118.63,62.26
1.84,118.53,62.61
1.85,118.43,62.96
1.86,118.32,63.31
1.86,118.17,63.63
1.87,118.03,63.96
1.87,117.89,64.29
1.87,117.74,64.62
1.88,117.59,64.95
1.89,117.46,65.28
1.89,117.32,65.6
1.9,117.18,65.93
1.91,117.01,66.24
1.91,116.83,66.55
1.92,116.65,66.85
1.93,116.45,67.15
1.93,116.23,67.42
1.93,115.95,67.65
1.93,115.65,67.85
1.93,115.33,68.03
1.93,115.03,68.21
1.93,114.73,68.39
1.93,114.43,68.56
1.93,114.1,68.72
1.93,113.78,68.87
1.93,113.45,69.02
1.92,113.12,69.17
1.92,112.8,69.32
1.93,112.49,69.46
1.93,112.16,69.59
1.93,111.83,69.72
1.93,111.5,69.85
1.93,111.17,69.97
1.93,110.83,70.1
1.93,110.51,70.22
1.94,110.19,70.33
1.94,109.86,70.44
1.94,109.52,70.54
1.94,109.19,70.65
1.94,108.86,70.75
1.95,108.52,70.86
1.95,108.19,70.96
1.95,107.86,71.05
1.95,107.53,71.14
1.95,107.2,71.24
1.96,106.86,71.33
1.96,106.53,71.42
1.96,106.19,71.52
1.96,105.85,71.61
1.97,105.52,71.69
1.97,105.18,71.77
1.97,104.84,71.86
1.97,104.51,71.94
1.98,104.17,72.03
1.98,103.83,72.11
1.98,103.48,72.19
1.98,103.14,72.27
1.99,102.8,72.34
1.99,102.45,72.42
1.99,102.11,72.5
1.99,101.76,72.57
2.0,101.42,72.65
2.0,101.06,72.71
2.01,100.7,72.77
2.03,100.35,72.84
2.05,100.0,72.91
2.06,99.65,72.98
2.08,99.29,73.05
2.1,98.94,73.12
2.12,98.58,73.18
2.13,98.22,73.25
2.15,97.87,73.31
2.17,97.51,73.38
2.19,97.15,73.44
2.2,96.79,73.5
2.22,96.43,73.57
2.24,96.06,73.63
2.26,95.7,73.69
2.27,95.33,73.74
2.29,94.96,73.8
2.3,94.6,73.86
2.32,94.23,73.91
2.33,93.86,73.97
2.35,93.49,74.02
2.36,93.11,74.07
2.38,92.74,74.12
2.39,92.36,74.17
2.4,91.99,74.22
2.42,91.61,74.26
2.43,91.24,74.31
2.44,90.86,74.35
2.45,90.48,74.4
2.47,90.1,74.44
2.48,89.72,74.48
2.49,89.33,74.51
2.5,88.95,74.55
2.51,88.57,74.59
2.52,88.18,74.62
2.53,87.8,74.66
2.54,87.41,74.69
2.54,87.03,74.72
2.55,86.64,74.75
2.56,86.25,74.77
2.57,85.86,74.8
2.57,85.48,74.82
2.58,85.09,74.85
2.58,84.7,74.87
2.58,84.31,74.89
2.59,83.91,74.9
2.59,83.52,74.92
2.59,83.13,74.93
2.6,82.74,74.95
2.6,82.35,74.96
2.61,81.96,74.98
2.62,81.57,74.99
2.62,81.18,75.01
2.63,80.78,75.02
2.63,80.39,75.02
2.63,80.0,75.0
1.87,123.34,35.0
1.87,123.34,35.35
1.87,123.34,35.7
1.87,123.34,36.06
1.87,123.33,36.41
1.87,123.34,36.76
1.87,123.34,37.11
1.87,123.34,37.46
1.87,123.34,37.82
1.87,123.33,38.17
1.87,123.33,38.52
1.87,123.32,38.87
1.87,123.31,39.22
1.87,123.3,39.57
1.87,123.3,39.92
1.87,123.29,40.28
1.87,123.28,40.63
1.87,123.27,40.98
1.87,123.26,41.33
1.87,123.24,41.68
1.87,123.22,42.03
1.87,123.21,42.38
1.87,123.19,42.73
1.87,123.17,43.08
1.87,123.15,43.43
1.87,123.13,43.78
1.87,123.11,44.13
1.87,123.09,44.48
1.87,123.07,44.83
1.87,123.05,45.17
1.86,123.03,45.52
1.86,123.0,45.87
1.86,122.98,46.22
1.86,122.96,46.57
1.86,122.93,46.91
1.86,122.91,47.26
1.86,122.88,47.61
1.86,122.85,47.95
1.86,122.83,48.3
1.86,122.8,48.65
1.86,122.77,48.99
1.86,122.74,49.34
1.86,122.7,49.68
1.86,122.67,50.03
1.86,122.63,50.37
1.86,122.61,50.72
1.86,122.57,51.06
1.86,122.53,51.41
1.86,122.49,51.75
1.86,122.45,52.1
1.86,122.41,52.44
1.86,122.37,52.78
1.86,122.33,53.13
1.86,122.29,53.48
1.86,122.24,53.82
1.86,122.19,54.17
1.86,122.14,54.52
1.86,122.1,54.86
1.86,122.06,55.21
1.86,122.01,55.56
1.86,121.95,55.91
1.86,121.89,56.26
1.86,121.84,56.61
1.86,121.79,56.97
1.86,121.74,57.33
1.86,121.68,57.68
1.86,121.6,58.02
1.87,121.53,58.38
1.87,121.45,58.74
1.87,121.39,59.1
1.88,121.33,59.47
1.88,121.27,59.84
1.88,121.17,60.18
1.88,121.05,60.52
1.89,120.97,60.88
1.89,120.89,61.25
1.9,120.81,61.62
1.9,120.72,61.99
1.9,120.61,62.35
1.91,120.47,62.69
1.91,120.35,63.04
1.91,120.24,63.39
1.92,120.14,63.76
1.93,120.03,64.12
1.93,119.91,64.49
1.94,119.76,64.83
1.94,119.62,65.17
1.95,119.47,65.51
1.95,119.32,65.86
1.96,119.16,66.19
1.97,119.02,66.54
1.97,118.87,66.88
1.98,118.72,67.22
1.99,118.55,67.55
1.99,118.36,67.86
2.0,118.17,68.18
2.01,117.96,68.48
2.02,117.71,68.75
2.03,117.42,68.99
2.02,117.11,69.2
2.01,116.78,69.39
2.02,116.47,69.58
2.03,116.15,69.76
2.04,115.83,69.94
2.04,115.5,70.11
2.04,115.16,70.27
2.04,114.81,70.42
2.04,114.47,70.58
2.05,114.14,70.73
2.06,113.81,70.88
2.07,113.47,71.01
2.08,113.13,71.15
2.09,112.78,71.28
2.09,112.43,71.41
2.1,112.08,71.54
2.11,111.74,71.66
2.12,111.4,71.78
2.14,111.06,71.89
2.15,110.71,72.0
2.16,110.36,72.11
2.17,110.01,72.22
2.18,109.66,72.33
2.2,109.32,72.43
2.21,108.97,72.53
2.23,108.62,72.63
2.24,108.27,72.72
2.26,107.92,72.82
2.27,107.57,72.92
2.29,107.22,73.01
2.3,106.87,73.11
2.32,106.52,73.19
2.34,106.16,73.28
2.35,105.81,73.37
2.37,105.46,73.45
2.39,105.1,73.54
2.41,104.74,73.63
2.42,104.39,73.71
2.44,104.03,73.78
2.46,103.67,73.86
2.47,103.31,73.94
2.49,102.95,74.02
2.51,102.59,74.1
2.53,102.23,74.17
2.55,101.86,74.25
2.56,101.49,74.32
2.58,101.13,74.39
2.6,100.76,74.46
2.62,100.4,74.53
2.64,100.03,74.6
2.65,99.66,74.67
2.67,99.29,74.74
2.69,98.92,74.8
2.71,98.55,74.87
2.72,98.18,74.93
2.74,97.8,75.0
2.76,97.43,75.07
2.78,97.05,75.13
2.8,96.67,75.19
2.81,96.29,75.25
2.83,95.91,75.31
2.85,95.53,75.37
2.86,95.15,75.43
2.88,94.77,75.49
2.89,94.38,75.54
2.91,94.0,75.6
2.92,93.61,75.65
2.94,93.22,75.7
2.95,92.83,75.75
2.97,92.44,75.8
2.98,92.05,75.84
2.99,91.66,75.89
3.01,91.27,75.94
3.02,90.88,75.98
3.03,90.48,76.02
3.04,90.08,76.06
3.05,89.69,76.1
3.06,89.29,76.14
3.07,88.89,76.18
3.08,88.5,76.21
3.09,88.1,76.25
3.1,87.69,76.28
3.11,87.29,76.31
3.12,86.89,76.34
3.13,86.49,76.37
3.13,86.09,76.39
3.14,85.68,76.42
3.14,85.28,76.44
3.15,84.87,76.46
3.15,84.47,76.48
3.16,84.06,76.5
3.16,83.66,76.52
3.16,83.25,76.53
3.17,82.85,76.54
3.17,82.44,76.56
3.18,82.03,76.58
3.18,81.63,76.59
3.19,81.22,76.61
3.19,80.81,76.62
3.2,80.41,76.62
3.2,80.0,76.6
1.95,125.07,35.0
1.95,125.07,35.37
1.95,125.07,35.73
1.95,125.07,36.1
1.95,125.07,36.47
1.95,125.07,36.83
1.95,125.07,37.19
1.95,125.07,37.56
1.95,125.07,37.93
1.95,125.07,38.29
1.95,125.06,38.66
1.95,125.06,39.03
1.94,125.04,39.39
1.94,125.03,39.75
1.94,125.03,40.12
1.94,125.02,40.49
1.94,125.01,40.85
1.94,125.0,41.22
1.94,124.99,41.58
1.94,124.97,41.95
1.94,124.95,42.31
1.94,124.93,42.67
1.94,124.91,43.04
1.94,124.9,43.4
1.94,124.88,43.77
1.94,124.86,44.13
1.94,124.84,44.49
1.94,124.81,44.86
1.94,124.79,45.22
1.94,124.77,45.58
1.94,124.75,45.94
1.94,124.72,46.31
1.94,124.7,46.67
1.94,124.68,47.03
1.94,124.65,47.39
1.94,124.62,47.75
1.94,124.59,48.11
1.94,124.57,48.47
1.94,124.54,48.83
1.94,124.51,49.19
1.93,124.48,49.55
1.93,124.44,49.91
1.93,124.41,50.27
1.93,124.37,50.63
1.93,124.34,50.98
1.93,124.31,51.34
1.93,124.28,51.71
1.93,124.23,52.06
1.93,124.19,52.42
1.93,124.15,52.78
1.93,124.1,53.14
1.93,124.06,53.49
1.93,124.02,53.85
1.93,123.98,54.22
1.93,123.93,54.58
1.93,123.88,54.94
1.93,123.83,55.3
1.93,123.78,55.66
1.93,123.74,56.02
1.93,123.69,56.38
1.93,123.63,56.74
1.93,123.57,57.11
1.93,123.51,57.48
1.94,123.46,57.85
1.94,123.4,58.22
1.94,123.35,58.59
1.94,123.26,58.94
1.94,123.19,59.31
1.94,123.11,59.69
1.95,123.05,60.07
1.95,122.98,60.45
1.95,122.92,60.83
1.96,122.81,61.19
1.96,122.7,61.54
1.96,122.61,61.92
1.97,122.53,62.3
1.97,122.44,62.69
1.98,122.35,63.07
1.98,122.23,63.44
1.98,122.09,63.79
1.99,121.96,64.16
1.99,121.85,64.53
2.0,121.74,64.91
2.0,121.61,65.28
2.04,121.48,65.65
2.08,121.32,66.01
2.11,121.16,66.37
2.14,121.0,66.73
2.18,120.84,67.09
2.21,120.67,67.44
2.26,120.51,67.8
2.32,120.35,68.16
2.37,120.18,68.52
2.41,120.0,68.85
2.46,119.8,69.19
2.5,119.59,69.52
2.53,119.37,69.83
2.56,119.12,70.13
2.57,118.83,70.37
2.57,118.5,70.59
2.56,118.16,70.79
2.57,117.83,70.99
2.57,117.5,71.18
2.58,117.17,71.37
2.58,116.82,71.53
2.58,116.47,71.7
2.58,116.11,71.86
2.58,115.75,72.02
2.59,115.41,72.18
2.6,115.07,72.33
2.61,114.71,72.47
2.62,114.36,72.61
2.62,114.0,72.75
2.63,113.64,72.88
2.64,113.27,73.01
2.65,112.92,73.14
2.66,112.57,73.26
2.67,112.21,73.38
2.69,111.85,73.49
2.7,111.49,73.6
2.71,111.13,73.71
2.72,110.76,73.82
2.74,110.4,73.93
2.75,110.04,74.03
2.77,109.68,74.13
2.78,109.32,74.23
2.8,108.95,74.33
2.82,108.59,74.43
2.83,108.22,74.53
2.85,107.86,74.62
2.86,107.49,74.71
2.88,107.13,74.8
2.9,106.76,74.89
2.92,106.39,74.98
2.93,106.02,75.07
2.95,105.65,75.15
2.97,105.28,75.24
2.98,104.91,75.31
3.0,104.54,75.4
3.02,104.17,75.48
3.04,103.79,75.56
3.06,103.42,75.64
3.08,103.04,75.72
3.1,102.66,75.79
3.11,102.29,75.86
3.13,101.91,75.93
3.15,101.53,76.01
3.17,101.15,76.08
3.19,100.77,76.15
3.21,100.39,76.22
3.23,100.0,76.29
3.24,99.62,76.36
3.26,99.23,76.43
3.28,98.84,76.49
3.3,98.45,76.56
3.32,98.06,76.63
3.34,97.68,76.69
3.35,97.28,76.76
3.37,96.89,76.82
3.39,96.5,76.88
3.41,96.1,76.94
3.42,95.7,77.0
3.44,95.31,77.06
3.45,94.91,77.12
3.47,94.51,77.17
3.49,94.11,77.22
3.5,93.71,77.28
3.52,93.3,77.33
3.53,92.9,77.38
3.54,92.49,77.42
3.56,92.09,77.47
3.57,91.68,77.52
3.58,91.27,77.56
3.6,90.86,77.61
3.61,90.45,77.65
3.62,90.04,77.69
3.63,89.63,77.73
3.64,89.22,77.76
3.65,88.81,77.8
3.66,88.39,77.84
3.67,87.98,77.87
3.68,87.56,77.9
3.69,87.14,77.93
3.69,86.72,77.96
3.7,86.31,77.99
3.71,85.89,78.01
3.71,85.47,78.03
3.72,85.05,78.06
3.72,84.63,78.08
3.73,84.21,78.09
3.73,83.79,78.11
3.73,83.37,78.13
3.74,82.95,78.14
3.74,82.53,78.16
3.75,82.11,78.17
3.75,81.69,78.19
3.75,81.26,78.21
3.76,80.84,78.22
3.76,80.42,78.22
3.76,80.0,78.2
2.16,126.76,35.0
2.16,126.76,35.38
2.16,126.76,35.76
2.16,126.76,36.14
2.16,126.75,36.52
2.16,126.76,36.9
2.16,126.76,37.28
2.16,126.76,37.66
2.16,126.75,38.04
2.16,126.75,38.42
2.16,126.75,38.81
2.16,126.74,39.19
2.15,126.73,39.57
2.15,126.72,39.94
2.15,126.71,40.32
2.15,126.71,40.7
2.15,126.7,41.08
2.15,126.69,41.46
2.15,126.68,41.84
2.14,126.66,42.22
2.14,126.64,42.6
2.13,126.62,42.97
2.13,126.6,43.35
2.13,126.58,43.73
2.13,126.56,44.11
2.12,126.54,44.49
2.12,126.52,44.86
2.12,126.49,45.24
2.11,126.47,45.62
2.11,126.45,45.99
2.1,126.43,46.37
2.1,126.4,46.74
2.1,126.38,47.12
2.09,126.35,47.49
2.09,126.33,47.87
2.08,126.3,48.24
2.08,126.27,48.62
2.07,126.24,48.99
2.07,126.22,49.36
2.07,126.19,49.74
2.06,126.15,50.11
2.06,126.12,50.48
2.05,126.08,50.85
2.04,126.05,51.22
2.04,126.01,51.59
2.04,125.98,51.97
2.04,125.95,52.34
2.03,125.9,52.71
2.03,125.86,53.08
2.02,125.81,53.46
2.02,125.77,53.83
2.02,125.73,54.2
2.02,125.69,54.57
2.02,125.64,54.94
2.02,125.59,55.32
2.02,125.54,55.69
2.02,125.48,56.07
2.02,125.44,56.44
2.02,125.39,56.82
2.03,125.34,57.19
2.03,125.27,57.57
2.04,125.21,57.95
2.05,125.15,58.33
2.06,125.09,58.72
2.07,125.04,59.11
2.08,124.98,59.49
2.08,124.89,59.86
2.1,124.81,60.24
2.12,124.72,60.63
2.15,124.66,61.03
2.17,124.58,61.43
2.19,124.51,61.82
2.2,124.4,62.2
2.21,124.28,62.56
2.24,124.18,62.96
2.28,124.09,63.36
2.31,123.99,63.76
2.34,123.9,64.16
2.37,123.77,64.54
2.39,123.62,64.91
2.41,123.49,65.29
2.45,123.36,65.68
2.49,123.24,66.08
2.54,123.11,66.47
2.58,122.98,66.86
2.61,122.82,67.23
2.65,122.65,67.61
2.68,122.49,67.98
2.72,122.32,68.35
2.75,122.14,68.72
2.8,121.98,69.09
2.85,121.81,69.47
2.9,121.63,69.84
2.95,121.44,70.19
2.99,121.23,70.53
3.04,121.02,70.87
3.08,120.79,71.2
3.11,120.54,71.51
3.12,120.23,71.76
3.11,119.89,71.98
3.1,119.54,72.19
3.11,119.19,72.4
3.11,118.85,72.6
3.11,118.5,72.79
3.12,118.14,72.96
3.12,117.78,73.13
3.12,117.41,73.3
3.12,117.04,73.46
3.12,116.68,73.62
3.13,116.32,73.79
3.14,115.96,73.93
3.15,115.59,74.07
3.16,115.22,74.21
3.17,114.84,74.35
3.18,114.47,74.48
3.19,114.1,74.62
3.2,113.73,74.74
3.21,113.36,74.86
3.23,112.99,74.97
3.24,112.61,75.09
3.25,112.24,75.2
3.26,111.86,75.32
3.28,111.49,75.43
3.29,111.11,75.53
3.31,110.74,75.64
3.32,110.36,75.74
3.34,109.98,75.84
3.36,109.61,75.94
3.37,109.23,76.04
3.39,108.85,76.14
3.41,108.47,76.23
3.42,108.09,76.32
3.44,107.71,76.41
3.46,107.33,76.5
3.48,106.95,76.59
3.5,106.56,76.68
3.51,106.18,76.77
3.53,105.79,76.85
3.55,105.41,76.93
3.57,105.02,77.01
3.59,104.64,77.09
3.61,104.25,77.18
3.63,103.86,77.26
3.65,103.47,77.33
3.66,103.08,77.4
3.68,102.68,77.48
3.7,102.29,77.55
3.72,101.9,77.63
3.74,101.5,77.7
3.76,101.11,77.78
3.78,100.71,77.85
3.8,100.31,77.92
3.82,99.91,77.98
3.84,99.51,78.05
3.86,99.11,78.12
3.87,98.7,78.19
3.89,98.3,78.26
3.91,97.9,78.32
3.93,97.49,78.39
3.95,97.08,78.45
3.96,96.67,78.51
3.98,96.26,78.57
4.0,95.85,78.63
4.01,95.43,78.68
4.03,95.02,78.74
4.05,94.61,78.79
4.07,94.19,78.84
4.09,93.77,78.9
4.1,93.35,78.95
4.12,92.93,78.99
4.14,92.51,79.04
4.15,92.09,79.09
4.17,91.67,79.13
4.18,91.25,79.18
4.2,90.82,79.22
4.21,90.39,79.26
4.22,89.97,79.3
4.24,89.54,79.34
4.25,89.11,79.37
4.26,88.69,79.41
4.27,88.25,79.44
4.28,87.82,79.47
4.29,87.39,79.5
4.3,86.96,79.53
4.31,86.53,79.56
4.31,86.1,79.58
4.32,85.66,79.61
4.33,85.23,79.63
4.33,84.79,79.65
4.34,84.36,79.67
4.34,83.92,79.68
4.35,83.49,79.7
4.35,83.05,79.71
4.35,82.62,79.73
4.36,82.18,79.75
4.36,81.75,79.76
4.37,81.31,79.78
4.37,80.87,79.79
4.37,80.44,79.79
4.38,80.0,79.77
2.79,128.41,35.0
2.79,128.41,35.4
2.79,128.41,35.79
2.79,128.41,36.19
2.79,128.4,36.59
2.79,128.41,36.98
2.79,128.41,37.38
2.79,128.41,37.78
2.79,128.4,38.17
2.78,128.4,38.57
2.78,128.4,38.97
2.78,128.39,39.36
2.77,128.38,39.76
2.77,128.37,40.15
2.77,128.36,40.55
2.77,128.35,40.94
2.77,128.34,41.34
2.77,128.33,41.74
2.76,128.32,42.13
2.76,128.3,42.53
2.75,128.28,42.92
2.75,128.26,43.31
2.74,128.24,43.7
2.74,128.21,44.1
2.74,128.19,44.49
2.73,128.17,44.88
2.73,128.15,45.28
2.72,128.13,45.67
2.72,128.1,46.06
2.71,128.08,46.45
2.71,128.05,46.84
2.7,128.03,47.23
2.7,128.0,47.62
2.69,127.98,48.01
2.69,127.95,48.4
2.68,127.92,48.79
2.68,127.89,49.18
2.67,127.86,49.57
2.67,127.83,49.96
2.66,127.8,50.34
2.65,127.77,50.73
2.65,127.73,51.12
2.64,127.69,51.5
2.63,127.65,51.89
2.63,127.61,52.27
2.62,127.59,52.66
2.62,127.55,53.05
2.62,127.5,53.43
2.61,127.46,53.82
2.61,127.41,54.2
2.6,127.36,54.59
2.6,127.32,54.97
2.6,127.28,55.36
2.6,127.23,55.75
2.6,127.18,56.14
2.6,127.12,56.52
2.6,127.07,56.91
2.6,127.02,57.3
2.6,126.97,57.69
2.6,126.91,58.07
2.6,126.85,58.47
2.61,126.79,58.86
2.62,126.72,59.26
2.62,126.66,59.65
2.63,126.61,60.05
2.64,126.55,60.45
2.64,126.45,60.83
2.66,126.37,61.23
2.68,126.29,61.63
2.7,126.22,62.04
2.72,126.14,62.45
2.74,126.07,62.86
2.75,125.95,63.25
2.76,125.83,63.63
2.79,125.73,64.04
2.82,125.63,64.45
2.85,125.53,64.87
2.88,125.43,65.28
2.9,125.3,65.67
2.93,125.15,66.06
2.95,125.01,66.45
2.99,124.88,66.85
3.03,124.75,67.26
3.07,124.62,67.67
3.11,124.48,68.08
3.14,124.32,68.46
3.18,124.15,68.85
3.22,123.97,69.23
3.26,123.8,69.62
3.29,123.61,70.0
3.34,123.44,70.39
3.39,123.26,70.78
3.43,123.08,71.17
3.48,122.88,71.53
3.53,122.67,71.88
3.57,122.45,72.23
3.62,122.22,72.57
3.65,121.95,72.88
3.66,121.63,73.15
3.66,121.28,73.38
3.65,120.91,73.59
3.65,120.56,73.81
3.65,120.19,74.02
3.65,119.83,74.22
3.65,119.46,74.39
3.66,119.09,74.57
3.66,118.71,74.74
3.66,118.32,74.9
3.66,117.95,75.07
3.67,117.58,75.24
3.68,117.2,75.39
3.69,116.82,75.53
3.7,116.43,75.67
3.71,116.05,75.81
3.71,115.66,75.95
3.72,115.27,76.09
3.74,114.89,76.22
3.75,114.51,76.34
3.76,114.12,76.46
3.78,113.74,76.58
3.79,113.35,76.7
3.8,112.96,76.81
3.82,112.57,76.93
3.83,112.18,77.03
3.85,111.8,77.14
3.87,111.41,77.24
3.88,111.01,77.35
3.9,110.62,77.45
3.91,110.23,77.56
3.93,109.84,77.65
3.95,109.45,77.75
3.97,109.05,77.84
3.99,108.66,77.93
4.0,108.26,78.02
4.02,107.87,78.11
4.04,107.47,78.21
4.06,107.07,78.29
4.09,106.67,78.37
4.11,106.27,78.45
4.13,105.87,78.54
4.15,105.47,78.62
4.17,105.07,78.7
4.2,104.67,78.79
4.22,104.27,78.86
4.24,103.86,78.93
4.26,103.45,79.01
4.29,103.05,79.08
4.31,102.64,79.16
4.33,102.23,79.24
4.35,101.82,79.31
4.38,101.41,79.38
4.4,101.0,79.45
4.42,100.58,79.52
4.44,100.17,79.59
4.46,99.75,79.66
4.49,99.33,79.73
4.51,98.92,79.79
4.53,98.5,79.86
4.55,98.08,79.92
4.57,97.66,79.99
4.59,97.23,80.05
4.61,96.81,80.11
4.63,96.38,80.17
4.65,95.96,80.23
4.67,95.53,80.28
4.69,95.1,80.34
4.71,94.67,80.39
4.73,94.24,80.44
4.75,93.8,80.5
4.76,93.37,80.54
4.78,92.94,80.59
4.8,92.5,80.64
4.81,92.06,80.69
4.83,91.63,80.73
4.84,91.19,80.77
4.86,90.75,80.81
4.87,90.31,80.85
4.88,89.87,80.89
4.89,89.42,80.93
4.91,88.98,80.97
4.92,88.53,81.0
4.93,88.09,81.03
4.94,87.64,81.06
4.95,87.2,81.09
4.96,86.75,81.12
4.96,86.3,81.15
4.97,85.86,81.17
4.98,85.41,81.19
4.98,84.96,81.21
4.99,84.51,81.23
4.99,84.06,81.25
5.0,83.61,81.26
5.0,83.16,81.28
5.01,82.71,81.3
5.01,82.26,81.31
5.02,81.81,81.33
5.02,81.35,81.34
5.03,80.9,81.36
5.03,80.45,81.35
5.03,80.0,81.34
3.42,130.06,35.0
3.42,130.06,35.41
3.42,130.06,35.83
3.41,130.06,36.24
3.41,130.05,36.65
3.41,130.06,37.07
3.41,130.06,37.48
3.41,130.06,37.89
3.41,130.05,38.3
3.41,130.05,38.72
3.4,130.04,39.13
3.4,130.04,39.54
3.4,130.02,39.95
3.39,130.01,40.36
3.39,130.0,40.78
3.39,130.0,41.19
3.38,129.99,41.6
3.38,129.98,42.01
3.38,129.96,42.42
3.37,129.94,42.83
3.37,129.92,43.24
3.36,129.89,43.65
3.36,129.87,44.06
3.35,129.85,44.47
3.35,129.83,44.88
3.34,129.81,45.28
3.34,129.78,45.69
3.33,129.76,46.1
3.33,129.73,46.51
3.32,129.71,46.91
3.31,129.68,47.32
3.31,129.66,47.72
3.3,129.63,48.13
3.3,129.6,48.53
3.29,129.57,48.94
3.28,129.54,49.34
3.27,129.51,49.74
3.27,129.48,50.14
3.26,129.45,50.55
3.26,129.42,50.95
3.25,129.38,51.35
3.24,129.34,51.75
3.23,129.3,52.15
3.22,129.26,52.55
3.22,129.22,52.95
3.21,129.19,53.35
3.21,129.15,53.75
3.2,129.11,54.15
3.2,129.06,54.55
3.19,129.01,54.95
3.19,128.96,55.35
3.18,128.91,55.75
3.18,128.87,56.15
3.18,128.82,56.55
3.17,128.77,56.95
3.17,128.71,57.35
3.17,128.65,57.75
3.17,128.6,58.16
3.17,128.55,58.56
3.17,128.49,58.96
3.17,128.43,59.37
3.18,128.36,59.77
3.18,128.29,60.18
3.19,128.23,60.59
3.19,128.18,61.0
3.2,128.11,61.41
3.2,128.02,61.8
3.22,127.93,62.22
3.23,127.85,62.63
3.25,127.78,63.05
3.27,127.7,63.48
3.28,127.62,63.9
3.3,127.51,64.3
3.31,127.38,64.69
3.33,127.27,65.12
3.36,127.18,65.54
3.39,127.07,65.97
3.42,126.97,66.4
3.44,126.84,66.8
3.47,126.68,67.2
3.49,126.53,67.61
3.53,126.4,68.03
3.57,126.27,68.45
3.61,126.13,68.87
3.64,125.99,69.29
3.68,125.82,69.69
3.72,125.64,70.09
3.76,125.46,70.48
3.8,125.28,70.88
3.84,125.08,71.28
3.88,124.91,71.68
3.92,124.72,72.09
3.96,124.53,72.49
4.01,124.32,72.86
4.07,124.1,73.22
4.13,123.87,73.58
4.18,123.63,73.93
4.21,123.35,74.25
4.23,123.03,74.52
4.23,122.66,74.76
4.22,122.28,74.98
4.21,121.91,75.21
4.21,121.53,75.43
4.21,121.16,75.63
