zone,y/Dj,u'v'/Uj^2
"x/Djet=10, Dwight 2022",0.13874062598425196,0.005231780273463187
"x/Djet=10, Dwight 2022",0.14409604527559056,0.005380038668326422
"x/Djet=10, Dwight 2022",0.1495346811023622,0.005525995122906077
"x/Djet=10, Dwight 2022",0.1550562657480315,0.005669529984389554
"x/Djet=10, Dwight 2022",0.16066045078740157,0.005810448034019081
"x/Djet=10, Dwight 2022",0.16634680905511812,0.00594855257982094
"x/Djet=10, Dwight 2022",0.1721148287401575,0.006083762926059926
"x/Djet=10, Dwight 2022",0.17796392125984253,0.006215926787620436
"x/Djet=10, Dwight 2022",0.18389340551181102,0.00634495864212863
"x/Djet=10, Dwight 2022",0.18990252165354332,0.0064707662818431246
"x/Djet=10, Dwight 2022",0.1959904192913386,0.006593153148898125
"x/Djet=10, Dwight 2022",0.20215616141732287,0.0067120988967555905
"x/Djet=10, Dwight 2022",0.20839872047244096,0.0068275540358406755
"x/Djet=10, Dwight 2022",0.2147169881889764,0.006939392185424639
"x/Djet=10, Dwight 2022",0.2211097440944882,0.007047581479976848
"x/Djet=10, Dwight 2022",0.22757570866141733,0.00715206416425679
"x/Djet=10, Dwight 2022",0.2341134842519685,0.007252781456111251
"x/Djet=10, Dwight 2022",0.24072163385826773,0.0073497385412420665
"x/Djet=10, Dwight 2022",0.247398562992126,0.007442908976365732
"x/Djet=10, Dwight 2022",0.2541426181102362,0.007532302558509586
"x/Djet=10, Dwight 2022",0.2609521062992126,0.007617914092963723
"x/Djet=10, Dwight 2022",0.2678251968503937,0.007699638373336948
"x/Djet=10, Dwight 2022",0.27475996062992125,0.00777758288559096
"x/Djet=10, Dwight 2022",0.28175444881889766,0.007851752468834175
"x/Djet=10, Dwight 2022",0.288806594488189,0.007922144550381956
"x/Djet=10, Dwight 2022",0.29591425196850396,0.007988847971629326
"x/Djet=10, Dwight 2022",0.30307519685039375,0.008051797177908871
"x/Djet=10, Dwight 2022",0.31028716535433076,0.008111058183899912
"x/Djet=10, Dwight 2022",0.3175478149606299,0.008166723112813738
"x/Djet=10, Dwight 2022",0.32485470472440947,0.008218816548754263
"x/Djet=10, Dwight 2022",0.332205374015748,0.00826740418101679
"x/Djet=10, Dwight 2022",0.33959728346456697,0.008312504237593653
"x/Djet=10, Dwight 2022",0.3470278346456693,0.0083541333853007
"x/Djet=10, Dwight 2022",0.35449440944881894,0.008392457322982529
"x/Djet=10, Dwight 2022",0.36199433070866144,0.008427529004041574
"x/Djet=10, Dwight 2022",0.3695248622047244,0.008459352964219135
"x/Djet=10, Dwight 2022",0.37708324803149607,0.008487982713356705
"x/Djet=10, Dwight 2022",0.3846666929133859,0.008513508781299755
"x/Djet=10, Dwight 2022",0.3922724212598426,0.008536092654996332
"x/Djet=10, Dwight 2022",0.3998975590551181,0.00855573975805596
"x/Djet=10, Dwight 2022",0.4075392716535433,0.008572479878727356
"x/Djet=10, Dwight 2022",0.4151947047244095,0.008586456167876805
"x/Djet=10, Dwight 2022",0.4228610039370079,0.008597734753792587
"x/Djet=10, Dwight 2022",0.4305352952755906,0.008606383708925289
"x/Djet=10, Dwight 2022",0.43821472440944886,0.008612494836707469
"x/Djet=10, Dwight 2022",0.445896437007874,0.008616139981581384
"x/Djet=10, Dwight 2022",0.4535776377952756,0.008617394396471691
"x/Djet=10, Dwight 2022",0.46125549212598427,0.008616349345717228
"x/Djet=10, Dwight 2022",0.46892722440944884,0.008613087035040304
"x/Djet=10, Dwight 2022",0.4765901181102362,0.008607687949902194
"x/Djet=10, Dwight 2022",0.48424143700787403,0.00860022773446047
"x/Djet=10, Dwight 2022",0.49187852362204726,0.00859079472934217
"x/Djet=10, Dwight 2022",0.49949877952755906,0.008579467556624183
"x/Djet=10, Dwight 2022",0.507099625984252,0.008566324371177447
"x/Djet=10, Dwight 2022",0.5146785433070866,0.008551444367665126
"x/Djet=10, Dwight 2022",0.5222331102362205,0.008534907186546585
"x/Djet=10, Dwight 2022",0.5297609251968504,0.00851679078029487
"x/Djet=10, Dwight 2022",0.5372597047244094,0.008497162498336031
"x/Djet=10, Dwight 2022",0.5447272047244095,0.0084761101855665
"x/Djet=10, Dwight 2022",0.5521612401574804,0.00845370736679263
"x/Djet=10, Dwight 2022",0.5595597440944883,0.008430014318205673
"x/Djet=10, Dwight 2022",0.5669207480314962,0.008405104477135095
"x/Djet=10, Dwight 2022",0.5742423031496063,0.00837905401028939
"x/Djet=10, Dwight 2022",0.5815226181102363,0.008351930184437813
"x/Djet=10, Dwight 2022",0.5887599409448819,0.00832379676951958
"x/Djet=10, Dwight 2022",0.5959526377952756,0.008294711727112877
"x/Djet=10, Dwight 2022",0.6030991929133859,0.008264736719059635
"x/Djet=10, Dwight 2022",0.6101981299212599,0.008233939930325717
"x/Djet=10, Dwight 2022",0.6172481496062991,0.008202375499254807
"x/Djet=10, Dwight 2022",0.6242479527559055,0.008170096759125278
"x/Djet=10, Dwight 2022",0.6311964370078741,0.008137157896141693
"x/Djet=10, Dwight 2022",0.6380925590551182,0.008103611385993328
"x/Djet=10, Dwight 2022",0.644935374015748,0.008069505655392856
"x/Djet=10, Dwight 2022",0.6517240551181104,0.008034883658842357
"x/Djet=10, Dwight 2022",0.6584578346456693,0.007999797489356406
"x/Djet=10, Dwight 2022",0.6651361417322835,0.007964278668206511
"x/Djet=10, Dwight 2022",0.671758405511811,0.007928150283337728
"x/Djet=10, Dwight 2022",0.6785703346456693,0.007890482354253636
"x/Djet=10, Dwight 2022",0.6856226968503937,0.007851039835495045
"x/Djet=10, Dwight 2022",0.6927233267716535,0.007810455622034772
"x/Djet=10, Dwight 2022",0.6998781102362205,0.007768859310631225
"x/Djet=10, Dwight 2022",0.7070928937007874,0.00772623910602516
"x/Djet=10, Dwight 2022",0.7143734448818898,0.00768256167381965
"x/Djet=10, Dwight 2022",0.7217254133858267,0.0076377931643713
"x/Djet=10, Dwight 2022",0.729154311023622,0.007591906680552054
"x/Djet=10, Dwight 2022",0.7366654133858268,0.007544872855603506
"x/Djet=10, Dwight 2022",0.7442638385826773,0.0074966659661718825
"x/Djet=10, Dwight 2022",0.7519543503937008,0.007447245202560939
"x/Djet=10, Dwight 2022",0.7597414763779528,0.007396589316397332
"x/Djet=10, Dwight 2022",0.7676294094488189,0.00734467243160874
"x/Djet=10, Dwight 2022",0.7756220275590552,0.007291472282791725
"x/Djet=10, Dwight 2022",0.78372281496063,0.007236960513759021
"x/Djet=10, Dwight 2022",0.7919350196850393,0.007181121589102462
"x/Djet=10, Dwight 2022",0.800262283464567,0.0071239148227146285
"x/Djet=10, Dwight 2022",0.8087323228346457,0.0070651562685523014
"x/Djet=10, Dwight 2022",0.8173766338582678,0.007004664222080542
"x/Djet=10, Dwight 2022",0.8262071653543307,0.006942328479014189
"x/Djet=10, Dwight 2022",0.8352365157480316,0.006878048434243775
"x/Djet=10, Dwight 2022",0.8444778937007874,0.006811736010346277
"x/Djet=10, Dwight 2022",0.853945255905512,0.006743283838081252
"x/Djet=10, Dwight 2022",0.8636533070866141,0.006672581156698073
"x/Djet=10, Dwight 2022",0.8736175196850394,0.0065995197050818955
"x/Djet=10, Dwight 2022",0.8838542913385826,0.006523977580395969
"x/Djet=10, Dwight 2022",0.894380905511811,0.006445830417795708
"x/Djet=10, Dwight 2022",0.9052157283464567,0.0063649471811889815
"x/Djet=10, Dwight 2022",0.9163781102362205,0.006281189683625603
"x/Djet=10, Dwight 2022",0.9278886220472442,0.006194421117666883
"x/Djet=10, Dwight 2022",0.9397690748031496,0.006104493883609927
"x/Djet=10, Dwight 2022",0.9520425984251968,0.0060112529940879395
"x/Djet=10, Dwight 2022",0.9647337795275591,0.00591453893378178
"x/Djet=10, Dwight 2022",0.9778687795275591,0.00581418926655053
"x/Djet=10, Dwight 2022",0.9914753740157481,0.005710037204755413
"x/Djet=10, Dwight 2022",1.0055831692913386,0.005601909268214378
"x/Djet=10, Dwight 2022",1.020223720472441,0.005489632626377557
"x/Djet=10, Dwight 2022",1.0354306496062993,0.005373027263913863
"x/Djet=10, Dwight 2022",1.051239783464567,0.005251914789731739
"x/Djet=10, Dwight 2022",1.0676894291338583,0.005126116462026134
"x/Djet=10, Dwight 2022",1.0848204527559056,0.0049954542102617246
"x/Djet=10, Dwight 2022",1.102676535433071,0.00485975433440297
"x/Djet=10, Dwight 2022",1.1213043700787402,0.004718851337044752
"x/Djet=10, Dwight 2022",1.1407538976377953,0.004572588589189133
"x/Djet=10, Dwight 2022",1.1610786220472442,0.004420821511944649
"x/Djet=10, Dwight 2022",1.182335748031496,0.004263422341832863
"x/Djet=10, Dwight 2022",1.2045866338582678,0.004100288114128271
"x/Djet=10, Dwight 2022",1.2278970275590553,0.003931342646078411
"x/Djet=10, Dwight 2022",1.252337401574803,0.003756542951181798
"x/Djet=10, Dwight 2022",1.2779833858267717,0.0035758876218532536
"x/Djet=10, Dwight 2022",1.3049161417322834,0.003389427980997687
"x/Djet=10, Dwight 2022",1.33322281496063,0.00319727411171146
"x/Djet=10, Dwight 2022",1.362997007874016,0.0029996060175928635
"x/Djet=15, Dwight 2022",0.0016368366732283466,2.2230572648206315e-05
"x/Djet=15, Dwight 2022",0.004940817125984252,5.71587798998581e-05
"x/Djet=15, Dwight 2022",0.008305913188976378,8.27217154154914e-05
"x/Djet=15, Dwight 2022",0.011733126968503938,0.00010909828487245416
"x/Djet=15, Dwight 2022",0.015223460236220471,0.00013693061128396104
"x/Djet=15, Dwight 2022",0.018777913385826774,0.00016578868908625268
"x/Djet=15, Dwight 2022",0.022397484251968504,0.00019545858707320296
"x/Djet=15, Dwight 2022",0.026083163385826773,0.00022581555750517202
"x/Djet=15, Dwight 2022",0.029835940944881893,0.00025680476685405976
"x/Djet=15, Dwight 2022",0.033656799212598426,0.00028839624129112527
"x/Djet=15, Dwight 2022",0.037546706692913386,0.0003205650158510367
"x/Djet=15, Dwight 2022",0.041506631889763786,0.0003533016183856277
"x/Djet=15, Dwight 2022",0.04553752165354331,0.0003865931644388268
"x/Djet=15, Dwight 2022",0.049640320866141736,0.0004204330216979871
"x/Djet=15, Dwight 2022",0.05381595275590551,0.00045482198096927635
"x/Djet=15, Dwight 2022",0.058065328740157476,0.0004897554172002384
"x/Djet=15, Dwight 2022",0.06238933858267717,0.000525229136856319
"x/Djet=15, Dwight 2022",0.0667888562992126,0.0005612434119376202
"x/Djet=15, Dwight 2022",0.07126473622047244,0.0005978008700315376
"x/Djet=15, Dwight 2022",0.07581780511811023,0.0006348955700221788
"x/Djet=15, Dwight 2022",0.08044887007874016,0.0006725281889250986
"x/Djet=15, Dwight 2022",0.0851587066929134,0.0007106994806185103
"x/Djet=15, Dwight 2022",0.08994806692913387,0.0007493993168560033
"x/Djet=15, Dwight 2022",0.09481766929133859,0.0007886284259975843
"x/Djet=15, Dwight 2022",0.09976819881889765,0.0008283873883652403
"x/Djet=15, Dwight 2022",0.10480030905511813,0.0008686660889695674
"x/Djet=15, Dwight 2022",0.10991461811023623,0.0009094601591474172
"x/Djet=15, Dwight 2022",0.11511170275590553,0.0009507663453774838
"x/Djet=15, Dwight 2022",0.12039209842519685,0.0009925761657668718
"x/Djet=15, Dwight 2022",0.1257563031496063,0.001034881668082526
"x/Djet=15, Dwight 2022",0.13120476771653544,0.0010776754406373861
"x/Djet=15, Dwight 2022",0.13673789566929134,0.0011209474188824025
"x/Djet=15, Dwight 2022",0.14235604330708662,0.0011646853382126408
"x/Djet=15, Dwight 2022",0.1480595196850394,0.0012088801447143727
"x/Djet=15, Dwight 2022",0.15384857677165356,0.0012535201638233095
"x/Djet=15, Dwight 2022",0.15972341929133857,0.0012985877106830824
"x/Djet=15, Dwight 2022",0.16568418897637796,0.0013440696061990918
"x/Djet=15, Dwight 2022",0.1717309783464567,0.0013899529168812667
"x/Djet=15, Dwight 2022",0.17786381496062992,0.0014362163607457676
"x/Djet=15, Dwight 2022",0.18408267322834646,0.0014828413200409772
"x/Djet=15, Dwight 2022",0.19038745866141735,0.0015298131474956202
"x/Djet=15, Dwight 2022",0.19677801771653544,0.0015771121653554328
"x/Djet=15, Dwight 2022",0.20325413385826774,0.0016247150472696857
"x/Djet=15, Dwight 2022",0.209815531496063,0.001672597833170662
"x/Djet=15, Dwight 2022",0.21646185039370078,0.0017207372554525538
"x/Djet=15, Dwight 2022",0.22319269685039372,0.0017691093760651806
"x/Djet=15, Dwight 2022",0.23000755905511813,0.0018176917015690246
"x/Djet=15, Dwight 2022",0.2369059251968504,0.0018664591603421217
"x/Djet=15, Dwight 2022",0.24388714566929134,0.0019153786803040385
"x/Djet=15, Dwight 2022",0.2509505511811024,0.001964420227655836
"x/Djet=15, Dwight 2022",0.25809541338582676,0.0020135607616489017
"x/Djet=15, Dwight 2022",0.2653208661417323,0.002062772936876596
"x/Djet=15, Dwight 2022",0.272626062992126,0.0021120229705902708
"x/Djet=15, Dwight 2022",0.2800100590551181,0.002161277191953248
"x/Djet=15, Dwight 2022",0.2874717913385827,0.002210506311669567
"x/Djet=15, Dwight 2022",0.29501023622047245,0.0022596782354778367
"x/Djet=15, Dwight 2022",0.3026242125984252,0.0023087573291436
"x/Djet=15, Dwight 2022",0.31031251968503937,0.002357712952579344
"x/Djet=15, Dwight 2022",0.3180739173228347,0.0024065153061986317
"x/Djet=15, Dwight 2022",0.3259070669291339,0.0024551289809267196
"x/Djet=15, Dwight 2022",0.3338106102362205,0.0025035185005105854
"x/Djet=15, Dwight 2022",0.3417831102362205,0.0025516505853418396
"x/Djet=15, Dwight 2022",0.3498230905511811,0.002599490801850291
"x/Djet=15, Dwight 2022",0.3579290354330709,0.0026470063637671435
"x/Djet=15, Dwight 2022",0.36609937007874016,0.0026941675292088104
"x/Djet=15, Dwight 2022",0.37433248031496064,0.002740940495194782
"x/Djet=15, Dwight 2022",0.3826267322834646,0.0027872888420641655
"x/Djet=15, Dwight 2022",0.3909804527559055,0.002833183024137189
"x/Djet=15, Dwight 2022",0.3993919291338583,0.0028785918732259124
"x/Djet=15, Dwight 2022",0.40785940944881893,0.0029234849798896703
"x/Djet=15, Dwight 2022",0.4163811811023622,0.002967833232387593
"x/Djet=15, Dwight 2022",0.42495543307086614,0.0030116068204460917
"x/Djet=15, Dwight 2022",0.4335803937007874,0.0030547779534960445
"x/Djet=15, Dwight 2022",0.44225429133858274,0.0030973185578352515
"x/Djet=15, Dwight 2022",0.4509753149606299,0.0031392017631446814
"x/Djet=15, Dwight 2022",0.4597416535433071,0.0031804042288629225
"x/Djet=15, Dwight 2022",0.4685515551181102,0.0032209004931852635
"x/Djet=15, Dwight 2022",0.4774032283464567,0.0032606659960068515
"x/Djet=15, Dwight 2022",0.4862949015748032,0.003299682785007714
"x/Djet=15, Dwight 2022",0.495224842519685,0.0033379311164265842
"x/Djet=15, Dwight 2022",0.5041913385826772,0.0033753898156605867
"x/Djet=15, Dwight 2022",0.5131927362204725,0.0034120403233044113
"x/Djet=15, Dwight 2022",0.5222273425196851,0.003447866391322621
"x/Djet=15, Dwight 2022",0.5312935826771654,0.0034828511623238114
"x/Djet=15, Dwight 2022",0.5403898818897638,0.0035169825432385658
"x/Djet=15, Dwight 2022",0.5495147637795276,0.0035502491984394573
"x/Djet=15, Dwight 2022",0.5586667322834645,0.0035826378697730497
"x/Djet=15, Dwight 2022",0.5678444291338582,0.0036141379004574897
"x/Djet=15, Dwight 2022",0.5770465157480315,0.0036447407162833643
"x/Djet=15, Dwight 2022",0.5862717322834646,0.003674441010072112
"x/Djet=15, Dwight 2022",0.5955189173228347,0.003703229355959384
"x/Djet=15, Dwight 2022",0.6047869291338583,0.003731098858459909
"x/Djet=15, Dwight 2022",0.614074783464567,0.0037580488103924575
"x/Djet=15, Dwight 2022",0.6233815157480315,0.00378407507471473
"x/Djet=15, Dwight 2022",0.6327062795275591,0.0038091755648528044
"x/Djet=15, Dwight 2022",0.6420483464566928,0.0038333490704893086
"x/Djet=15, Dwight 2022",0.6514070669291339,0.003856592068933802
"x/Djet=15, Dwight 2022",0.6607818503937009,0.0038789083674693344
"x/Djet=15, Dwight 2022",0.6701722834645669,0.0039003013821002396
"x/Djet=15, Dwight 2022",0.6795780118110236,0.0039207693303771295
"x/Djet=15, Dwight 2022",0.6889987992125984,0.003940315482125859
"x/Djet=15, Dwight 2022",0.6984345472440945,0.003958943213361379
"x/Djet=15, Dwight 2022",0.7078852362204724,0.003976655674694266
"x/Djet=15, Dwight 2022",0.717351003937008,0.003993457317088302
"x/Djet=15, Dwight 2022",0.7268320669291339,0.004009355558340497
"x/Djet=15, Dwight 2022",0.7363287992125984,0.004024352751720723
"x/Djet=15, Dwight 2022",0.7458416929133859,0.004038452038214869
"x/Djet=15, Dwight 2022",0.7553713582677165,0.004051662263059311
"x/Djet=15, Dwight 2022",0.7649185433070866,0.0040639881377775335
"x/Djet=15, Dwight 2022",0.7744841141732284,0.0040754353033578845
"x/Djet=15, Dwight 2022",0.784069094488189,0.004085755431372272
"x/Djet=15, Dwight 2022",0.793674625984252,0.0040948620316992096
"x/Djet=15, Dwight 2022",0.8035070669291339,0.004103652227904367
"x/Djet=15, Dwight 2022",0.8136104330708661,0.004112275110040667
"x/Djet=15, Dwight 2022",0.8238263385826772,0.004119881749401765
"x/Djet=15, Dwight 2022",0.834161437007874,0.004126403170146476
"x/Djet=15, Dwight 2022",0.8446225196850394,0.004132020855350705
"x/Djet=15, Dwight 2022",0.8552162992125985,0.0041367183140229675
"x/Djet=15, Dwight 2022",0.8659494488188976,0.004140473015622999
"x/Djet=15, Dwight 2022",0.8768286417322835,0.004143263127181288
"x/Djet=15, Dwight 2022",0.8878604133858269,0.004145065231740063
"x/Djet=15, Dwight 2022",0.8990511811023623,0.0041458533930320346
"x/Djet=15, Dwight 2022",0.9104072440944883,0.004145602195101586
"x/Djet=15, Dwight 2022",0.9219347244094488,0.004144282556627627
"x/Djet=15, Dwight 2022",0.9336395472440946,0.004141865150973525
"x/Djet=15, Dwight 2022",0.9455274803149607,0.004138321119150261
"x/Djet=15, Dwight 2022",0.9576040748031497,0.004133620518786314
"x/Djet=15, Dwight 2022",0.9698747440944882,0.004127718651414891
"x/Djet=15, Dwight 2022",0.9823453149606299,0.004120561462398063
"x/Djet=15, Dwight 2022",0.9950418700787401,0.004112127517607725
"x/Djet=15, Dwight 2022",1.0079936614173228,0.004102391411940117
"x/Djet=15, Dwight 2022",1.0212138385826772,0.004091288196435643
"x/Djet=15, Dwight 2022",1.0347161417322834,0.0040787539846397925
"x/Djet=15, Dwight 2022",1.048515,0.00406473215057569
"x/Djet=15, Dwight 2022",1.0626255708661418,0.004049161062855414
"x/Djet=15, Dwight 2022",1.0770637992125984,0.004031975318727716
"x/Djet=15, Dwight 2022",1.0918464173228346,0.004013107835046631
"x/Djet=15, Dwight 2022",1.1069910433070866,0.003992486839089265
"x/Djet=15, Dwight 2022",1.1225162795275592,0.003970035971063936
"x/Djet=15, Dwight 2022",1.1384417125984252,0.003945677458305251
"x/Djet=15, Dwight 2022",1.1547879724409449,0.003919327780190542
"x/Djet=15, Dwight 2022",1.1715768897637795,0.003890898986590328
"x/Djet=15, Dwight 2022",1.188831535433071,0.003860299437835738
"x/Djet=15, Dwight 2022",1.2065762992125986,0.003827433536188783
"x/Djet=15, Dwight 2022",1.224836968503937,0.0037922026830204355
"x/Djet=15, Dwight 2022",1.2436409055118112,0.0037545036625261045
"x/Djet=15, Dwight 2022",1.2630170866141732,0.0037142281346176833
"x/Djet=15, Dwight 2022",1.2829962598425197,0.0036712656536751387
"x/Djet=15, Dwight 2022",1.3036110236220473,0.00362550247262615
"x/Djet=15, Dwight 2022",1.324896062992126,0.0035768205647234846
"x/Djet=15, Dwight 2022",1.346888188976378,0.0035250975438298466
"x/Djet=15, Dwight 2022",1.369626594488189,0.003470211627020899
"x/Djet=20, Dwight 2022",0.001932078031496063,1.4409327969220027e-05
"x/Djet=20, Dwight 2022",0.005826568503937008,3.365056077201068e-05
"x/Djet=20, Dwight 2022",0.009782208070866142,4.3728075432952506e-05
"x/Djet=20, Dwight 2022",0.013799959251968506,5.398534151398685e-05
"x/Djet=20, Dwight 2022",0.01788078622047244,6.533223325250851e-05
"x/Djet=20, Dwight 2022",0.022025655511811022,7.737561946360054e-05
"x/Djet=20, Dwight 2022",0.02623553346456693,8.990423302142731e-05
"x/Djet=20, Dwight 2022",0.030511385826771653,0.00010279947517307923
"x/Djet=20, Dwight 2022",0.03485417716535433,0.00011600364036423747
"x/Djet=20, Dwight 2022",0.0392648720472441,0.00012947532683415213
"x/Djet=20, Dwight 2022",0.04374442716535433,0.000143187481470416
"x/Djet=20, Dwight 2022",0.04829379921259843,0.000157133532263548
"x/Djet=20, Dwight 2022",0.05291393897637795,0.0001712982844304953
"x/Djet=20, Dwight 2022",0.05760578543307087,0.00018567332842961203
"x/Djet=20, Dwight 2022",0.06237027755905512,0.0002002526900268842
"x/Djet=20, Dwight 2022",0.06720833661417323,0.00021503365798296843
"x/Djet=20, Dwight 2022",0.07212088188976377,0.00023001277452363244
"x/Djet=20, Dwight 2022",0.07710881496062992,0.0002451860404662662
"x/Djet=20, Dwight 2022",0.08217302755905512,0.00026056419809063506
"x/Djet=20, Dwight 2022",0.0873143937007874,0.0002761376884272324
"x/Djet=20, Dwight 2022",0.09253377559055118,0.0002919042828477202
"x/Djet=20, Dwight 2022",0.0978320157480315,0.0003078704058234271
"x/Djet=20, Dwight 2022",0.10320993897637797,0.0003240330987384202
"x/Djet=20, Dwight 2022",0.10866835039370079,0.00034039027758207466
"x/Djet=20, Dwight 2022",0.11420803149606298,0.000356944297848725
"x/Djet=20, Dwight 2022",0.11982974212598425,0.00037369443925322016
"x/Djet=20, Dwight 2022",0.125534218503937,0.00039063728896846926
"x/Djet=20, Dwight 2022",0.13132216929133858,0.00040777338297442545
"x/Djet=20, Dwight 2022",0.1371942755905512,0.0004251082786761747
"x/Djet=20, Dwight 2022",0.1431511909448819,0.0004426394243342723
"x/Djet=20, Dwight 2022",0.14919353740157482,0.0004603627677137434
"x/Djet=20, Dwight 2022",0.15532190551181102,0.0004782820262229457
"x/Djet=20, Dwight 2022",0.16153685236220472,0.0004963914702728286
"x/Djet=20, Dwight 2022",0.16783890157480316,0.0005146894356731496
"x/Djet=20, Dwight 2022",0.17422853740157482,0.0005331762564685599
"x/Djet=20, Dwight 2022",0.18070621062992126,0.0005518528110146526
"x/Djet=20, Dwight 2022",0.18727233267716534,0.0005707158468537862
"x/Djet=20, Dwight 2022",0.19392727362204726,0.0005897579325012996
"x/Djet=20, Dwight 2022",0.20067135826771654,0.0006089826442670193
"x/Djet=20, Dwight 2022",0.20750490157480317,0.0006283873233368059
"x/Djet=20, Dwight 2022",0.21442811023622046,0.0006479659169233551
"x/Djet=20, Dwight 2022",0.22144120078740157,0.0006677162872114582
"x/Djet=20, Dwight 2022",0.2285443503937008,0.0006876319374456949
"x/Djet=20, Dwight 2022",0.23573765748031497,0.0007077125161174754
"x/Djet=20, Dwight 2022",0.2430211811023622,0.0007279548679771299
"x/Djet=20, Dwight 2022",0.2503949606299213,0.000748349435377494
"x/Djet=20, Dwight 2022",0.2578589763779528,0.0007688954702562057
"x/Djet=20, Dwight 2022",0.26541312992125987,0.0007895916856820294
"x/Djet=20, Dwight 2022",0.2730573228346457,0.000810425678712826
"x/Djet=20, Dwight 2022",0.28079137795275594,0.0008313910672740269
"x/Djet=20, Dwight 2022",0.2886151181102362,0.0008524849982804931
"x/Djet=20, Dwight 2022",0.29652826771653545,0.000873704423572303
"x/Djet=20, Dwight 2022",0.30453051181102364,0.0008950449567439359
"x/Djet=20, Dwight 2022",0.31262155511811024,0.0009164916725993279
"x/Djet=20, Dwight 2022",0.32080096456692914,0.0009380373068424647
"x/Djet=20, Dwight 2022",0.3290683464566929,0.000959678771726668
"x/Djet=20, Dwight 2022",0.3374232283464567,0.0009814100882602984
"x/Djet=20, Dwight 2022",0.3458650787401575,0.0010032221838881003
"x/Djet=20, Dwight 2022",0.35439338582677166,0.0010251036813505939
"x/Djet=20, Dwight 2022",0.36300755905511817,0.001047052247581316
"x/Djet=20, Dwight 2022",0.3717069881889764,0.0010690570302866631
"x/Djet=20, Dwight 2022",0.3804910236220473,0.0010911067370802938
"x/Djet=20, Dwight 2022",0.3893590157480315,0.0011131960355728904
"x/Djet=20, Dwight 2022",0.39831025590551183,0.001135315488255641
"x/Djet=20, Dwight 2022",0.4073440354330709,0.0011574545990345095
"x/Djet=20, Dwight 2022",0.41645958661417326,0.001179604002256618
"x/Djet=20, Dwight 2022",0.42565620078740163,0.0012017576278059168
"x/Djet=20, Dwight 2022",0.43493307086614175,0.0012239062586929517
"x/Djet=20, Dwight 2022",0.44428942913385827,0.0012460353498067419
"x/Djet=20, Dwight 2022",0.45372450787401575,0.0012681369021373796
"x/Djet=20, Dwight 2022",0.4632375,0.0012902052211045665
"x/Djet=20, Dwight 2022",0.47282761811023627,0.0013122277539228367
"x/Djet=20, Dwight 2022",0.48249411417322835,0.0013341959249116209
"x/Djet=20, Dwight 2022",0.4922361811023622,0.001356101605295256
"x/Djet=20, Dwight 2022",0.5020530708661417,0.0013779331775566977
"x/Djet=20, Dwight 2022",0.5119440551181103,0.0013996797119090398
"x/Djet=20, Dwight 2022",0.5219084055118111,0.0014213327462336092
"x/Djet=20, Dwight 2022",0.5319454330708662,0.0014428825679232134
"x/Djet=20, Dwight 2022",0.5420545078740158,0.0014643230184290847
"x/Djet=20, Dwight 2022",0.5522349606299213,0.0014856425161487458
"x/Djet=20, Dwight 2022",0.5624862598425197,0.001506830343839919
"x/Djet=20, Dwight 2022",0.5728078149606299,0.001527880253959493
"x/Djet=20, Dwight 2022",0.5831991929133858,0.0015487807369162303
"x/Djet=20, Dwight 2022",0.5936599212598426,0.0015695249827089115
"x/Djet=20, Dwight 2022",0.6041896653543307,0.0015901044431257767
"x/Djet=20, Dwight 2022",0.6147880708661417,0.0016105092872099982
"x/Djet=20, Dwight 2022",0.6254549409448819,0.0016307331135624534
"x/Djet=20, Dwight 2022",0.6361900787401575,0.0016507662349222018
"x/Djet=20, Dwight 2022",0.6469934251968504,0.0016705996903810146
"x/Djet=20, Dwight 2022",0.6578649409448819,0.001690225981742476
"x/Djet=20, Dwight 2022",0.6688047047244094,0.0017096408071147992
"x/Djet=20, Dwight 2022",0.6798129330708661,0.0017288341339150542
"x/Djet=20, Dwight 2022",0.6908898425196851,0.0017477963213165765
"x/Djet=20, Dwight 2022",0.7020358267716535,0.0017665231677911663
"x/Djet=20, Dwight 2022",0.7132513385826773,0.0017850057647052049
"x/Djet=20, Dwight 2022",0.7245369488188976,0.0018032398334137337
"x/Djet=20, Dwight 2022",0.7358933858267717,0.0018212201409593652
"x/Djet=20, Dwight 2022",0.7473213976377954,0.0018389367033687172
"x/Djet=20, Dwight 2022",0.7588219488188976,0.0018563823278045283
"x/Djet=20, Dwight 2022",0.7703960826771654,0.0018735513425375667
"x/Djet=20, Dwight 2022",0.7820449803149606,0.0018904407912537454
"x/Djet=20, Dwight 2022",0.7937699212598426,0.0019070416665972003
"x/Djet=20, Dwight 2022",0.8055723425196851,0.0019233462988815053
"x/Djet=20, Dwight 2022",0.8174538779527559,0.001939353501221411
"x/Djet=20, Dwight 2022",0.8294161811023621,0.001955054435293248
"x/Djet=20, Dwight 2022",0.8414611614173229,0.0019704417586195715
"x/Djet=20, Dwight 2022",0.8535908267716537,0.001985513791991955
"x/Djet=20, Dwight 2022",0.865807342519685,0.002000263139985452
"x/Djet=20, Dwight 2022",0.8781130511811025,0.002014682028248397
"x/Djet=20, Dwight 2022",0.8905103937007873,0.002028766398417066
"x/Djet=20, Dwight 2022",0.9030020669291339,0.0020422713312856114
"x/Djet=20, Dwight 2022",0.9155908464566929,0.0020550007229588555
