zone,log10(y+),u+
"Theory, inner",1.57980001,38.0
"Theory, inner",1.58010006,38.02500153
"Theory, inner",1.58039999,38.04999924
"Theory, inner",1.580600023,38.07500076
"Theory, inner",1.580899954,38.09999847
"Theory, inner",1.581200004,38.125
"Theory, inner",1.581500053,38.15000153
"Theory, inner",1.581799984,38.17499924
"Theory, inner",1.582100034,38.20000076
"Theory, inner",1.582299948,38.22499847
"Theory, inner",1.582599998,38.25
"Theory, inner",1.582900047,38.27500153
"Theory, inner",1.583199978,38.29999924
"Theory, inner",1.583500028,38.32500076
"Theory, inner",1.583799958,38.34999847
"Theory, inner",1.583999991,38.375
"Theory, inner",1.584300041,38.40000153
"Theory, inner",1.584599972,38.42499924
"Theory, inner",1.584900022,38.45000076
"Theory, inner",1.585199952,38.47499847
"Theory, inner",1.585500002,38.5
"Theory, inner",1.585700035,38.52500153
"Theory, inner",1.585999966,38.54999924
"Theory, inner",1.586300015,38.57500076
"Theory, inner",1.586599946,38.59999847
"Theory, inner",1.586899996,38.625
"Theory, inner",1.587100029,38.65000153
"Theory, inner",1.58739996,38.67499924
"Theory, inner",1.587700009,38.70000076
"Theory, inner",1.588000059,38.72499847
"Theory, inner",1.58829999,38.75
"Theory, inner",1.588600039,38.77500153
"Theory, inner",1.588799953,38.79999924
"Theory, inner",1.589100003,38.82500076
"Theory, inner",1.589400053,38.84999847
"Theory, inner",1.589699984,38.875
"Theory, inner",1.589900017,38.90000153
"Theory, inner",1.590199947,38.92499924
"Theory, inner",1.590499997,38.95000076
"Theory, inner",1.590800047,38.97499847
"Theory, inner",1.591099977,39.0
"Theory, inner",1.591300011,39.02500153
"Theory, inner",1.591599941,39.04999924
"Theory, inner",1.591899991,39.07500076
"Theory, inner",1.592200041,39.09999847
"Theory, inner",1.592499971,39.125
"Theory, inner",1.592700005,39.15000153
"Theory, inner",1.593000054,39.17499924
"Theory, inner",1.593299985,39.20000076
"Theory, inner",1.593600035,39.22499847
"Theory, inner",1.593799949,39.25
"Theory, inner",1.594099998,39.27500153
"Theory, inner",1.594400048,39.29999924
"Theory, inner",1.594699979,39.32500076
"Theory, inner",1.594900012,39.34999847
"Theory, inner",1.595199943,39.375
"Theory, inner",1.595499992,39.40000153
"Theory, inner",1.595800042,39.42499924
"Theory, inner",1.595999956,39.45000076
"Theory, inner",1.596300006,39.47499847
"Theory, inner",1.596600056,39.5
"Theory, inner",1.596899986,39.52500153
"Theory, inner",1.597100019,39.54999924
"Theory, inner",1.59739995,39.57500076
"Theory, inner",1.5977,39.59999847
"Theory, inner",1.59800005,39.625
"Theory, inner",1.598199964,39.65000153
"Theory, inner",1.598500013,39.67499924
"Theory, inner",1.598799944,39.70000076
"Theory, inner",1.599099994,39.72499847
"Theory, inner",1.599300027,39.75
"Theory, inner",1.599599957,39.77500153
"Theory, inner",1.599900007,39.79999924
"Theory, inner",1.600200057,39.82500076
"Theory, inner",1.600399971,39.84999847
"Theory, inner",1.600700021,39.875
"Theory, inner",1.600999951,39.90000153
"Theory, inner",1.601199985,39.92499924
"Theory, inner",1.601500034,39.95000076
"Theory, inner",1.601799965,39.97499847
"Theory, inner",1.602100015,40.0
"Theory, LOTW k=0.41, B=5.0",-0.8858500123,0.02500000037
"Theory, LOTW k=0.41, B=5.0",-0.8813999891,0.05000000075
"Theory, LOTW k=0.41, B=5.0",-0.8769500256,0.07500000298
"Theory, LOTW k=0.41, B=5.0",-0.8725000024,0.1000000015
"Theory, LOTW k=0.41, B=5.0",-0.8680499792,0.125
"Theory, LOTW k=0.41, B=5.0",-0.8636000156,0.150000006
"Theory, LOTW k=0.41, B=5.0",-0.8591399789,0.174999997
"Theory, LOTW k=0.41, B=5.0",-0.8546900153,0.200000003
"Theory, LOTW k=0.41, B=5.0",-0.8502399921,0.224999994
"Theory, LOTW k=0.41, B=5.0",-0.8457900286,0.25
"Theory, LOTW k=0.41, B=5.0",-0.8413400054,0.275000006
"Theory, LOTW k=0.41, B=5.0",-0.8368899822,0.3000000119
"Theory, LOTW k=0.41, B=5.0",-0.8324400187,0.3249999881
"Theory, LOTW k=0.41, B=5.0",-0.8279799819,0.349999994
"Theory, LOTW k=0.41, B=5.0",-0.8235300183,0.375
"Theory, LOTW k=0.41, B=5.0",-0.8190799952,0.400000006
"Theory, LOTW k=0.41, B=5.0",-0.814629972,0.4250000119
"Theory, LOTW k=0.41, B=5.0",-0.8101800084,0.4499999881
"Theory, LOTW k=0.41, B=5.0",-0.8057299852,0.474999994
"Theory, LOTW k=0.41, B=5.0",-0.8012700081,0.5
"Theory, LOTW k=0.41, B=5.0",-0.7968199849,0.5249999762
"Theory, LOTW k=0.41, B=5.0",-0.7923700213,0.5500000119
"Theory, LOTW k=0.41, B=5.0",-0.7879199982,0.5749999881
"Theory, LOTW k=0.41, B=5.0",-0.783469975,0.6000000238
"Theory, LOTW k=0.41, B=5.0",-0.7790200114,0.625
"Theory, LOTW k=0.41, B=5.0",-0.7745699883,0.6499999762
"Theory, LOTW k=0.41, B=5.0",-0.7701100111,0.6750000119
"Theory, LOTW k=0.41, B=5.0",-0.7656599879,0.6999999881
"Theory, LOTW k=0.41, B=5.0",-0.7612100244,0.7250000238
"Theory, LOTW k=0.41, B=5.0",-0.7567600012,0.75
"Theory, LOTW k=0.41, B=5.0",-0.752309978,0.7749999762
"Theory, LOTW k=0.41, B=5.0",-0.7478600144,0.8000000119
"Theory, LOTW k=0.41, B=5.0",-0.7434099913,0.8249999881
"Theory, LOTW k=0.41, B=5.0",-0.7389500141,0.8500000238
"Theory, LOTW k=0.41, B=5.0",-0.7344999909,0.875
"Theory, LOTW k=0.41, B=5.0",-0.7300500274,0.8999999762
"Theory, LOTW k=0.41, B=5.0",-0.7256000042,0.9250000119
"Theory, LOTW k=0.41, B=5.0",-0.721149981,0.9499999881
"Theory, LOTW k=0.41, B=5.0",-0.7167000175,0.9750000238
"Theory, LOTW k=0.41, B=5.0",-0.7122399807,1.0
"Theory, LOTW k=0.41, B=5.0",-0.7077900171,1.024999976
"Theory, LOTW k=0.41, B=5.0",-0.703339994,1.049999952
"Theory, LOTW k=0.41, B=5.0",-0.6988899708,1.075000048
"Theory, LOTW k=0.41, B=5.0",-0.6944400072,1.100000024
"Theory, LOTW k=0.41, B=5.0",-0.689989984,1.125
"Theory, LOTW k=0.41, B=5.0",-0.6855400205,1.149999976
"Theory, LOTW k=0.41, B=5.0",-0.6810799837,1.174999952
"Theory, LOTW k=0.41, B=5.0",-0.6766300201,1.200000048
"Theory, LOTW k=0.41, B=5.0",-0.672179997,1.225000024
"Theory, LOTW k=0.41, B=5.0",-0.6677299738,1.25
"Theory, LOTW k=0.41, B=5.0",-0.6632800102,1.274999976
"Theory, LOTW k=0.41, B=5.0",-0.658829987,1.299999952
"Theory, LOTW k=0.41, B=5.0",-0.6543700099,1.325000048
"Theory, LOTW k=0.41, B=5.0",-0.6499199867,1.350000024
"Theory, LOTW k=0.41, B=5.0",-0.6454700232,1.375
"Theory, LOTW k=0.41, B=5.0",-0.64102,1.399999976
"Theory, LOTW k=0.41, B=5.0",-0.6365699768,1.424999952
"Theory, LOTW k=0.41, B=5.0",-0.6321200132,1.450000048
"Theory, LOTW k=0.41, B=5.0",-0.6276699901,1.475000024
"Theory, LOTW k=0.41, B=5.0",-0.6232100129,1.5
"Theory, LOTW k=0.41, B=5.0",-0.6187599897,1.524999976
"Theory, LOTW k=0.41, B=5.0",-0.6143100262,1.549999952
"Theory, LOTW k=0.41, B=5.0",-0.609860003,1.575000048
"Theory, LOTW k=0.41, B=5.0",-0.6054099798,1.600000024
"Theory, LOTW k=0.41, B=5.0",-0.6009600163,1.625
"Theory, LOTW k=0.41, B=5.0",-0.5964999795,1.649999976
"Theory, LOTW k=0.41, B=5.0",-0.5920500159,1.674999952
"Theory, LOTW k=0.41, B=5.0",-0.5875999928,1.700000048
"Theory, LOTW k=0.41, B=5.0",-0.5831500292,1.725000024
"Theory, LOTW k=0.41, B=5.0",-0.578700006,1.75
"Theory, LOTW k=0.41, B=5.0",-0.5742499828,1.774999976
"Theory, LOTW k=0.41, B=5.0",-0.5698000193,1.799999952
"Theory, LOTW k=0.41, B=5.0",-0.5653399825,1.825000048
"Theory, LOTW k=0.41, B=5.0",-0.5608900189,1.850000024
"Theory, LOTW k=0.41, B=5.0",-0.5564399958,1.875
"Theory, LOTW k=0.41, B=5.0",-0.5519899726,1.899999976
"Theory, LOTW k=0.41, B=5.0",-0.547540009,1.924999952
"Theory, LOTW k=0.41, B=5.0",-0.5430899858,1.950000048
"Theory, LOTW k=0.41, B=5.0",-0.5386300087,1.975000024
"Theory, LOTW k=0.41, B=5.0",-0.5341799855,2.0
"Theory, LOTW k=0.41, B=5.0",-0.529730022,2.025000095
"Theory, LOTW k=0.41, B=5.0",-0.5252799988,2.049999952
"Theory, LOTW k=0.41, B=5.0",-0.5208299756,2.075000048
"Theory, LOTW k=0.41, B=5.0",-0.516380012,2.099999905
"Theory, LOTW k=0.41, B=5.0",-0.5119299889,2.125
"Theory, LOTW k=0.41, B=5.0",-0.5074700117,2.150000095
"Theory, LOTW k=0.41, B=5.0",-0.5030199885,2.174999952
"Theory, LOTW k=0.41, B=5.0",-0.4985699952,2.200000048
"Theory, LOTW k=0.41, B=5.0",-0.4941200018,2.224999905
"Theory, LOTW k=0.41, B=5.0",-0.4896700084,2.25
"Theory, LOTW k=0.41, B=5.0",-0.4852199852,2.275000095
"Theory, LOTW k=0.41, B=5.0",-0.4807600081,2.299999952
"Theory, LOTW k=0.41, B=5.0",-0.4763100147,2.325000048
"Theory, LOTW k=0.41, B=5.0",-0.4718599916,2.349999905
"Theory, LOTW k=0.41, B=5.0",-0.4674099982,2.375
"Theory, LOTW k=0.41, B=5.0",-0.4629600048,2.400000095
"Theory, LOTW k=0.41, B=5.0",-0.4585100114,2.424999952
"Theory, LOTW k=0.41, B=5.0",-0.4540599883,2.450000048
"Theory, LOTW k=0.41, B=5.0",-0.4496000111,2.474999905
"Theory, LOTW k=0.41, B=5.0",-0.4451499879,2.5
"Theory, LOTW k=0.41, B=5.0",-0.4406999946,2.525000095
"Theory, LOTW k=0.41, B=5.0",-0.4362500012,2.549999952
"Theory, LOTW k=0.41, B=5.0",-0.4318000078,2.575000048
"Theory, LOTW k=0.41, B=5.0",-0.4273500144,2.599999905
"Theory, LOTW k=0.41, B=5.0",-0.4228999913,2.625
"Theory, LOTW k=0.41, B=5.0",-0.4184400141,2.650000095
"Theory, LOTW k=0.41, B=5.0",-0.4139899909,2.674999952
"Theory, LOTW k=0.41, B=5.0",-0.4095399976,2.700000048
"Theory, LOTW k=0.41, B=5.0",-0.4050900042,2.724999905
"Theory, LOTW k=0.41, B=5.0",-0.4006400108,2.75
"Theory, LOTW k=0.41, B=5.0",-0.3961899877,2.775000095
"Theory, LOTW k=0.41, B=5.0",-0.3917300105,2.799999952
"Theory, LOTW k=0.41, B=5.0",-0.3872799873,2.825000048
"Theory, LOTW k=0.41, B=5.0",-0.382829994,2.849999905
"Theory, LOTW k=0.41, B=5.0",-0.3783800006,2.875
"Theory, LOTW k=0.41, B=5.0",-0.3739300072,2.900000095
"Theory, LOTW k=0.41, B=5.0",-0.3694800138,2.924999952
"Theory, LOTW k=0.41, B=5.0",-0.3650299907,2.950000048
"Theory, LOTW k=0.41, B=5.0",-0.3605700135,2.974999905
"Theory, LOTW k=0.41, B=5.0",-0.3561199903,3.0
"Theory, LOTW k=0.41, B=5.0",-0.351669997,3.025000095
"Theory, LOTW k=0.41, B=5.0",-0.3472200036,3.049999952
"Theory, LOTW k=0.41, B=5.0",-0.3427700102,3.075000048
"Theory, LOTW k=0.41, B=5.0",-0.3383199871,3.099999905
"Theory, LOTW k=0.41, B=5.0",-0.3338600099,3.125
"Theory, LOTW k=0.41, B=5.0",-0.3294099867,3.150000095
"Theory, LOTW k=0.41, B=5.0",-0.3249599934,3.174999952
"Theory, LOTW k=0.41, B=5.0",-0.32051,3.200000048
"Theory, LOTW k=0.41, B=5.0",-0.3160600066,3.224999905
"Theory, LOTW k=0.41, B=5.0",-0.3116100132,3.25
"Theory, LOTW k=0.41, B=5.0",-0.3071599901,3.275000095
"Theory, LOTW k=0.41, B=5.0",-0.3027000129,3.299999952
"Theory, LOTW k=0.41, B=5.0",-0.2982499897,3.325000048
"Theory, LOTW k=0.41, B=5.0",-0.2937999964,3.349999905
"Theory, LOTW k=0.41, B=5.0",-0.289350003,3.375
"Theory, LOTW k=0.41, B=5.0",-0.2849000096,3.400000095
"Theory, LOTW k=0.41, B=5.0",-0.2804499865,3.424999952
"Theory, LOTW k=0.41, B=5.0",-0.2759900093,3.450000048
"Theory, LOTW k=0.41, B=5.0",-0.2715399861,3.474999905
"Theory, LOTW k=0.41, B=5.0",-0.2670899928,3.5
"Theory, LOTW k=0.41, B=5.0",-0.2626399994,3.525000095
"Theory, LOTW k=0.41, B=5.0",-0.258190006,3.549999952
"Theory, LOTW k=0.41, B=5.0",-0.2537400126,3.575000048
"Theory, LOTW k=0.41, B=5.0",-0.2492900044,3.599999905
"Theory, LOTW k=0.41, B=5.0",-0.2448299974,3.625
"Theory, LOTW k=0.41, B=5.0",-0.240380004,3.650000095
"Theory, LOTW k=0.41, B=5.0",-0.2359299958,3.674999952
"Theory, LOTW k=0.41, B=5.0",-0.2314800024,3.700000048
"Theory, LOTW k=0.41, B=5.0",-0.2270299941,3.724999905
"Theory, LOTW k=0.41, B=5.0",-0.2225800008,3.75
"Theory, LOTW k=0.41, B=5.0",-0.2181199938,3.775000095
"Theory, LOTW k=0.41, B=5.0",-0.2136700004,3.799999952
"Theory, LOTW k=0.41, B=5.0",-0.2092200071,3.825000048
"Theory, LOTW k=0.41, B=5.0",-0.2047699988,3.849999905
"Theory, LOTW k=0.41, B=5.0",-0.2003200054,3.875
"Theory, LOTW k=0.41, B=5.0",-0.1958699971,3.900000095
"Theory, LOTW k=0.41, B=5.0",-0.1914200038,3.924999952
"Theory, LOTW k=0.41, B=5.0",-0.1869599968,3.950000048
"Theory, LOTW k=0.41, B=5.0",-0.1825100034,3.974999905
"Theory, LOTW k=0.41, B=5.0",-0.1780599952,4.0
"Theory, LOTW k=0.41, B=5.0",-0.1736100018,4.025000095
"Theory, LOTW k=0.41, B=5.0",-0.1691599935,4.050000191
"Theory, LOTW k=0.41, B=5.0",-0.1647100002,4.074999809
"Theory, LOTW k=0.41, B=5.0",-0.1602499932,4.099999905
"Theory, LOTW k=0.41, B=5.0",-0.1557999998,4.125
"Theory, LOTW k=0.41, B=5.0",-0.1513500065,4.150000095
"Theory, LOTW k=0.41, B=5.0",-0.1468999982,4.175000191
"Theory, LOTW k=0.41, B=5.0",-0.1424500048,4.199999809
"Theory, LOTW k=0.41, B=5.0",-0.1379999965,4.224999905
"Theory, LOTW k=0.41, B=5.0",-0.1335500032,4.25
"Theory, LOTW k=0.41, B=5.0",-0.1290899962,4.275000095
"Theory, LOTW k=0.41, B=5.0",-0.1246400028,4.300000191
"Theory, LOTW k=0.41, B=5.0",-0.120190002,4.324999809
"Theory, LOTW k=0.41, B=5.0",-0.1157400012,4.349999905
"Theory, LOTW k=0.41, B=5.0",-0.1112900004,4.375
"Theory, LOTW k=0.41, B=5.0",-0.1068399996,4.400000095
"Theory, LOTW k=0.41, B=5.0",-0.1023899987,4.425000191
"Theory, LOTW k=0.41, B=5.0",-0.09793400019,4.449999809
"Theory, LOTW k=0.41, B=5.0",-0.09348200262,4.474999905
"Theory, LOTW k=0.41, B=5.0",-0.08903100342,4.5
"Theory, LOTW k=0.41, B=5.0",-0.08457899839,4.525000095
"Theory, LOTW k=0.41, B=5.0",-0.08012700081,4.550000191
"Theory, LOTW k=0.41, B=5.0",-0.07567600161,4.574999809
"Theory, LOTW k=0.41, B=5.0",-0.07122399658,4.599999905
"Theory, LOTW k=0.41, B=5.0",-0.06677299738,4.625
"Theory, LOTW k=0.41, B=5.0",-0.0623209998,4.650000095
"Theory, LOTW k=0.41, B=5.0",-0.0578700006,4.675000191
"Theory, LOTW k=0.41, B=5.0",-0.0534179993,4.699999809
"Theory, LOTW k=0.41, B=5.0",-0.0489670001,4.724999905
"Theory, LOTW k=0.41, B=5.0",-0.04451499879,4.75
"Theory, LOTW k=0.41, B=5.0",-0.04006399959,4.775000095
"Theory, LOTW k=0.41, B=5.0",-0.03561199829,4.800000191
"Theory, LOTW k=0.41, B=5.0",-0.03116099909,4.824999809
"Theory, LOTW k=0.41, B=5.0",-0.02670899965,4.849999905
"Theory, LOTW k=0.41, B=5.0",-0.02225800045,4.875
"Theory, LOTW k=0.41, B=5.0",-0.01780599914,4.900000095
"Theory, LOTW k=0.41, B=5.0",-0.01335499994,4.925000191
"Theory, LOTW k=0.41, B=5.0",-0.008903100155,4.949999809
"Theory, LOTW k=0.41, B=5.0",-0.004451499786,4.974999905
"Theory, LOTW k=0.41, B=5.0",6.325999922e-16,5.0
"Theory, LOTW k=0.41, B=5.0",0.004451499786,5.025000095
"Theory, LOTW k=0.41, B=5.0",0.008903100155,5.050000191
"Theory, LOTW k=0.41, B=5.0",0.01335499994,5.074999809
"Theory, LOTW k=0.41, B=5.0",0.01780599914,5.099999905
"Theory, LOTW k=0.41, B=5.0",0.02225800045,5.125
"Theory, LOTW k=0.41, B=5.0",0.02670899965,5.150000095
"Theory, LOTW k=0.41, B=5.0",0.03116099909,5.175000191
"Theory, LOTW k=0.41, B=5.0",0.03561199829,5.199999809
"Theory, LOTW k=0.41, B=5.0",0.04006399959,5.224999905
"Theory, LOTW k=0.41, B=5.0",0.04451499879,5.25
"Theory, LOTW k=0.41, B=5.0",0.0489670001,5.275000095
"Theory, LOTW k=0.41, B=5.0",0.0534179993,5.300000191
"Theory, LOTW k=0.41, B=5.0",0.0578700006,5.324999809
"Theory, LOTW k=0.41, B=5.0",0.0623209998,5.349999905
"Theory, LOTW k=0.41, B=5.0",0.06677299738,5.375
"Theory, LOTW k=0.41, B=5.0",0.07122399658,5.400000095
"Theory, LOTW k=0.41, B=5.0",0.07567600161,5.425000191
"Theory, LOTW k=0.41, B=5.0",0.08012700081,5.449999809
"Theory, LOTW k=0.41, B=5.0",0.08457899839,5.474999905
"Theory, LOTW k=0.41, B=5.0",0.08903100342,5.5
"Theory, LOTW k=0.41, B=5.0",0.09348200262,5.525000095
"Theory, LOTW k=0.41, B=5.0",0.09793400019,5.550000191
"Theory, LOTW k=0.41, B=5.0",0.1023899987,5.574999809
"Theory, LOTW k=0.41, B=5.0",0.1068399996,5.599999905
"Theory, LOTW k=0.41, B=5.0",0.1112900004,5.625
"Theory, LOTW k=0.41, B=5.0",0.1157400012,5.650000095
"Theory, LOTW k=0.41, B=5.0",0.120190002,5.675000191
"Theory, LOTW k=0.41, B=5.0",0.1246400028,5.699999809
"Theory, LOTW k=0.41, B=5.0",0.1290899962,5.724999905
"Theory, LOTW k=0.41, B=5.0",0.1335500032,5.75
"Theory, LOTW k=0.41, B=5.0",0.1379999965,5.775000095
"Theory, LOTW k=0.41, B=5.0",0.1424500048,5.800000191
"Theory, LOTW k=0.41, B=5.0",0.1468999982,5.824999809
"Theory, LOTW k=0.41, B=5.0",0.1513500065,5.849999905
"Theory, LOTW k=0.41, B=5.0",0.1557999998,5.875
"Theory, LOTW k=0.41, B=5.0",0.1602499932,5.900000095
"Theory, LOTW k=0.41, B=5.0",0.1647100002,5.925000191
"Theory, LOTW k=0.41, B=5.0",0.1691599935,5.949999809
"Theory, LOTW k=0.41, B=5.0",0.1736100018,5.974999905
"Theory, LOTW k=0.41, B=5.0",0.1780599952,6.0
"Theory, LOTW k=0.41, B=5.0",0.1825100034,6.025000095
"Theory, LOTW k=0.41, B=5.0",0.1869599968,6.050000191
"Theory, LOTW k=0.41, B=5.0",0.1914200038,6.074999809
"Theory, LOTW k=0.41, B=5.0",0.1958699971,6.099999905
"Theory, LOTW k=0.41, B=5.0",0.2003200054,6.125
"Theory, LOTW k=0.41, B=5.0",0.2047699988,6.150000095
"Theory, LOTW k=0.41, B=5.0",0.2092200071,6.175000191
"Theory, LOTW k=0.41, B=5.0",0.2136700004,6.199999809
"Theory, LOTW k=0.41, B=5.0",0.2181199938,6.224999905
"Theory, LOTW k=0.41, B=5.0",0.2225800008,6.25
"Theory, LOTW k=0.41, B=5.0",0.2270299941,6.275000095
"Theory, LOTW k=0.41, B=5.0",0.2314800024,6.300000191
"Theory, LOTW k=0.41, B=5.0",0.2359299958,6.324999809
"Theory, LOTW k=0.41, B=5.0",0.240380004,6.349999905
"Theory, LOTW k=0.41, B=5.0",0.2448299974,6.375
"Theory, LOTW k=0.41, B=5.0",0.2492900044,6.400000095
"Theory, LOTW k=0.41, B=5.0",0.2537400126,6.425000191
"Theory, LOTW k=0.41, B=5.0",0.258190006,6.449999809
"Theory, LOTW k=0.41, B=5.0",0.2626399994,6.474999905
"Theory, LOTW k=0.41, B=5.0",0.2670899928,6.5
"Theory, LOTW k=0.41, B=5.0",0.2715399861,6.525000095
"Theory, LOTW k=0.41, B=5.0",0.2759900093,6.550000191
"Theory, LOTW k=0.41, B=5.0",0.2804499865,6.574999809
"Theory, LOTW k=0.41, B=5.0",0.2849000096,6.599999905
"Theory, LOTW k=0.41, B=5.0",0.289350003,6.625
"Theory, LOTW k=0.41, B=5.0",0.2937999964,6.650000095
"Theory, LOTW k=0.41, B=5.0",0.2982499897,6.675000191
"Theory, LOTW k=0.41, B=5.0",0.3027000129,6.699999809
"Theory, LOTW k=0.41, B=5.0",0.3071599901,6.724999905
"Theory, LOTW k=0.41, B=5.0",0.3116100132,6.75
"Theory, LOTW k=0.41, B=5.0",0.3160600066,6.775000095
"Theory, LOTW k=0.41, B=5.0",0.32051,6.800000191
"Theory, LOTW k=0.41, B=5.0",0.3249599934,6.824999809
"Theory, LOTW k=0.41, B=5.0",0.3294099867,6.849999905
"Theory, LOTW k=0.41, B=5.0",0.3338600099,6.875
"Theory, LOTW k=0.41, B=5.0",0.3383199871,6.900000095
"Theory, LOTW k=0.41, B=5.0",0.3427700102,6.925000191
"Theory, LOTW k=0.41, B=5.0",0.3472200036,6.949999809
"Theory, LOTW k=0.41, B=5.0",0.351669997,6.974999905
"Theory, LOTW k=0.41, B=5.0",0.3561199903,7.0
"Theory, LOTW k=0.41, B=5.0",0.3605700135,7.025000095
"Theory, LOTW k=0.41, B=5.0",0.3650299907,7.050000191
"Theory, LOTW k=0.41, B=5.0",0.3694800138,7.074999809
"Theory, LOTW k=0.41, B=5.0",0.3739300072,7.099999905
"Theory, LOTW k=0.41, B=5.0",0.3783800006,7.125
"Theory, LOTW k=0.41, B=5.0",0.382829994,7.150000095
"Theory, LOTW k=0.41, B=5.0",0.3872799873,7.175000191
"Theory, LOTW k=0.41, B=5.0",0.3917300105,7.199999809
"Theory, LOTW k=0.41, B=5.0",0.3961899877,7.224999905
"Theory, LOTW k=0.41, B=5.0",0.4006400108,7.25
"Theory, LOTW k=0.41, B=5.0",0.4050900042,7.275000095
"Theory, LOTW k=0.41, B=5.0",0.4095399976,7.300000191
"Theory, LOTW k=0.41, B=5.0",0.4139899909,7.324999809
"Theory, LOTW k=0.41, B=5.0",0.4184400141,7.349999905
"Theory, LOTW k=0.41, B=5.0",0.4228999913,7.375
"Theory, LOTW k=0.41, B=5.0",0.4273500144,7.400000095
"Theory, LOTW k=0.41, B=5.0",0.4318000078,7.425000191
"Theory, LOTW k=0.41, B=5.0",0.4362500012,7.449999809
"Theory, LOTW k=0.41, B=5.0",0.4406999946,7.474999905
"Theory, LOTW k=0.41, B=5.0",0.4451499879,7.5
"Theory, LOTW k=0.41, B=5.0",0.4496000111,7.525000095
"Theory, LOTW k=0.41, B=5.0",0.4540599883,7.550000191
"Theory, LOTW k=0.41, B=5.0",0.4585100114,7.574999809
"Theory, LOTW k=0.41, B=5.0",0.4629600048,7.599999905
"Theory, LOTW k=0.41, B=5.0",0.4674099982,7.625
"Theory, LOTW k=0.41, B=5.0",0.4718599916,7.650000095
"Theory, LOTW k=0.41, B=5.0",0.4763100147,7.675000191
"Theory, LOTW k=0.41, B=5.0",0.4807600081,7.699999809
"Theory, LOTW k=0.41, B=5.0",0.4852199852,7.724999905
"Theory, LOTW k=0.41, B=5.0",0.4896700084,7.75
"Theory, LOTW k=0.41, B=5.0",0.4941200018,7.775000095
"Theory, LOTW k=0.41, B=5.0",0.4985699952,7.800000191
"Theory, LOTW k=0.41, B=5.0",0.5030199885,7.824999809
"Theory, LOTW k=0.41, B=5.0",0.5074700117,7.849999905
"Theory, LOTW k=0.41, B=5.0",0.5119299889,7.875
"Theory, LOTW k=0.41, B=5.0",0.516380012,7.900000095
"Theory, LOTW k=0.41, B=5.0",0.5208299756,7.925000191
"Theory, LOTW k=0.41, B=5.0",0.5252799988,7.949999809
"Theory, LOTW k=0.41, B=5.0",0.529730022,7.974999905
"Theory, LOTW k=0.41, B=5.0",0.5341799855,8.0
"Theory, LOTW k=0.41, B=5.0",0.5386300087,8.024999619
"Theory, LOTW k=0.41, B=5.0",0.5430899858,8.050000191
"Theory, LOTW k=0.41, B=5.0",0.547540009,8.074999809
"Theory, LOTW k=0.41, B=5.0",0.5519899726,8.100000381
"Theory, LOTW k=0.41, B=5.0",0.5564399958,8.125
"Theory, LOTW k=0.41, B=5.0",0.5608900189,8.149999619
"Theory, LOTW k=0.41, B=5.0",0.5653399825,8.175000191
"Theory, LOTW k=0.41, B=5.0",0.5698000193,8.199999809
"Theory, LOTW k=0.41, B=5.0",0.5742499828,8.225000381
"Theory, LOTW k=0.41, B=5.0",0.578700006,8.25
"Theory, LOTW k=0.41, B=5.0",0.5831500292,8.274999619
"Theory, LOTW k=0.41, B=5.0",0.5875999928,8.300000191
"Theory, LOTW k=0.41, B=5.0",0.5920500159,8.324999809
"Theory, LOTW k=0.41, B=5.0",0.5964999795,8.350000381
"Theory, LOTW k=0.41, B=5.0",0.6009600163,8.375
"Theory, LOTW k=0.41, B=5.0",0.6054099798,8.399999619
"Theory, LOTW k=0.41, B=5.0",0.609860003,8.425000191
"Theory, LOTW k=0.41, B=5.0",0.6143100262,8.449999809
"Theory, LOTW k=0.41, B=5.0",0.6187599897,8.475000381
"Theory, LOTW k=0.41, B=5.0",0.6232100129,8.5
"Theory, LOTW k=0.41, B=5.0",0.6276699901,8.524999619
"Theory, LOTW k=0.41, B=5.0",0.6321200132,8.550000191
"Theory, LOTW k=0.41, B=5.0",0.6365699768,8.574999809
"Theory, LOTW k=0.41, B=5.0",0.64102,8.600000381
"Theory, LOTW k=0.41, B=5.0",0.6454700232,8.625
"Theory, LOTW k=0.41, B=5.0",0.6499199867,8.649999619
"Theory, LOTW k=0.41, B=5.0",0.6543700099,8.675000191
"Theory, LOTW k=0.41, B=5.0",0.658829987,8.699999809
"Theory, LOTW k=0.41, B=5.0",0.6632800102,8.725000381
"Theory, LOTW k=0.41, B=5.0",0.6677299738,8.75
"Theory, LOTW k=0.41, B=5.0",0.672179997,8.774999619
"Theory, LOTW k=0.41, B=5.0",0.6766300201,8.800000191
"Theory, LOTW k=0.41, B=5.0",0.6810799837,8.824999809
"Theory, LOTW k=0.41, B=5.0",0.6855400205,8.850000381
"Theory, LOTW k=0.41, B=5.0",0.689989984,8.875
"Theory, LOTW k=0.41, B=5.0",0.6944400072,8.899999619
"Theory, LOTW k=0.41, B=5.0",0.6988899708,8.925000191
"Theory, LOTW k=0.41, B=5.0",0.703339994,8.949999809
"Theory, LOTW k=0.41, B=5.0",0.7077900171,8.975000381
"Theory, LOTW k=0.41, B=5.0",0.7122399807,9.0
"Theory, LOTW k=0.41, B=5.0",0.7167000175,9.024999619
"Theory, LOTW k=0.41, B=5.0",0.721149981,9.050000191
"Theory, LOTW k=0.41, B=5.0",0.7256000042,9.074999809
