zone,x,skinfr,5percenterror
"theory 1, White 6-112a",0.966,0.00272604,0.000136302
"theory 1, White 6-112a",0.968,0.00272491,0.000136246
"theory 1, White 6-112a",0.97,0.00272379,0.000136189
"theory 1, White 6-112a",0.972,0.00272267,0.000136133
"theory 1, White 6-112a",0.974,0.00272155,0.000136077
"theory 1, White 6-112a",0.976,0.00272043,0.000136022
"theory 1, White 6-112a",0.978,0.00271932,0.000135966
"theory 1, White 6-112a",0.98,0.00271821,0.00013591
"theory 1, White 6-112a",0.982,0.0027171,0.000135855
"theory 1, White 6-112a",0.984,0.00271599,0.0001358
"theory 1, White 6-112a",0.986,0.00271489,0.000135745
"theory 1, White 6-112a",0.988,0.00271379,0.00013569
"theory 1, White 6-112a",0.99,0.00271269,0.000135635
"theory 1, White 6-112a",0.992,0.0027116,0.00013558
"theory 1, White 6-112a",0.994,0.00271051,0.000135525
"theory 1, White 6-112a",0.996,0.00270942,0.000135471
"theory 1, White 6-112a",0.998,0.00270833,0.000135417
"theory 1, White 6-112a",1.0,0.00270725,0.000135362
"theory 1, White 6-112a",1.002,0.00270616,0.000135308
"theory 1, White 6-112a",1.004,0.00270509,0.000135254
"theory 1, White 6-112a",1.006,0.00270401,0.0001352
"theory 1, White 6-112a",1.008,0.00270293,0.000135147
"theory 1, White 6-112a",1.01,0.00270186,0.000135093
"theory 1, White 6-112a",1.012,0.00270079,0.00013504
"theory 1, White 6-112a",1.014,0.00269973,0.000134986
"theory 1, White 6-112a",1.016,0.00269866,0.000134933
"theory 1, White 6-112a",1.018,0.0026976,0.00013488
"theory 1, White 6-112a",1.02,0.00269654,0.000134827
"theory 1, White 6-112a",1.022,0.00269549,0.000134774
"theory 1, White 6-112a",1.024,0.00269444,0.000134722
"theory 1, White 6-112a",1.026,0.00269338,0.000134669
"theory 1, White 6-112a",1.028,0.00269233,0.000134617
"theory 1, White 6-112a",1.03,0.00269129,0.000134564
"theory 1, White 6-112a",1.032,0.00269024,0.000134512
"theory 1, White 6-112a",1.034,0.0026892,0.00013446
"theory 1, White 6-112a",1.036,0.00268816,0.000134408
"theory 1, White 6-112a",1.038,0.00268713,0.000134356
"theory 1, White 6-112a",1.04,0.00268609,0.000134305
"theory 1, White 6-112a",1.042,0.00268506,0.000134253
"theory 1, White 6-112a",1.044,0.00268403,0.000134202
"theory 1, White 6-112a",1.046,0.002683,0.00013415
"theory 1, White 6-112a",1.048,0.00268198,0.000134099
"theory 1, White 6-112a",1.05,0.00268096,0.000134048
"theory 1, White 6-112a",1.052,0.00267994,0.000133997
"theory 1, White 6-112a",1.054,0.00267892,0.000133946
"theory 1, White 6-112a",1.056,0.0026779,0.000133895
"theory 1, White 6-112a",1.058,0.00267689,0.000133845
"theory 1, White 6-112a",1.06,0.00267588,0.000133794
"theory 1, White 6-112a",1.062,0.00267487,0.000133744
"theory 1, White 6-112a",1.064,0.00267386,0.000133693
"theory 1, White 6-112a",1.066,0.00267286,0.000133643
"theory 1, White 6-112a",1.068,0.00267186,0.000133593
"theory 1, White 6-112a",1.07,0.00267086,0.000133543
"theory 1, White 6-112a",1.072,0.00266986,0.000133493
"theory 1, White 6-112a",1.074,0.00266887,0.000133443
"theory 1, White 6-112a",1.076,0.00266787,0.000133394
"theory 1, White 6-112a",1.078,0.00266688,0.000133344
"theory 1, White 6-112a",1.08,0.00266589,0.000133295
"theory 1, White 6-112a",1.082,0.00266491,0.000133245
"theory 1, White 6-112a",1.084,0.00266392,0.000133196
"theory 1, White 6-112a",1.086,0.00266294,0.000133147
"theory 1, White 6-112a",1.088,0.00266196,0.000133098
"theory 1, White 6-112a",1.09,0.00266098,0.000133049
"theory 1, White 6-112a",1.092,0.00266001,0.000133
"theory 1, White 6-112a",1.094,0.00265904,0.000132952
"theory 1, White 6-112a",1.096,0.00265806,0.000132903
"theory 1, White 6-112a",1.098,0.0026571,0.000132855
"theory 1, White 6-112a",1.1,0.00265613,0.000132806
"theory 1, White 6-112a",1.102,0.00265516,0.000132758
"theory 1, White 6-112a",1.104,0.0026542,0.00013271
"theory 1, White 6-112a",1.106,0.00265324,0.000132662
"theory 1, White 6-112a",1.108,0.00265228,0.000132614
"theory 1, White 6-112a",1.11,0.00265133,0.000132566
"theory 1, White 6-112a",1.112,0.00265037,0.000132519
"theory 1, White 6-112a",1.114,0.00264942,0.000132471
"theory 1, White 6-112a",1.116,0.00264847,0.000132423
"theory 1, White 6-112a",1.118,0.00264752,0.000132376
"theory 1, White 6-112a",1.12,0.00264657,0.000132329
"theory 1, White 6-112a",1.122,0.00264563,0.000132282
"theory 1, White 6-112a",1.124,0.00264469,0.000132234
"theory 1, White 6-112a",1.126,0.00264375,0.000132187
"theory 1, White 6-112a",1.128,0.00264281,0.00013214
"theory 1, White 6-112a",1.13,0.00264187,0.000132094
"theory 1, White 6-112a",1.132,0.00264094,0.000132047
"theory 1, White 6-112a",1.134,0.00264001,0.000132
"theory 1, White 6-112a",1.136,0.00263908,0.000131954
"theory 1, White 6-112a",1.138,0.00263815,0.000131907
"theory 1, White 6-112a",1.14,0.00263722,0.000131861
"theory 1, White 6-112a",1.142,0.0026363,0.000131815
"theory 1, White 6-112a",1.144,0.00263538,0.000131769
"theory 1, White 6-112a",1.146,0.00263445,0.000131723
"theory 1, White 6-112a",1.148,0.00263354,0.000131677
"theory 1, White 6-112a",1.15,0.00263262,0.000131631
"theory 1, White 6-112a",1.152,0.00263171,0.000131585
"theory 1, White 6-112a",1.154,0.00263079,0.00013154
"theory 1, White 6-112a",1.156,0.00262988,0.000131494
"theory 1, White 6-112a",1.158,0.00262897,0.000131449
"theory 1, White 6-112a",1.16,0.00262807,0.000131403
"theory 1, White 6-112a",1.162,0.00262716,0.000131358
"theory 1, White 6-112a",1.164,0.00262626,0.000131313
"theory 1, White 6-112a",1.166,0.00262535,0.000131268
"theory 1, White 6-112a",1.168,0.00262446,0.000131223
"theory 1, White 6-112a",1.17,0.00262356,0.000131178
"theory 1, White 6-112a",1.172,0.00262266,0.000131133
"theory 1, White 6-112a",1.174,0.00262177,0.000131088
"theory 1, White 6-112a",1.176,0.00262087,0.000131044
"theory 1, White 6-112a",1.178,0.00261998,0.000130999
"theory 1, White 6-112a",1.18,0.0026191,0.000130955
"theory 1, White 6-112a",1.182,0.00261821,0.00013091
"theory 1, White 6-112a",1.184,0.00261732,0.000130866
"theory 1, White 6-112a",1.186,0.00261644,0.000130822
"theory 1, White 6-112a",1.188,0.00261556,0.000130778
"theory 1, White 6-112a",1.19,0.00261468,0.000130734
"theory 1, White 6-112a",1.192,0.0026138,0.00013069
"theory 1, White 6-112a",1.194,0.00261292,0.000130646
"theory 1, White 6-112a",1.196,0.00261205,0.000130602
"theory 1, White 6-112a",1.198,0.00261118,0.000130559
"theory 1, White 6-112a",1.2,0.00261031,0.000130515
"theory 1, White 6-112a",1.202,0.00260944,0.000130472
"theory 1, White 6-112a",1.204,0.00260857,0.000130428
"theory 1, White 6-112a",1.206,0.0026077,0.000130385
"theory 1, White 6-112a",1.208,0.00260684,0.000130342
"theory 1, White 6-112a",1.21,0.00260598,0.000130299
"theory 1, White 6-112a",1.212,0.00260512,0.000130256
"theory 1, White 6-112a",1.214,0.00260426,0.000130213
"theory 1, White 6-112a",1.216,0.0026034,0.00013017
"theory 1, White 6-112a",1.218,0.00260255,0.000130127
"theory 1, White 6-112a",1.22,0.00260169,0.000130085
"theory 1, White 6-112a",1.222,0.00260084,0.000130042
"theory 1, White 6-112a",1.224,0.00259999,0.000129999
"theory 1, White 6-112a",1.226,0.00259914,0.000129957
"theory 1, White 6-112a",1.228,0.00259829,0.000129915
"theory 1, White 6-112a",1.23,0.00259745,0.000129872
"theory 1, White 6-112a",1.232,0.0025966,0.00012983
"theory 1, White 6-112a",1.234,0.00259576,0.000129788
"theory 1, White 6-112a",1.236,0.00259492,0.000129746
"theory 1, White 6-112a",1.238,0.00259408,0.000129704
"theory 1, White 6-112a",1.24,0.00259324,0.000129662
"theory 1, White 6-112a",1.242,0.00259241,0.00012962
"theory 1, White 6-112a",1.244,0.00259157,0.000129579
"theory 1, White 6-112a",1.246,0.00259074,0.000129537
"theory 1, White 6-112a",1.248,0.00258991,0.000129496
"theory 1, White 6-112a",1.25,0.00258908,0.000129454
"theory 1, White 6-112a",1.252,0.00258825,0.000129413
"theory 1, White 6-112a",1.254,0.00258743,0.000129371
"theory 1, White 6-112a",1.256,0.0025866,0.00012933
"theory 1, White 6-112a",1.258,0.00258578,0.000129289
"theory 1, White 6-112a",1.26,0.00258496,0.000129248
"theory 1, White 6-112a",1.262,0.00258414,0.000129207
"theory 1, White 6-112a",1.264,0.00258332,0.000129166
"theory 1, White 6-112a",1.266,0.0025825,0.000129125
"theory 1, White 6-112a",1.268,0.00258169,0.000129084
"theory 1, White 6-112a",1.27,0.00258087,0.000129044
"theory 1, White 6-112a",1.272,0.00258006,0.000129003
"theory 1, White 6-112a",1.274,0.00257925,0.000128963
"theory 1, White 6-112a",1.276,0.00257844,0.000128922
"theory 1, White 6-112a",1.278,0.00257764,0.000128882
"theory 1, White 6-112a",1.28,0.00257683,0.000128841
"theory 1, White 6-112a",1.282,0.00257603,0.000128801
"theory 1, White 6-112a",1.284,0.00257522,0.000128761
"theory 1, White 6-112a",1.286,0.00257442,0.000128721
"theory 1, White 6-112a",1.288,0.00257362,0.000128681
"theory 1, White 6-112a",1.29,0.00257282,0.000128641
"theory 1, White 6-112a",1.292,0.00257203,0.000128601
"theory 1, White 6-112a",1.294,0.00257123,0.000128561
"theory 1, White 6-112a",1.296,0.00257044,0.000128522
"theory 1, White 6-112a",1.298,0.00256964,0.000128482
"theory 1, White 6-112a",1.3,0.00256885,0.000128443
"theory 1, White 6-112a",1.302,0.00256806,0.000128403
"theory 1, White 6-112a",1.304,0.00256727,0.000128364
"theory 1, White 6-112a",1.306,0.00256649,0.000128324
"theory 1, White 6-112a",1.308,0.0025657,0.000128285
"theory 1, White 6-112a",1.31,0.00256492,0.000128246
"theory 1, White 6-112a",1.312,0.00256414,0.000128207
"theory 1, White 6-112a",1.314,0.00256335,0.000128168
"theory 1, White 6-112a",1.316,0.00256257,0.000128129
"theory 1, White 6-112a",1.318,0.0025618,0.00012809
"theory 1, White 6-112a",1.32,0.00256102,0.000128051
"theory 1, White 6-112a",1.322,0.00256024,0.000128012
"theory 1, White 6-112a",1.324,0.00255947,0.000127974
"theory 1, White 6-112a",1.326,0.0025587,0.000127935
"theory 1, White 6-112a",1.328,0.00255793,0.000127896
"theory 1, White 6-112a",1.33,0.00255716,0.000127858
"theory 1, White 6-112a",1.332,0.00255639,0.000127819
"theory 1, White 6-112a",1.334,0.00255562,0.000127781
"theory 1, White 6-112a",1.336,0.00255486,0.000127743
"theory 1, White 6-112a",1.338,0.00255409,0.000127705
"theory 1, White 6-112a",1.34,0.00255333,0.000127666
"theory 1, White 6-112a",1.342,0.00255257,0.000127628
"theory 1, White 6-112a",1.344,0.00255181,0.00012759
"theory 1, White 6-112a",1.346,0.00255105,0.000127552
"theory 1, White 6-112a",1.348,0.00255029,0.000127515
"theory 1, White 6-112a",1.35,0.00254953,0.000127477
"theory 1, White 6-112a",1.352,0.00254878,0.000127439
"theory 1, White 6-112a",1.354,0.00254803,0.000127401
"theory 1, White 6-112a",1.356,0.00254727,0.000127364
"theory 1, White 6-112a",1.358,0.00254652,0.000127326
"theory 1, White 6-112a",1.36,0.00254577,0.000127289
"theory 1, White 6-112a",1.362,0.00254503,0.000127251
"theory 1, White 6-112a",1.364,0.00254428,0.000127214
"theory 1, White 6-112a",1.366,0.00254353,0.000127177
"theory 1, White 6-112a",1.368,0.00254279,0.000127139
"theory 1, White 6-112a",1.37,0.00254205,0.000127102
"theory 1, White 6-112a",1.372,0.00254131,0.000127065
"theory 1, White 6-112a",1.374,0.00254057,0.000127028
"theory 1, White 6-112a",1.376,0.00253983,0.000126991
"theory 1, White 6-112a",1.378,0.00253909,0.000126954
"theory 1, White 6-112a",1.38,0.00253835,0.000126918
"theory 1, White 6-112a",1.382,0.00253762,0.000126881
"theory 1, White 6-112a",1.384,0.00253688,0.000126844
"theory 1, White 6-112a",1.386,0.00253615,0.000126808
"theory 1, White 6-112a",1.388,0.00253542,0.000126771
"theory 1, White 6-112a",1.39,0.00253469,0.000126734
"theory 1, White 6-112a",1.392,0.00253396,0.000126698
"theory 1, White 6-112a",1.394,0.00253323,0.000126662
"theory 1, White 6-112a",1.396,0.00253251,0.000126625
"theory 1, White 6-112a",1.398,0.00253178,0.000126589
"theory 1, White 6-112a",1.4,0.00253106,0.000126553
"theory 1, White 6-112a",1.402,0.00253034,0.000126517
"theory 1, White 6-112a",1.404,0.00252961,0.000126481
"theory 1, White 6-112a",1.406,0.00252889,0.000126445
"theory 1, White 6-112a",1.408,0.00252818,0.000126409
"theory 1, White 6-112a",1.41,0.00252746,0.000126373
"theory 1, White 6-112a",1.412,0.00252674,0.000126337
"theory 1, White 6-112a",1.414,0.00252603,0.000126301
"theory 1, White 6-112a",1.416,0.00252531,0.000126266
"theory 1, White 6-112a",1.418,0.0025246,0.00012623
"theory 1, White 6-112a",1.42,0.00252389,0.000126194
"theory 1, White 6-112a",1.422,0.00252318,0.000126159
"theory 1, White 6-112a",1.424,0.00252247,0.000126123
"theory 1, White 6-112a",1.426,0.00252176,0.000126088
"theory 1, White 6-112a",1.428,0.00252105,0.000126053
"theory 1, White 6-112a",1.43,0.00252035,0.000126017
"theory 1, White 6-112a",1.432,0.00251964,0.000125982
"theory 1, White 6-112a",1.434,0.00251894,0.000125947
"theory 1, White 6-112a",1.436,0.00251824,0.000125912
"theory 1, White 6-112a",1.438,0.00251754,0.000125877
"theory 1, White 6-112a",1.44,0.00251684,0.000125842
"theory 1, White 6-112a",1.442,0.00251614,0.000125807
"theory 1, White 6-112a",1.444,0.00251544,0.000125772
"theory 1, White 6-112a",1.446,0.00251475,0.000125737
"theory 1, White 6-112a",1.448,0.00251405,0.000125703
"theory 1, White 6-112a",1.45,0.00251336,0.000125668
"theory 1, White 6-112a",1.452,0.00251266,0.000125633
"theory 1, White 6-112a",1.454,0.00251197,0.000125599
"theory 1, White 6-112a",1.456,0.00251128,0.000125564
"theory 1, White 6-112a",1.458,0.00251059,0.00012553
"theory 1, White 6-112a",1.46,0.0025099,0.000125495
"theory 1, White 6-112a",1.462,0.00250922,0.000125461
"theory 1, White 6-112a",1.464,0.00250853,0.000125427
"theory 1, White 6-112a",1.466,0.00250785,0.000125392
"theory 1, White 6-112a",1.468,0.00250716,0.000125358
"theory 1, White 6-112a",1.47,0.00250648,0.000125324
"theory 1, White 6-112a",1.472,0.0025058,0.00012529
"theory 1, White 6-112a",1.474,0.00250512,0.000125256
"theory 1, White 6-112a",1.476,0.00250444,0.000125222
"theory 1, White 6-112a",1.478,0.00250376,0.000125188
"theory 1, White 6-112a",1.48,0.00250308,0.000125154
"theory 1, White 6-112a",1.482,0.00250241,0.00012512
"theory 1, White 6-112a",1.484,0.00250173,0.000125087
"theory 1, White 6-112a",1.486,0.00250106,0.000125053
"theory 1, White 6-112a",1.488,0.00250039,0.000125019
"theory 1, White 6-112a",1.49,0.00249971,0.000124986
"theory 1, White 6-112a",1.492,0.00249904,0.000124952
"theory 1, White 6-112a",1.494,0.00249837,0.000124919
"theory 1, White 6-112a",1.496,0.00249771,0.000124885
"theory 1, White 6-112a",1.498,0.00249704,0.000124852
"theory 1, White 6-112a",1.5,0.00249637,0.000124819
"theory 1, White 6-112a",1.502,0.00249571,0.000124785
"theory 1, White 6-112a",1.504,0.00249504,0.000124752
"theory 1, White 6-112a",1.506,0.00249438,0.000124719
"theory 1, White 6-112a",1.508,0.00249372,0.000124686
"theory 1, White 6-112a",1.51,0.00249306,0.000124653
"theory 1, White 6-112a",1.512,0.0024924,0.00012462
"theory 1, White 6-112a",1.514,0.00249174,0.000124587
"theory 1, White 6-112a",1.516,0.00249108,0.000124554
"theory 1, White 6-112a",1.518,0.00249042,0.000124521
"theory 1, White 6-112a",1.52,0.00248977,0.000124488
"theory 1, White 6-112a",1.522,0.00248911,0.000124456
"theory 1, White 6-112a",1.524,0.00248846,0.000124423
"theory 1, White 6-112a",1.526,0.00248781,0.00012439
"theory 1, White 6-112a",1.528,0.00248716,0.000124358
"theory 1, White 6-112a",1.53,0.00248651,0.000124325
"theory 1, White 6-112a",1.532,0.00248586,0.000124293
"theory 1, White 6-112a",1.534,0.00248521,0.00012426
"theory 1, White 6-112a",1.536,0.00248456,0.000124228
"theory 1, White 6-112a",1.538,0.00248391,0.000124196
"theory 1, White 6-112a",1.54,0.00248327,0.000124163
"theory 1, White 6-112a",1.542,0.00248262,0.000124131
"theory 1, White 6-112a",1.544,0.00248198,0.000124099
"theory 1, White 6-112a",1.546,0.00248134,0.000124067
"theory 1, White 6-112a",1.548,0.0024807,0.000124035
"theory 1, White 6-112a",1.55,0.00248006,0.000124003
"theory 1, White 6-112a",1.552,0.00247942,0.000123971
"theory 1, White 6-112a",1.554,0.00247878,0.000123939
"theory 1, White 6-112a",1.556,0.00247814,0.000123907
"theory 1, White 6-112a",1.558,0.0024775,0.000123875
"theory 1, White 6-112a",1.56,0.00247687,0.000123843
"theory 1, White 6-112a",1.562,0.00247623,0.000123812
"theory 1, White 6-112a",1.564,0.0024756,0.00012378
"theory 1, White 6-112a",1.566,0.00247497,0.000123748
"theory 1, White 6-112a",1.568,0.00247433,0.000123717
"theory 1, White 6-112a",1.57,0.0024737,0.000123685
"theory 1, White 6-112a",1.572,0.00247307,0.000123654
"theory 1, White 6-112a",1.574,0.00247245,0.000123622
"theory 1, White 6-112a",1.576,0.00247182,0.000123591
"theory 1, White 6-112a",1.578,0.00247119,0.00012356
"theory 1, White 6-112a",1.58,0.00247057,0.000123528
"theory 1, White 6-112a",1.582,0.00246994,0.000123497
"theory 1, White 6-112a",1.584,0.00246932,0.000123466
"theory 1, White 6-112a",1.586,0.00246869,0.000123435
"theory 1, White 6-112a",1.588,0.00246807,0.000123404
"theory 1, White 6-112a",1.59,0.00246745,0.000123372
"theory 1, White 6-112a",1.592,0.00246683,0.000123341
"theory 1, White 6-112a",1.594,0.00246621,0.00012331
"theory 1, White 6-112a",1.596,0.00246559,0.00012328
"theory 1, White 6-112a",1.598,0.00246497,0.000123249
"theory 1, White 6-112a",1.6,0.00246436,0.000123218
"theory 1, White 6-112a",1.602,0.00246374,0.000123187
"theory 1, White 6-112a",1.604,0.00246313,0.000123156
"theory 1, White 6-112a",1.606,0.00246251,0.000123126
"theory 1, White 6-112a",1.608,0.0024619,0.000123095
"theory 1, White 6-112a",1.61,0.00246129,0.000123064
"theory 1, White 6-112a",1.612,0.00246068,0.000123034
"theory 1, White 6-112a",1.614,0.00246007,0.000123003
"theory 1, White 6-112a",1.616,0.00245946,0.000122973
"theory 1, White 6-112a",1.618,0.00245885,0.000122942
"theory 1, White 6-112a",1.62,0.00245824,0.000122912
"theory 1, White 6-112a",1.622,0.00245764,0.000122882
"theory 1, White 6-112a",1.624,0.00245703,0.000122852
"theory 1, White 6-112a",1.626,0.00245643,0.000122821
"theory 1, White 6-112a",1.628,0.00245582,0.000122791
"theory 1, White 6-112a",1.63,0.00245522,0.000122761
"theory 1, White 6-112a",1.632,0.00245462,0.000122731
"theory 1, White 6-112a",1.634,0.00245402,0.000122701
"theory 1, White 6-112a",1.636,0.00245342,0.000122671
"theory 1, White 6-112a",1.638,0.00245282,0.000122641
"theory 1, White 6-112a",1.64,0.00245222,0.000122611
"theory 1, White 6-112a",1.642,0.00245162,0.000122581
"theory 1, White 6-112a",1.644,0.00245102,0.000122551
"theory 1, White 6-112a",1.646,0.00245043,0.000122521
"theory 1, White 6-112a",1.648,0.00244983,0.000122492
"theory 1, White 6-112a",1.65,0.00244924,0.000122462
"theory 1, White 6-112a",1.652,0.00244864,0.000122432
"theory 1, White 6-112a",1.654,0.00244805,0.000122403
"theory 1, White 6-112a",1.656,0.00244746,0.000122373
"theory 1, White 6-112a",1.658,0.00244687,0.000122343
"theory 1, White 6-112a",1.66,0.00244628,0.000122314
"theory 1, White 6-112a",1.662,0.00244569,0.000122285
"theory 1, White 6-112a",1.664,0.0024451,0.000122255
"theory 1, White 6-112a",1.666,0.00244451,0.000122226
"theory 1, White 6-112a",1.668,0.00244393,0.000122196
"theory 1, White 6-112a",1.67,0.00244334,0.000122167
"theory 1, White 6-112a",1.672,0.00244276,0.000122138
"theory 1, White 6-112a",1.674,0.00244217,0.000122109
"theory 1, White 6-112a",1.676,0.00244159,0.00012208
"theory 1, White 6-112a",1.678,0.00244101,0.00012205
"theory 1, White 6-112a",1.68,0.00244043,0.000122021
"theory 1, White 6-112a",1.682,0.00243985,0.000121992
"theory 1, White 6-112a",1.684,0.00243927,0.000121963
"theory 1, White 6-112a",1.686,0.00243869,0.000121934
"theory 1, White 6-112a",1.688,0.00243811,0.000121905
"theory 1, White 6-112a",1.69,0.00243753,0.000121877
"theory 1, White 6-112a",1.692,0.00243696,0.000121848
"theory 1, White 6-112a",1.694,0.00243638,0.000121819
"theory 1, White 6-112a",1.696,0.00243581,0.00012179
"theory 1, White 6-112a",1.698,0.00243523,0.000121762
"theory 1, White 6-112a",1.7,0.00243466,0.000121733
"theory 1, White 6-112a",1.702,0.00243409,0.000121704
"theory 1, White 6-112a",1.704,0.00243351,0.000121676
"theory 1, White 6-112a",1.706,0.00243294,0.000121647
"theory 1, White 6-112a",1.708,0.00243237,0.000121619
"theory 1, White 6-112a",1.71,0.0024318,0.00012159
"theory 1, White 6-112a",1.712,0.00243124,0.000121562
"theory 1, White 6-112a",1.714,0.00243067,0.000121533
"theory 1, White 6-112a",1.716,0.0024301,0.000121505
"theory 1, White 6-112a",1.718,0.00242953,0.000121477
"theory 1, White 6-112a",1.72,0.00242897,0.000121448
"theory 1, White 6-112a",1.722,0.0024284,0.00012142
"theory 1, White 6-112a",1.724,0.00242784,0.000121392
"theory 1, White 6-112a",1.726,0.00242728,0.000121364
"theory 1, White 6-112a",1.728,0.00242672,0.000121336
"theory 1, White 6-112a",1.73,0.00242615,0.000121308
"theory 1, White 6-112a",1.732,0.00242559,0.00012128
"theory 1, White 6-112a",1.734,0.00242503,0.000121252
"theory 1, White 6-112a",1.736,0.00242448,0.000121224
"theory 1, White 6-112a",1.738,0.00242392,0.000121196
"theory 1, White 6-112a",1.74,0.00242336,0.000121168
"theory 1, White 6-112a",1.742,0.0024228,0.00012114
"theory 1, White 6-112a",1.744,0.00242225,0.000121112
"theory 1, White 6-112a",1.746,0.00242169,0.000121085
"theory 1, White 6-112a",1.748,0.00242114,0.000121057
"theory 1, White 6-112a",1.75,0.00242058,0.000121029
"theory 1, White 6-112a",1.752,0.00242003,0.000121002
"theory 1, White 6-112a",1.754,0.00241948,0.000120974
"theory 1, White 6-112a",1.756,0.00241893,0.000120946
"theory 1, White 6-112a",1.758,0.00241838,0.000120919
"theory 1, White 6-112a",1.76,0.00241783,0.000120891
"theory 1, White 6-112a",1.762,0.00241728,0.000120864
"theory 1, White 6-112a",1.764,0.00241673,0.000120836
"theory 1, White 6-112a",1.766,0.00241618,0.000120809
"theory 1, White 6-112a",1.768,0.00241563,0.000120782
"theory 1, White 6-112a",1.77,0.00241509,0.000120754
"theory 1, White 6-112a",1.772,0.00241454,0.000120727
"theory 1, White 6-112a",1.774,0.002414,0.0001207
"theory 1, White 6-112a",1.776,0.00241345,0.000120673
"theory 1, White 6-112a",1.778,0.00241291,0.000120646
"theory 1, White 6-112a",1.78,0.00241237,0.000120618
"theory 1, White 6-112a",1.782,0.00241183,0.000120591
"theory 1, White 6-112a",1.784,0.00241129,0.000120564
"theory 1, White 6-112a",1.786,0.00241075,0.000120537
"theory 1, White 6-112a",1.788,0.00241021,0.00012051
"theory 1, White 6-112a",1.79,0.00240967,0.000120483
"theory 1, White 6-112a",1.792,0.00240913,0.000120456
"theory 1, White 6-112a",1.794,0.00240859,0.00012043
"theory 1, White 6-112a",1.796,0.00240806,0.000120403
"theory 1, White 6-112a",1.798,0.00240752,0.000120376
"theory 1, White 6-112a",1.8,0.00240698,0.000120349
"theory 1, White 6-112a",1.802,0.00240645,0.000120322
"theory 1, White 6-112a",1.804,0.00240592,0.000120296
"theory 1, White 6-112a",1.806,0.00240538,0.000120269
"theory 1, White 6-112a",1.808,0.00240485,0.000120243
"theory 1, White 6-112a",1.81,0.00240432,0.000120216
"theory 1, White 6-112a",1.812,0.00240379,0.000120189
"theory 1, White 6-112a",1.814,0.00240326,0.000120163
"theory 1, White 6-112a",1.816,0.00240273,0.000120136
"theory 1, White 6-112a",1.818,0.0024022,0.00012011
"theory 1, White 6-112a",1.82,0.00240167,0.000120084
"theory 1, White 6-112a",1.822,0.00240114,0.000120057
"theory 1, White 6-112a",1.824,0.00240062,0.000120031
"theory 1, White 6-112a",1.826,0.00240009,0.000120005
"theory 1, White 6-112a",1.828,0.00239956,0.000119978
"theory 1, White 6-112a",1.83,0.00239904,0.000119952
"theory 1, White 6-112a",1.832,0.00239852,0.000119926
"theory 1, White 6-112a",1.834,0.00239799,0.0001199
"theory 1, White 6-112a",1.836,0.00239747,0.000119873
"theory 1, White 6-112a",1.838,0.00239695,0.000119847
"theory 1, White 6-112a",1.84,0.00239643,0.000119821
"theory 1, White 6-112a",1.842,0.00239591,0.000119795
"theory 1, White 6-112a",1.844,0.00239539,0.000119769
"theory 1, White 6-112a",1.846,0.00239487,0.000119743
"theory 1, White 6-112a",1.848,0.00239435,0.000119717
"theory 1, White 6-112a",1.85,0.00239383,0.000119692
"theory 1, White 6-112a",1.852,0.00239331,0.000119666
"theory 1, White 6-112a",1.854,0.0023928,0.00011964
"theory 1, White 6-112a",1.856,0.00239228,0.000119614
"theory 1, White 6-112a",1.858,0.00239177,0.000119588
"theory 1, White 6-112a",1.86,0.00239125,0.000119563
"theory 1, White 6-112a",1.862,0.00239074,0.000119537
"theory 1, White 6-112a",1.864,0.00239022,0.000119511
"theory 1, White 6-112a",1.866,0.00238971,0.000119486
"theory 1, White 6-112a",1.868,0.0023892,0.00011946
"theory 1, White 6-112a",1.87,0.00238869,0.000119434
"theory 1, White 6-112a",1.872,0.00238818,0.000119409
"theory 1, White 6-112a",1.874,0.00238767,0.000119383
"theory 1, White 6-112a",1.876,0.00238716,0.000119358
"theory 1, White 6-112a",1.878,0.00238665,0.000119332
"theory 1, White 6-112a",1.88,0.00238614,0.000119307
"theory 1, White 6-112a",1.882,0.00238563,0.000119282
"theory 1, White 6-112a",1.884,0.00238513,0.000119256
"theory 1, White 6-112a",1.886,0.00238462,0.000119231
"theory 1, White 6-112a",1.888,0.00238412,0.000119206
"theory 1, White 6-112a",1.89,0.00238361,0.000119181
"theory 1, White 6-112a",1.892,0.00238311,0.000119155
"theory 1, White 6-112a",1.894,0.0023826,0.00011913
"theory 1, White 6-112a",1.896,0.0023821,0.000119105
"theory 1, White 6-112a",1.898,0.0023816,0.00011908
"theory 1, White 6-112a",1.9,0.0023811,0.000119055
"theory 1, White 6-112a",1.902,0.0023806,0.00011903
"theory 1, White 6-112a",1.904,0.0023801,0.000119005
"theory 1, White 6-112a",1.906,0.0023796,0.00011898
"theory 1, White 6-112a",1.908,0.0023791,0.000118955
"theory 1, White 6-112a",1.91,0.0023786,0.00011893
"theory 1, White 6-112a",1.912,0.0023781,0.000118905
"theory 1, White 6-112a",1.914,0.0023776,0.00011888
"theory 1, White 6-112a",1.916,0.00237711,0.000118855
"theory 1, White 6-112a",1.918,0.00237661,0.000118831
"theory 1, White 6-112a",1.92,0.00237612,0.000118806
"theory 1, White 6-112a",1.922,0.00237562,0.000118781
"theory 1, White 6-112a",1.924,0.00237513,0.000118756
"theory 1, White 6-112a",1.926,0.00237463,0.000118732
"theory 1, White 6-112a",1.928,0.00237414,0.000118707
