x_mm,y_mm,AbMag_Vel_ave,AbMag_Vel_rms,Ek_ave,Ek_turb,UU,UV,UW,VV,VW,WW,U_mean,U_rms,V_mean,V_rms,W_mean,W_rms,k
210.2565308,29.64547157,9.146291733,22.44681549,41.82736969,251.9300537,76.6385498,-19.58703804,39.18460464,108.6884308,0.9551209807,318.4071045,-9.017119408,8.75543499,0.4198940098,10.42667198,1.473060966,17.84618759,251.86704255
212.7140198,29.64547157,8.8761549,22.69759941,39.39310455,257.5907898,78.10440826,-20.54172897,41.40882874,111.717392,-1.297279,325.230896,-8.778403282,8.838769913,0.3211140037,10.570961,1.273830056,18.03640556,257.52634813
215.1715088,29.64547157,8.620822906,22.79350662,37.15933228,259.7722473,78.56468964,-21.36641312,41.48676682,113.3990936,-3.013942003,327.4508972,-8.543175697,8.864775658,0.2420600057,10.65022659,1.128777027,18.09785652,259.70734022
217.6289978,29.64547157,8.368016243,22.99624062,35.01188278,264.4138184,78.4329071,-22.12373924,40.76385117,116.6042938,-1.322671056,333.6582947,-8.317886353,8.857337952,0.07605800033,10.7996912,0.9114099741,18.26858902,264.3477478
220.0864868,29.64547157,8.104603767,23.16050148,32.84233475,268.2046814,79.23285675,-23.66659546,41.09540939,120.6018982,-1.809602976,336.4405823,-8.070989609,8.902392387,-0.1055150032,10.98325634,0.7297899723,18.34459877,268.137668625
222.5439758,29.64547157,7.822389126,23.26847458,30.59491539,270.7112427,80.51818085,-24.32797432,40.94039536,124.757988,-1.641564012,336.0109863,-7.80088377,8.974308968,-0.2374410033,11.17090225,0.528768003,18.33288383,270.643577575
225.0014648,29.64547157,7.480968952,23.5365696,27.9824791,276.9853821,80.80290985,-24.90585327,41.17418289,127.4150085,-1.722898006,345.6143188,-7.460858822,8.990162849,-0.3016310036,11.28923035,0.4577009976,18.59301949,276.916118575
227.4589539,29.64547157,7.137360096,23.65726089,25.47097778,279.8332825,81.06005096,-25.38708115,42.18987274,128.8318481,-1.081892967,349.6347351,-7.125991821,9.004457474,-0.3302370012,11.35182571,0.230407998,18.70084953,279.76331708
229.9164429,29.64547157,6.742570877,23.64931679,22.7311554,279.6453552,81.25527191,-26.56752014,41.74141693,131.9173737,-3.895558119,345.9781799,-6.72595787,9.015293121,-0.3526160121,11.48695946,0.3153029978,18.60280418,279.575412755
232.3739319,29.64547157,6.344090939,23.73345375,20.12376595,281.6387024,81.52825928,-27.61334801,40.79275894,136.0726929,-5.500807762,345.535614,-6.316774845,9.030424118,-0.4013800025,11.66647053,0.429805994,18.59090233,281.56828309
234.8314209,29.64547157,5.942156792,23.86631203,17.65463257,284.8007202,82.29689789,-26.88677025,40.109375,139.295639,-3.320919037,347.8665161,-5.909320831,9.072893143,-0.4588260055,11.80382633,0.4226439893,18.65350151,284.729526495
237.2889099,29.64547157,5.538327217,23.91283417,15.33654976,285.9121094,82.36230469,-26.31958389,37.55654526,141.8861084,-2.742460012,347.4328613,-5.509385109,9.076498032,-0.5013689995,11.91307831,0.2614859939,18.6418705,285.840637195
239.7463989,29.64547157,5.118278027,23.95147133,13.09839821,286.8368225,82.90625,-26.01857185,37.66197205,144.8524628,-4.98486805,345.7715454,-5.08713913,9.106421471,-0.556926012,12.03696537,0.08727099746,18.59724808,286.76512909999997
242.2038879,29.64547157,4.709523201,24.02531815,11.08981323,288.6082458,82.48726654,-25.59838867,38.16880035,147.6565857,-7.0140028,346.9283752,-4.660608768,9.083380699,-0.659201026,12.152915,-0.1542139947,18.62833214,288.53611372
244.661377,29.64547157,4.282677174,24.05148315,9.170669556,289.2372437,82.49673462,-25.47852325,39.24828339,150.4589539,-6.720388889,345.3742065,-4.205010891,9.083902359,-0.7578610182,12.26769829,-0.2912780046,18.5865593,289.16494751000005
247.1188965,29.64547157,3.820877075,24.2961216,7.299558163,295.151062,82.43599701,-25.86151505,40.24010468,153.4318848,-7.418122768,354.2867432,-3.724128008,9.08055687,-0.8228909969,12.38830471,-0.2298270017,18.82484818,295.077312505
249.5763855,29.64547157,3.348233938,24.45150185,5.605342865,298.9382935,82.79951477,-26.25515175,41.45571899,154.6381683,-8.262074471,360.2894287,-3.229525089,9.100556374,-0.8806650043,12.43690681,-0.07258799672,18.98365402,298.863555885
252.0338745,29.64547157,2.943773985,24.39012527,4.332905769,297.4393921,82.27690125,-25.36092567,38.94787979,156.6228027,-6.217532158,355.8304138,-2.792742014,9.071790695,-0.9235320091,12.51646137,-0.1161080003,18.86581612,297.365058875
254.4913635,29.64547157,2.576828957,24.4303875,3.320028067,298.4222412,82.04483795,-24.02499962,36.91062546,159.2304077,-0.1034390032,355.4199524,-2.374502897,9.058988571,-0.9712780118,12.620224,-0.2416650057,18.85493279,298.347599025
256.9488525,29.64547157,2.148713112,24.49859619,2.308485031,300.0909424,82.25359344,-23.19189262,35.96545029,160.6671295,5.08095789,357.1109924,-1.914294004,9.070506096,-0.9542940259,12.67703247,-0.2043710053,18.8997345,300.01585767
259.4063416,29.64547157,1.724444985,24.66119576,1.486857057,304.087616,82.53259277,-23.42137718,36.89670563,163.3340607,5.227583885,362.1565552,-1.412173033,9.085876465,-0.9864630103,12.78181267,-0.07979799807,19.0327816,304.011604335
261.8638306,29.64547157,1.359941959,24.68216133,0.9247220159,304.6048584,81.72148132,-22.93136787,36.2391243,165.5613556,7.353899956,361.7745972,-0.8943780065,9.041118622,-1.024466038,12.86866665,-5.999999848e-05,19.02274132,304.52871706
264.3213196,29.64547157,1.152528048,24.69878006,0.6641610265,305.0151978,80.2895813,-23.09957886,34.76490402,167.2877197,5.501614094,362.3005371,-0.4108279943,8.961560249,-1.059633017,12.93558598,-0.1916240007,19.03656578,304.93891905
266.7788086,29.64547157,1.174926043,24.71527481,0.6902260184,305.4227295,79.51846313,-22.51202393,34.13420868,165.2808838,3.925786018,365.8934021,0.04894199967,8.918422699,-1.054947972,12.85776138,-0.5149180293,19.13072014,305.346374515
269.2362976,29.64547157,1.234526992,24.66957092,0.7620289922,304.2941895,79.23957062,-21.67619324,33.36881256,162.4839478,1.542994976,366.7127991,0.6218900084,8.902769089,-0.9976789951,12.74850559,-0.3767580092,19.15213013,304.21815876
271.6937866,29.64547157,1.536476016,24.41327095,1.18038094,298.0042114,78.67103577,-20.2171669,30.99860382,158.5734406,1.280809999,358.6148682,1.158786058,8.870774269,-0.9566169977,12.59416199,-0.3207159936,18.93948746,297.929672285
274.1512756,29.64547157,1.954705,24.28684425,1.910439014,294.9256897,78.16124725,-19.33009338,29.86272621,155.9125824,3.159029007,355.6300049,1.679852962,8.841985703,-0.9806680083,12.48805046,-0.1930180043,18.86050415,294.851917275
276.6087646,29.64547157,2.372980118,24.23031807,2.815520048,293.5544739,77.85159302,-18.29441643,28.86056328,154.894165,5.002027988,354.2164612,2.158799887,8.824453354,-0.9830780029,12.44719791,-0.06460999697,18.82298279,293.48110961
279.0662537,29.64547157,2.821592093,24.23390388,3.980695009,293.6413574,77.59442902,-17.91892052,25.89982796,155.7838745,9.223245621,353.7575684,2.615669966,8.809866905,-1.053956985,12.4828949,-0.09394899756,18.81078529,293.56793596
281.5237427,29.64547157,3.29191494,24.34853745,5.418357849,296.4259338,77.61095428,-17.80541801,23.34951591,157.0391693,12.78068733,358.0534973,3.107152939,8.810804367,-1.076508045,12.53308678,-0.1530800015,18.92465782,296.35181044
283.9812317,29.64547157,3.803775072,24.44583893,7.234358788,298.7998657,78.45171356,-17.85558891,24.05640984,158.2689972,12.66011524,360.7294922,3.646095991,8.858399391,-1.065770984,12.58206654,-0.1970259994,18.99524498,298.72510148
286.4387207,29.64547157,4.339867115,24.43696976,9.41723156,298.5830994,78.59785461,-17.586689,24.45524788,160.3948517,12.97292042,358.0241089,4.209984779,8.866646767,-1.038115978,12.66628647,-0.1810729951,18.92387962,298.508407605
288.8962097,29.64547157,4.895358086,24.21564293,11.98227787,293.1990051,78.24739838,-17.33567429,23.46834946,160.1887207,13.15616226,347.8153076,4.755740166,8.846857071,-1.125290036,12.658144,-0.2849510014,18.65212822,293.12571334
291.3536987,29.64547157,5.434936047,23.92101669,14.76928043,286.1078491,78.02379608,-17.65470886,22.56254387,159.3842621,9.544062614,334.6646118,5.286411762,8.834207535,-1.203343987,12.62631989,-0.3799319863,18.29611778,286.03633499
293.8111877,29.64547157,5.938304901,23.84412003,17.63175392,284.2713623,77.54650879,-17.61182785,21.6389904,159.5931244,10.94165611,331.2609253,5.765552998,8.807146072,-1.289829016,12.63459015,-0.5985140204,18.20284081,284.200279245
296.2686768,29.64547157,6.400979996,23.86183357,20.48629951,284.6938782,76.87709045,-18.05597687,21.08626175,158.9642944,12.56018543,333.4039612,6.235228062,8.769049644,-1.265861034,12.60967445,-0.7014849782,18.26162529,284.62267302500004
298.7261658,29.64547157,6.868257999,23.8086319,23.58650398,283.4257507,76.08164215,-18.59890747,19.62709427,158.7194366,12.55947876,331.9087219,6.711942196,8.723565102,-1.244874001,12.59995747,-0.7570239902,18.22063065,283.354900325
301.1836548,29.64547157,7.341250896,23.758358,26.94701195,282.230072,75.92436218,-18.74294472,18.81554222,159.3635406,11.06773663,329.0311279,7.210865974,8.714543343,-1.18207705,12.62549877,-0.7071480155,18.14147377,282.15951534
303.6411438,29.64547157,7.820355892,23.73662376,30.57901955,281.7139893,75.79855347,-18.23807144,18.81448555,157.9737396,12.64047337,329.514801,7.711018085,8.707320213,-1.108679056,12.5703249,-0.6848449707,18.15480232,281.643547035
306.0986328,29.64547157,8.289235115,23.62091064,34.35574722,278.9740295,75.36185455,-17.84840775,19.30292511,156.5406189,10.79483032,325.9060974,8.180462837,8.682201385,-1.094198942,12.51317596,-0.7708280087,18.05511665,278.904285425
308.5561218,29.64547157,8.743483543,23.50246048,38.22430038,276.1831055,74.9594574,-17.25790977,19.57580566,154.9936523,10.17244434,322.2750549,8.63346386,8.65899086,-1.075342059,12.45119476,-0.8691700101,17.95425415,276.1140823
311.0136108,29.64547157,9.187009811,23.57896614,42.20062256,277.9841309,75.04415131,-17.38990593,19.67646599,155.8662109,12.55276585,324.9189453,9.055832863,8.663881302,-1.130174994,12.48619366,-1.056293011,18.02775192,277.914653755
313.4710999,29.64547157,9.62295723,23.61990166,46.30070877,278.9501953,74.84265137,-17.68174171,18.14877319,155.9441071,13.78248119,326.9740906,9.4749403,8.652241707,-1.19291997,12.48931313,-1.184803963,18.08467674,278.880424535
315.9285889,29.64547157,10.07380295,23.4994297,50.74081039,276.111908,73.70860291,-17.87346649,14.84359741,154.0608215,13.49802685,324.3163452,9.92694664,8.586440086,-1.242833018,12.41366959,-1.18008697,18.01102638,276.04288480499997
318.3860779,29.64547157,10.50666618,23.40323067,55.19507217,273.855896,72.68256378,-16.90182114,13.15983391,152.1985931,14.71516418,322.6936951,10.35625935,8.526468277,-1.331351042,12.33841515,-1.168514013,17.96591187,273.78742599
320.8435669,29.64547157,10.94632339,23.3976326,59.91106033,273.7249146,72.19438171,-16.31929016,13.27598667,150.3160553,13.01828098,324.8024902,10.80716705,8.497785568,-1.342882037,12.26187134,-1.106251955,18.02452087,273.656463605
323.3010559,29.64547157,11.38506126,23.17812157,64.80987549,268.6129456,71.91694641,-15.88129711,12.60394001,147.156662,10.48956776,318.0179138,11.25340271,8.481440544,-1.337972999,12.13232517,-1.091043949,17.83527756,268.545761105
325.7585449,29.64547157,11.82689762,23.10498619,69.93782806,266.9205017,71.71779633,-15.21987629,12.45618057,144.6265259,12.08880711,317.3631592,11.69915581,8.469690323,-1.325230002,12.02757454,-1.117601037,17.81690598,266.85374071499996
328.2160645,29.64547157,12.27031326,23.1071949,75.28037262,266.9715271,71.30381012,-14.96518707,12.40320396,143.470047,14.64356995,319.035675,12.12668705,8.445210457,-1.335566044,11.97938919,-1.311597943,17.86379242,266.90476606000004
330.6735535,29.64547157,12.71445847,23.07238579,80.82880402,266.1678162,70.66389465,-15.39542389,10.8167429,140.5392303,16.61828613,320.9993896,12.56821632,8.40722847,-1.352311015,11.85639954,-1.366976976,17.91868591,266.10125727499997
333.1310425,29.64547157,13.14111805,23.00569725,86.34458923,264.6313477,70.26948547,-15.83940315,10.21308041,138.3463898,18.8556385,320.5144043,13.01000118,8.383732796,-1.301650047,11.76353836,-1.317031026,17.90514565,264.56513978500004
335.5885315,29.64547157,13.55491066,22.96685028,91.86790466,263.7384033,70.012146,-16.4812851,9.704983711,138.3565826,21.00888252,318.9762268,13.43375874,8.368367195,-1.258316994,11.76397133,-1.298607945,17.86212921,263.6724777
338.0460205,29.64547157,13.97524166,22.90956116,97.65379333,262.4242859,69.91400909,-16.97983932,7.611676216,139.5758667,21.44643402,315.227417,13.8567152,8.362500191,-1.261666059,11.81569386,-1.306534052,17.75685501,262.358646395
340.5035095,29.64547157,14.39622307,22.75318909,103.6257401,258.8540955,69.69233704,-16.96871185,6.317327976,138.9165039,19.43214035,308.9699402,14.26797676,8.349233627,-1.304005027,11.7877512,-1.405578017,17.57972908,258.78939057
342.9609985,29.64547157,14.77796745,22.69414139,109.1942749,257.5122986,69.25979614,-15.87996483,6.612350941,137.5901337,17.84293365,308.0458374,14.64558125,8.323283195,-1.306982994,11.73134232,-1.478873014,17.55341911,257.44788361999997
345.4184875,29.64547157,15.13123989,22.59629822,114.4773254,255.2966003,69.02378082,-15.27072716,6.887848854,134.9712219,15.69657612,306.47052,15.00019169,8.309088707,-1.329079986,11.61915779,-1.47723496,17.50847816,255.23276136
347.8759766,29.64547157,15.49823666,22.54649734,120.0977859,254.1725311,68.44986725,-14.70582008,6.758319855,132.8303375,15.60164547,306.9378052,15.36228657,8.27447319,-1.346886039,11.52663898,-1.543169975,17.52182198,254.109004975
350.3334656,29.64547157,15.877285,22.5745163,126.0442276,254.8046417,68.09928894,-14.08620358,7.349248886,132.0123596,17.21852112,309.3703308,15.74747181,8.253256798,-1.299373031,11.49109364,-1.554643035,17.59111595,254.74098966999998
352.7909546,29.64547157,16.25801659,22.64377594,132.1617126,256.3705444,68.0772171,-13.73389912,7.510705948,133.1285553,20.35702324,311.407135,16.14006042,8.251918793,-1.301411986,11.53957081,-1.458732963,17.64892769,256.3064537
355.2484436,29.64547157,16.63635254,22.63300705,138.3842621,256.1267395,68.49180603,-13.56251621,7.497355938,132.6710815,23.81620598,310.9625549,16.53801918,8.277007103,-1.256662011,11.51972675,-1.297279,17.63632584,256.062721215
357.7059326,29.64547157,17.04428673,22.52054405,145.2540131,253.587738,68.59376526,-13.9845438,7.173915863,132.2459869,23.78449249,306.2089539,16.96656418,8.283165932,-1.189888954,11.50125599,-1.107946038,17.50100517,253.52435303
360.1634216,29.64547157,17.43707848,22.33799744,152.026001,249.4933472,68.45814514,-13.99277878,7.576313972,131.379364,23.61616325,299.0244446,17.36994743,8.274973869,-1.169965029,11.46351147,-0.9837480187,17.29447556,249.43097687
362.6209106,29.64547157,17.74006271,22.30714417,157.3550873,248.8046112,67.62645721,-14.11184883,6.850376129,130.9551544,23.8337574,298.9031372,17.66973686,8.224554062,-1.210147023,11.44498825,-1.012796044,17.29096794,248.742374405
365.0783997,29.64547157,18.0428009,22.26368713,162.7714996,247.8361511,66.79233551,-14.09677792,5.783533096,129.1150055,22.74521637,299.6410217,17.96330643,8.173675537,-1.291996002,11.3642931,-1.09227097,17.31229591,247.774181355
367.5358887,29.64547157,18.32202148,22.11954117,167.8484039,244.6372833,66.0821228,-13.59601974,6.450489998,126.4302444,22.5540638,296.6399536,18.23542786,8.130103111,-1.347172022,11.24552059,-1.162222981,17.22538185,244.5761604
369.9933777,29.64547157,18.64950752,22.20021248,173.9022522,246.4249725,65.89820862,-13.10757732,6.312420845,124.0961838,23.74744987,302.7323914,18.55660629,8.11878109,-1.393931985,11.14123154,-1.230224967,17.40137291,246.36339191
372.4508667,29.64547157,19.00834846,22.41204262,180.6588593,251.150116,66.78453064,-12.84657097,6.529540062,122.2371445,25.31944084,313.1530457,18.90049362,8.173197746,-1.477460027,11.05746746,-1.380486965,17.69833374,251.08736042
374.9083557,29.64547157,19.37561989,22.41913223,187.7075195,251.309021,66.3785553,-12.96896362,5.171413898,119.5394974,25.94550514,316.5743408,19.25666809,8.148317337,-1.509215951,10.93477154,-1.522366047,17.79475021,251.24619675000002
377.3658447,29.64547157,19.71426964,22.27664375,194.3264313,248.1247101,66.45476532,-13.13678837,2.188493013,117.6083374,24.47165489,312.0623474,19.5878849,8.152994156,-1.547214031,10.84608746,-1.604141951,17.66748428,248.06272506000002
379.8233337,29.64547157,20.04533768,22.13872528,200.9079895,245.0618439,66.07472992,-13.14633846,1.129189014,115.6976166,24.49971581,308.2288513,19.92072296,8.129648209,-1.545982957,10.75762272,-1.609423041,17.5586338,245.00059890999998
382.2808228,29.64547157,20.3923111,22.12172318,207.9234009,244.6855927,65.32003784,-13.53009224,-0.7007420063,114.388916,24.79304695,309.539917,20.27551842,8.083086967,-1.538064957,10.69660568,-1.544060946,17.59593773,244.62443542
384.7383118,29.64547157,20.72699738,22.18145561,214.8044739,246.0087585,64.83470154,-13.96321487,-1.058567047,113.6778946,27.51502228,313.3819885,20.62151337,8.053002357,-1.517953038,10.66331005,-1.434363961,17.70480156,245.94729231999997
387.1958008,29.64547157,21.07194138,22.11327553,222.0135803,244.4987183,64.01804352,-14.18045425,-0.8562620282,112.6837845,27.87492752,312.1734314,20.97129059,8.002123833,-1.473935008,10.61658382,-1.434985995,17.6706295,244.43762971
389.6532898,29.64547157,21.39640808,22.07581329,228.9033661,243.6710205,63.31555939,-14.14158154,-2.312303066,112.3237534,27.19192696,311.5809326,21.29509354,7.958097935,-1.501556039,10.59961033,-1.438933969,17.65385246,243.61012269499997
392.1107788,29.64547157,21.69228745,21.95139122,235.2779083,240.9320526,63.16601944,-13.45761681,-2.295842886,111.7215881,26.76234055,306.8560181,21.5915699,7.948695183,-1.479647994,10.57115936,-1.473104,17.51948738,240.87181282
394.5682678,29.64547157,22.00299263,21.84198952,242.0660858,238.5364838,62.33750916,-13.01488304,-1.234318018,110.3300095,26.8451786,304.2861328,21.89785004,7.896393776,-1.503942966,10.50511742,-1.534281015,17.44597054,238.47682573000003
397.0257568,29.64547157,22.29120445,21.76013947,248.4491882,236.7521057,61.65789795,-12.52149868,0.1995570064,109.787468,27.48566628,301.9404297,22.18622589,7.853231907,-1.491750002,10.47925568,-1.563312054,17.37859535,236.692897825
399.4832458,29.64547157,22.54356956,21.80297661,254.1065369,237.6851349,61.46877289,-12.35004139,1.247603059,108.5471802,29.10144615,305.2355042,22.44025612,7.841178894,-1.530565977,10.41989422,-1.518188,17.47316551,237.62572864499998
401.9407349,29.64547157,22.81308937,21.85207176,260.2187805,238.7568054,62.17347336,-12.62934971,2.162482977,106.6748886,29.18721008,308.5458374,22.7101326,7.885996819,-1.564466953,10.32963943,-1.49644196,17.56765938,238.69709968
404.3982544,29.64547157,23.11789513,21.80142021,267.2188416,237.6511993,62.74172592,-12.61773586,1.501595974,106.2358627,28.97521782,306.2059937,23.01292038,7.921953201,-1.513986945,10.30836105,-1.596979976,17.50092125,237.59179116
406.8557434,29.64547157,23.35846138,21.5814476,272.8091431,232.8796997,61.96186447,-12.26731682,2.720489025,105.1949158,27.68195343,298.4861145,23.25616837,7.872566223,-1.46807003,10.2577343,-1.616520047,17.27890205,232.821447385
409.3132324,29.64547157,23.58229637,21.42930222,278.0626221,229.6077576,61.38485718,-11.22986794,4.216771126,103.5335007,27.34549332,294.182312,23.47180557,7.835824013,-1.479267001,10.17640781,-1.735149026,17.15387726,229.55033494000003
411.7707214,29.64547157,23.81899452,21.29042053,283.6725464,226.6412506,60.704319,-10.72649479,4.419268131,102.1931534,26.41260338,290.271698,23.69632912,7.792267799,-1.475098968,10.11032104,-1.911156058,17.03948402,226.5845852
414.2282104,29.64547157,24.06216812,21.20389557,289.4942627,224.8028412,59.74768448,-10.88507748,6.334734917,101.3363724,24.84652138,288.4092407,23.9357357,7.730625153,-1.523561001,10.06785011,-1.935752988,16.98472977,224.74664879
416.6856995,29.64547157,24.25448608,21.03794098,294.1403809,221.297699,58.87904358,-11.19803524,6.296832085,99.46676636,24.79890442,284.1389771,24.13375664,7.674222946,-1.551365972,9.974544525,-1.85342896,16.85852242,221.24239351999998
419.1431885,29.64547157,24.47084427,20.91527367,299.4114075,218.7245941,58.04139328,-10.79463768,7.499608994,97.86811066,23.96788979,281.4302979,24.36684418,7.619439125,-1.540565968,9.894062996,-1.644894004,16.77797318,218.66990092000003
421.6006775,29.64547157,24.69294167,20.91197777,304.8710022,218.6556549,57.80730438,-11.34956169,6.063199997,96.55489349,25.29369926,282.8397522,24.5981884,7.604057789,-1.515329003,9.827457428,-1.540851951,16.81993294,218.600975035
424.0581665,29.64547157,24.92931175,20.83290672,310.7356262,217.0052338,57.52241135,-11.245924,5.548017979,94.94199371,25.05394173,281.4375916,24.83791542,7.585297108,-1.534541965,9.745031357,-1.48110199,16.77819061,216.95099833
426.5156555,29.64547157,25.14852524,20.60318947,316.2245178,212.2459106,56.50175476,-11.08132267,3.588242054,94.51784515,25.76895523,273.3660889,25.06627846,7.517701149,-1.511234999,9.723238945,-1.358728051,16.5358448,212.19284440500002
428.9731445,29.64547157,25.36304092,20.34794426,321.6422424,207.0196381,55.4878273,-10.32756424,2.54292202,93.35112762,25.50674629,265.0967712,25.28913498,7.449942112,-1.472450972,9.663041115,-1.255110025,16.2838192,206.96786305999998
431.4306335,29.64547157,25.59821701,20.22973633,327.6347351,204.6213379,55.04805374,-10.25408268,1.601691961,92.14549255,24.17854309,261.9468384,25.53332901,7.420361996,-1.447347045,9.600439072,-1.105898023,16.18678665,204.570192345
433.8881226,29.64547157,25.85056114,20.24969292,334.1261292,205.025238,54.67978668,-9.778646469,0.7578979731,91.22885132,23.8506031,264.0392456,25.78546333,7.395499229,-1.424626946,9.552566528,-1.154054046,16.25130844,204.9739418
436.3456116,29.64547157,26.02066231,20.1270752,338.5377808,202.5497894,54.74674225,-9.643046379,-0.03956599906,90.45908356,25.05247498,259.792511,25.94885826,7.400024891,-1.430614948,9.512182236,-1.298045039,16.12008667,202.49916840499998
438.8031006,29.64547157,26.20902061,20.14993668,343.4567261,203.0102081,55.56391144,-9.769648552,0.3088069856,89.68876648,26.56381607,260.6662598,26.14085197,7.455048084,-1.423421979,9.471593857,-1.241922975,16.14717102,202.95946886
441.2605896,29.64547157,26.41268921,20.09891701,348.8154602,201.9834595,56.44874954,-9.464238167,1.589326024,88.5762558,26.97955513,258.8409729,26.34423637,7.514173985,-1.380246997,9.412666321,-1.306272984,16.09053802,201.93298912
443.7180786,29.64547157,26.63818932,20.06940651,354.796936,201.3907318,55.57932281,-9.087107658,2.995852947,86.26879883,26.57117844,260.8326721,26.57336807,7.456081867,-1.351376057,9.289256096,-1.273977995,16.15232468,201.34039687
446.1755676,29.64547157,26.82983971,20.04623985,359.9205322,200.9260559,55.77672195,-8.714173317,2.611690998,84.71463776,27.95991135,261.2602844,26.7709465,7.469312191,-1.313861012,9.205201149,-1.196040034,16.16555977,200.87582205500001
448.6330566,29.64547157,27.01725006,19.87204361,364.9663086,197.4492798,56.09059525,-8.232208252,1.880790949,83.48232269,27.16321754,255.2268829,26.95902634,7.490297794,-1.345589995,9.138003349,-1.15419805,15.97781086,197.39990042
451.0905457,29.64547157,27.20071983,19.66475105,369.9399414,193.3514252,56.42329788,-8.510364532,2.322504044,82.37081146,26.02470779,247.8120422,27.14569283,7.512479782,-1.268802047,9.076967239,-1.174947977,15.74400711,193.30307577000002
453.5480347,29.64547157,27.34647179,19.50104141,373.9151306,190.1455078,56.21959305,-8.318056107,2.724328041,80.64328003,24.07137489,243.3330994,27.29361725,7.498906136,-1.294038057,8.981278419,-1.101529956,15.60107899,190.09798624
456.0055237,29.64547157,27.56265831,19.26581955,379.8504944,185.5860901,55.56754303,-7.500295162,1.738914967,81.62480927,23.08139801,233.8870392,27.51013565,7.455292225,-1.278506994,9.035769463,-1.121579051,15.29526901,185.53969575000002
458.4630127,29.64547157,27.73381424,19.23942566,384.5826416,185.0779724,54.82772446,-7.046805859,2.118837118,81.80261993,24.22701836,233.4330139,27.68583679,7.405497074,-1.288458943,9.045605659,-0.9994109869,15.28041744,185.031679145
460.9205017,29.64547157,27.91044807,19.21721458,389.4969482,184.6508636,54.78060913,-6.805669785,2.211743116,81.66749573,24.99160957,232.761261,27.86849976,7.402314186,-1.274299026,9.038132668,-0.8460739851,15.25841427,184.60468293
463.3779907,29.64547157,28.09640503,19.14721489,394.7044373,183.3081055,54.61416626,-7.110895157,0.8572490215,80.00286102,24.36750603,231.907547,28.0565567,7.391058922,-1.334660053,8.945545197,-0.6755049825,15.23040676,183.26228714
465.8354797,29.64547157,28.29946518,19.06587219,400.4302979,181.7539368,54.0327034,-7.703710079,0.2145749927,77.70823669,23.86104202,231.6760254,28.26071739,7.35160923,-1.38439095,8.816325188,-0.524469018,15.22280121,181.708482745
468.2929688,29.64547157,28.50357628,18.99951935,406.2273865,180.4910583,53.54996872,-7.736660004,0.7418829799,76.17488861,21.97744942,231.1670227,28.46559334,7.318696022,-1.395565987,8.728908539,-0.465113014,15.2060709,180.445940015
470.7504578,29.64547157,28.63999748,18.8332386,410.1251526,177.3456116,53.23239899,-7.423509121,1.733090043,74.15671539,19.30852318,227.2134247,28.60571289,7.296961784,-1.346035004,8.612501144,-0.3883750141,15.07547665,177.30126954
473.2079468,29.64547157,28.7750988,18.6861763,414.0036011,174.586792,52.38314056,-7.125072956,2.62440896,72.74300385,15.91423893,223.9601288,28.740839,7.238521099,-1.33603096,8.530013084,-0.4306289852,14.96716022,174.543136605
475.6654358,29.64547157,28.92697716,18.71254158,418.385437,175.0798035,51.97938538,-7.858820915,3.626260996,72.71411133,12.8542738,225.3786163,28.89100456,7.210570812,-1.372143984,8.528318405,-0.4439119995,15.01448345,175.036056505
478.1229248,29.64547157,29.05972862,18.57791519,422.234375,172.5696411,51.62309265,-8.258173943,5.61117506,72.76000214,13.43776989,220.6699829,29.02150917,7.185815811,-1.423292041,8.531009674,-0.4405309856,14.85681343,172.526538845
480.5804138,29.64547157,29.20755196,18.47150421,426.5409546,170.5984192,50.55444717,-8.449644089,7.101919174,72.38053894,13.48845291,218.1765594,29.17032814,7.111050129,-1.435099006,8.508734703,-0.3368720114,14.77263927,170.555772755
483.0379028,29.64547157,29.39805603,18.45732307,432.123291,170.3365631,49.52183151,-7.748690128,7.40853405,71.74149323,14.17782974,219.3246765,29.36216736,7.038051128,-1.421728969,8.471089363,-0.2955929935,14.81145763,170.29400062000002
485.4954224,29.64547157,29.56822014,18.3764534,437.1402588,168.8471985,49.05220795,-7.445551872,6.836458206,71.69802094,14.43368626,216.859726,29.53267288,7.004601002,-1.423334002,8.468522072,-0.2738839984,14.72799206,168.80497744500002
487.9528809,29.64547157,29.74945068,18.31466484,442.5153809,167.7136536,48.94451523,-7.134918213,6.163083076,72.6909256,14.71305466,213.707962,29.71546555,6.996905804,-1.40249002,8.526959419,-0.2322919965,14.620574,167.671701415
490.4104004,29.64547157,29.9166851,18.26235771,447.5045166,166.7570343,49.03325653,-6.31980896,7.219813824,71.3296814,14.82785606,213.0677185,29.88349342,7.003246784,-1.40478301,8.446742058,-0.1076060012,14.59865665,166.715328215
492.8678589,29.64547157,30.08711815,18.20468903,452.6178284,165.7055206,49.66667938,-6.275064945,8.235988617,71.10317993,15.23287582,210.5583496,30.05583954,7.048336983,-1.371052027,8.433320045,0.03732699901,14.51243591,165.664104455
495.3253784,29.64547157,30.21873665,18.09840202,456.5865173,163.7762604,50.31384277,-6.343001842,7.902385235,69.98510742,15.04397488,207.1716919,30.1882534,7.094108105,-1.356814027,8.366751671,0.02320799977,14.39525223,163.735321045
