X,Y,Z,Cf,Cfx,Cfy,Cfz,Ds,Theta,Pixels/in
-14.5769,-5.4531,0.0584,0.0106,0.0104,-0.0016,0.0,8.49,17.64,82.1
-14.5625,7.3934,0.0653,0.0103,0.0103,-0.0002,0.0,8.32,20.43,81.59
-14.5625,-7.3934,0.0653,0.0103,0.0103,0.0002,0.0,8.32,20.43,81.59
-14.5476,6.2227,0.0609,0.0095,0.0094,0.0009,0.0,7.62,18.78,81.95
-14.5476,-6.2227,0.0609,0.0095,0.0094,-0.0009,0.0,7.62,18.78,81.95
-14.5436,6.8702,0.0629,0.0115,0.0115,0.0001,0.0,9.26,19.77,81.77
-14.5436,-6.8702,0.0629,0.0115,0.0115,-0.0001,0.0,9.26,19.77,81.77
-14.1439,-0.1848,0.0462,0.008,0.008,0.0002,0.0,6.41,11.86,82.9
-14.1371,3.1288,0.0492,0.0092,0.0092,0.0004,0.0,7.37,15.04,82.55
-14.1371,-3.1288,0.0492,0.0092,0.0092,-0.0004,0.0,7.37,15.04,82.55
-14.0965,8.8544,0.0713,0.0121,0.0119,0.0019,0.0,9.67,23.01,80.69
-14.0965,-8.8544,0.0713,0.0121,0.0119,-0.0019,0.0,9.67,23.01,80.69
-14.0911,3.4178,0.05,0.009,0.009,0.0001,0.0,7.18,15.45,82.42
-14.0911,-3.4178,0.05,0.009,0.009,-0.0001,0.0,7.18,15.45,82.42
-14.0624,-3.4358,0.0478,0.0083,0.0082,-0.0012,0.0,5.99,14.96,81.78
-14.0624,3.4358,0.0478,0.0083,0.0082,0.0012,0.0,5.99,14.96,81.78
-14.06,-3.7018,0.0483,0.0086,0.0085,0.0012,0.0,6.19,14.93,81.96
-14.06,3.7018,0.0483,0.0086,0.0085,-0.0012,0.0,6.19,14.93,81.96
-14.0553,-4.4149,0.0497,0.0075,0.0075,-0.0008,0.0,5.42,15.1,81.61
-14.0553,4.4149,0.0497,0.0075,0.0075,0.0008,0.0,5.42,15.1,81.61
-14.0506,4.9555,0.057,0.0092,0.0091,-0.0014,0.0,7.54,23.36,82.22
-14.0506,-4.9555,0.057,0.0092,0.0091,0.0014,0.0,7.54,23.36,82.22
-14.0499,-4.0475,0.049,0.0086,0.0086,-0.0004,0.0,6.16,15.01,81.43
-14.0499,4.0475,0.049,0.0086,0.0086,0.0004,0.0,6.16,15.01,81.43
-14.0466,-0.9978,0.0446,0.0077,0.0077,-0.0003,0.0,6.14,11.67,82.66
-14.0459,-4.8153,0.0505,0.0078,0.0078,0.0002,0.0,5.61,15.24,81.68
-14.0459,4.8153,0.0505,0.0078,0.0078,-0.0002,0.0,5.61,15.24,81.68
-14.0374,4.4808,0.0545,0.01,0.01,-0.0005,0.0,8.19,22.59,82.71
-14.0374,-4.4808,0.0545,0.01,0.01,0.0005,0.0,8.19,22.59,82.71
-14.0277,-1.3885,0.0445,0.0079,0.0079,-0.0003,0.0,6.3,11.57,82.63
-14.0236,4.1019,0.0526,0.0087,0.0087,0.0006,0.0,6.98,16.38,81.88
-14.0236,-4.1019,0.0526,0.0087,0.0087,-0.0006,0.0,6.98,16.38,81.88
-13.9847,-2.0598,0.0447,0.0074,0.0074,0.0003,0.0,5.92,11.5,82.66
-13.9778,4.9338,0.0569,0.0099,0.0098,0.0018,0.0,7.91,17.51,81.53
-13.9778,-4.9338,0.0569,0.0099,0.0098,-0.0018,0.0,7.91,17.51,81.53
-13.9706,4.5222,0.0548,0.0102,0.0102,0.0008,0.0,8.16,16.97,81.62
-13.9706,-4.5222,0.0548,0.0102,0.0102,-0.0008,0.0,8.16,16.97,81.62
-13.5809,-1.6272,0.0432,0.0071,0.0071,0.0004,0.0,5.11,16.0,80.99
-13.5809,1.6272,0.0432,0.0071,0.0071,-0.0004,0.0,5.11,16.0,80.99
-13.5803,0.1805,0.0454,0.0061,0.006,-0.0008,0.0,4.37,16.92,80.97
-13.559,-0.1166,0.0444,0.0061,0.0061,0.0002,0.0,4.35,16.76,81.01
-13.5458,-0.8527,0.0432,0.0062,0.0062,-0.0001,0.0,4.46,16.38,80.91
-13.5383,-0.4586,0.0435,0.0058,0.0058,-0.0005,0.0,4.17,16.61,81.0
-13.1607,0.7556,0.0462,0.0079,0.0079,-0.0006,0.0,6.27,14.09,81.76
-13.0214,2.2796,0.0491,0.0065,0.0064,0.0009,0.0,4.61,19.15,79.42
-12.9229,3.0354,0.0496,0.0072,0.0072,0.0003,0.0,5.09,19.87,78.69
-12.9143,2.6431,0.0493,0.0074,0.0074,-0.0001,0.0,5.22,19.6,78.75
-12.9055,3.7511,0.0519,0.0075,0.0073,0.0017,0.0,5.27,20.61,78.8
-12.9018,4.0296,0.0528,0.007,0.007,0.0004,0.0,4.91,20.86,78.47
-12.9,3.4117,0.0507,0.0076,0.0076,0.001,0.0,5.38,20.26,78.72
-12.8968,8.1936,0.067,0.0064,0.0064,0.0007,0.0,5.1,27.82,78.69
-12.8462,8.1611,0.0668,0.0104,0.0104,-0.0011,0.0,8.24,23.0,79.34
-12.8462,-8.1611,0.0668,0.0104,0.0104,0.0011,0.0,8.24,23.0,79.34
-12.8252,8.6259,0.0688,0.0137,0.0137,-0.0009,0.0,10.88,28.42,78.13
-12.7229,-1.2523,0.0471,0.0036,0.0036,0.0003,0.0,35.75,20.71,884.25
-12.7229,1.2523,0.0471,0.0036,0.0036,-0.0003,0.0,35.75,20.71,884.25
-12.6133,-1.4944,0.0477,0.0026,0.0025,-0.0006,0.0,29.42,22.0,1016.79
-12.6133,1.4944,0.0477,0.0026,0.0025,0.0006,0.0,29.42,22.0,1016.79
-12.4993,-0.7744,0.0412,0.0055,0.0045,-0.0031,0.0,28.09,15.1,467.85
-12.4993,0.7744,0.0412,0.0055,0.0045,0.0031,0.0,28.09,15.1,467.85
-12.3687,0.5389,0.0434,0.0032,0.003,-0.0008,0.0,22.44,19.31,643.32
-12.2478,-0.9059,0.0446,0.0029,0.0029,0.0006,0.0,26.08,21.01,803.0
-12.2478,0.9059,0.0446,0.0029,0.0029,-0.0006,0.0,26.08,21.01,803.0
-12.1808,5.5799,0.0581,0.0102,0.01,0.002,0.0,8.21,23.67,80.85
-12.1808,-5.5799,0.0581,0.0102,0.01,-0.002,0.0,8.21,23.67,80.85
-12.1505,7.4853,0.0641,0.0115,0.0113,-0.0021,0.0,9.09,26.58,78.67
-12.1505,-7.4853,0.0641,0.0115,0.0113,0.0021,0.0,9.09,26.58,78.67
-12.1471,-1.2088,0.0457,0.0029,0.0029,0.0004,0.0,26.29,22.35,804.77
-12.1471,1.2088,0.0457,0.0029,0.0029,-0.0004,0.0,26.29,22.35,804.77
-12.1427,-2.1838,0.0491,0.0026,0.0026,-0.0002,0.0,32.59,25.98,1110.9
-12.1427,2.1838,0.0491,0.0026,0.0026,0.0002,0.0,32.59,25.98,1110.9
-12.1317,6.0078,0.0593,0.009,0.009,0.0007,0.0,7.22,24.35,80.27
-12.1317,-6.0078,0.0593,0.009,0.009,-0.0007,0.0,7.22,24.35,80.27
-12.1294,6.3189,0.0603,0.0098,0.0098,0.0009,0.0,7.9,24.84,80.1
-12.1294,-6.3189,0.0603,0.0098,0.0098,-0.0009,0.0,7.9,24.84,80.1
-12.1042,7.434,0.0639,0.0116,0.0116,0.0009,0.0,9.17,22.78,79.21
-12.1042,-7.434,0.0639,0.0116,0.0116,-0.0009,0.0,9.17,22.78,79.21
-12.1014,-2.3177,0.0493,0.0026,0.0025,-0.0006,0.0,32.4,26.6,1100.26
-12.1014,2.3177,0.0493,0.0026,0.0025,0.0006,0.0,32.4,26.6,1100.26
-12.1013,6.6499,0.0612,0.0094,0.0092,0.0019,0.0,7.56,25.37,80.2
-12.1013,-6.6499,0.0612,0.0094,0.0092,-0.0019,0.0,7.56,25.37,80.2
-12.0861,5.5607,0.0576,0.0081,0.0079,0.0015,0.0,6.35,20.66,79.72
-12.0861,-5.5607,0.0576,0.0081,0.0079,-0.0015,0.0,6.35,20.66,79.72
-12.0806,7.0469,0.0622,0.0103,0.0103,0.0004,0.0,8.26,25.89,79.5
-12.0806,-7.0469,0.0622,0.0103,0.0103,-0.0004,0.0,8.26,25.89,79.5
-12.0779,-6.8857,0.0467,0.0088,0.0087,-0.0012,0.0,6.27,19.75,79.99
-12.0751,-1.4838,0.0468,0.0028,0.0028,0.0003,0.0,26.17,23.56,827.92
-12.0751,1.4838,0.0468,0.0028,0.0028,-0.0003,0.0,26.17,23.56,827.92
-12.0515,6.6149,0.061,0.0101,0.0101,0.0004,0.0,7.95,21.87,79.35
-12.0515,-6.6149,0.061,0.0101,0.0101,-0.0004,0.0,7.95,21.87,79.35
-12.024,-5.12,0.0439,0.0074,0.0073,-0.0008,0.0,5.24,19.08,79.86
-12.019,6.9916,0.062,0.0097,0.0095,0.0015,0.0,7.59,22.38,79.13
-12.019,-6.9916,0.062,0.0097,0.0095,-0.0015,0.0,7.59,22.38,79.13
-12.0159,-6.1341,0.0456,0.0076,0.0076,0.0003,0.0,5.42,19.34,79.81
-12.0054,-5.3975,0.0443,0.0082,0.0081,-0.0012,0.0,5.86,19.22,79.85
-11.9637,-1.2147,0.0401,0.0063,0.0046,-0.0044,0.0,24.61,17.18,352.13
-11.9637,-1.2147,0.0401,0.0063,0.0046,-0.0044,0.0,24.61,17.18,352.13
-11.9637,1.2147,0.0401,0.0063,0.0046,0.0044,0.0,24.61,17.18,352.13
-11.9637,-1.8842,0.0484,0.003,0.0029,-0.0005,0.0,26.67,25.28,797.44
-11.9637,1.8842,0.0484,0.003,0.0029,0.0005,0.0,26.67,25.28,797.44
-11.9312,-6.7426,0.0463,0.009,0.0089,-0.001,0.0,7.47,13.74,94.59
-11.9312,6.7426,0.0463,0.009,0.0089,0.001,0.0,7.47,13.74,94.59
-11.92,-0.6109,0.0411,0.0048,0.0044,-0.002,0.0,24.0,18.21,448.47
-11.92,0.6109,0.0411,0.0048,0.0044,0.002,0.0,24.0,18.21,448.47
-11.8943,-5.0319,0.0434,0.0094,0.0087,-0.0035,0.0,7.69,11.15,93.86
-11.8943,5.0319,0.0434,0.0094,0.0087,0.0035,0.0,7.69,11.15,93.86
-11.8839,-5.3036,0.0439,0.0082,0.007,-0.0042,0.0,6.73,11.52,93.8
-11.8839,5.3036,0.0439,0.0082,0.007,0.0042,0.0,6.73,11.52,93.8
-11.8774,-5.6233,0.0446,0.0074,0.0071,-0.0021,0.0,6.14,11.98,94.16
-11.8774,5.6233,0.0446,0.0074,0.0071,0.0021,0.0,6.14,11.98,94.16
-11.8537,-6.0039,0.0452,0.0078,0.0073,-0.0026,0.0,6.41,12.54,94.11
-11.8537,6.0039,0.0452,0.0078,0.0073,0.0026,0.0,6.41,12.54,94.11
-11.841,-0.0276,0.0423,0.004,0.0038,-0.0011,0.0,20.91,19.78,475.0
-11.7627,0.4608,0.0435,0.0029,0.0028,-0.0006,0.0,18.02,21.39,558.54
-11.7581,11.3579,0.0798,0.0155,0.015,-0.0039,-0.0001,11.86,31.98,74.21
-11.7138,11.7091,0.0817,0.0135,0.0132,-0.0028,-0.0001,10.34,32.45,74.01
-11.6925,-1.0224,0.0449,0.0033,0.0033,-0.0001,0.0,20.96,23.24,573.1
-11.6925,1.0224,0.0449,0.0033,0.0033,0.0001,0.0,20.96,23.24,573.1
-11.6832,5.0349,0.056,0.0083,0.008,0.0023,0.0,6.47,20.38,79.13
-11.6832,-5.0349,0.056,0.0083,0.008,-0.0023,0.0,6.47,20.38,79.13
-11.6505,4.6657,0.055,0.0081,0.0078,0.0021,0.0,6.32,20.02,79.23
-11.6505,-4.6657,0.055,0.0081,0.0078,-0.0021,0.0,6.32,20.02,79.23
-11.636,-2.3767,0.0495,0.0026,0.0024,-0.0009,0.0,26.43,28.11,896.63
-11.636,2.3767,0.0495,0.0026,0.0024,0.0009,0.0,26.43,28.11,896.63
-11.6309,2.0006,0.0486,0.0056,0.0056,0.0006,0.0,3.92,21.01,77.82
-11.6165,-2.2194,0.0492,0.0029,0.0028,-0.0004,0.0,25.23,27.62,771.58
-11.6165,2.2194,0.0492,0.0029,0.0028,0.0004,0.0,25.23,27.62,771.58
-11.6031,-2.5419,0.0498,0.0027,0.0026,-0.0007,0.0,27.95,28.73,915.19
-11.6031,2.5419,0.0498,0.0027,0.0026,0.0007,0.0,27.95,28.73,915.19
-11.4707,-1.7803,0.0476,0.0027,0.0027,0.0002,0.0,21.56,26.54,698.85
-11.4707,1.7803,0.0476,0.0027,0.0027,-0.0002,0.0,21.56,26.54,698.85
-11.4334,-2.0256,0.0486,0.0025,0.0025,-0.0003,0.0,20.92,27.48,723.81
-11.4334,2.0256,0.0486,0.0025,0.0025,0.0003,0.0,20.92,27.48,723.81
-11.101,-1.7875,0.0477,0.0024,0.0024,-0.0005,0.0,15.81,27.79,569.72
-11.101,1.7875,0.0477,0.0024,0.0024,0.0005,0.0,15.81,27.79,569.72
-11.0766,8.1809,0.0666,0.0111,0.0109,0.0022,0.0,8.77,27.52,78.09
-11.0446,8.0957,0.0663,0.0112,0.0105,0.0041,0.0,8.77,24.75,77.94
-11.0446,-8.0957,0.0663,0.0112,0.0105,-0.0041,0.0,8.77,24.75,77.94
-11.037,-2.244,0.049,0.0021,0.002,-0.0007,0.0,17.27,29.4,710.49
-11.037,2.244,0.049,0.0021,0.002,0.0007,0.0,17.27,29.4,710.49
-11.0277,-1.4638,0.0468,0.0021,0.0021,-0.0001,0.0,12.87,27.03,546.03
-11.0277,1.4638,0.0468,0.0021,0.0021,0.0001,0.0,12.87,27.03,546.03
-11.0187,-0.8777,0.0453,0.0028,0.0027,0.0008,0.0,14.24,25.47,447.09
-11.0187,0.8777,0.0453,0.0028,0.0027,-0.0008,0.0,14.24,25.47,447.09
-11.0121,-2.4369,0.0495,0.0023,0.0021,-0.0009,0.0,19.36,30.08,727.45
-11.0121,2.4369,0.0495,0.0023,0.0021,0.0009,0.0,19.36,30.08,727.45
-10.9789,-1.2539,0.0463,0.0024,0.0024,-0.0001,0.0,13.75,26.58,508.68
-10.9789,1.2539,0.0463,0.0024,0.0024,0.0001,0.0,13.75,26.58,508.68
-10.9612,-0.0798,0.0428,0.003,0.0027,-0.0013,0.0,10.64,23.55,318.19
-10.9594,-2.628,0.05,0.0026,0.0022,-0.0015,0.0,21.21,30.77,697.13
-10.9594,2.628,0.05,0.0026,0.0022,0.0015,0.0,21.21,30.77,697.13
-10.9541,0.5104,0.0443,0.0029,0.0027,-0.0011,0.0,12.12,24.79,370.82
-10.9502,-2.7548,0.0503,0.0027,0.0025,-0.0011,0.0,22.48,31.19,707.53
-10.9502,2.7548,0.0503,0.0027,0.0025,0.0011,0.0,22.48,31.19,707.53
-10.9333,9.3967,0.0703,0.0133,0.0132,0.0018,0.0,10.46,29.31,76.84
-10.8555,-10.8969,0.0468,0.0143,0.0128,-0.0063,0.0,12.65,6.68,92.51
-10.8144,-0.6516,0.0416,0.0041,0.0032,-0.0026,0.0,13.18,23.36,285.4
-10.8144,0.6516,0.0416,0.0041,0.0032,0.0026,0.0,13.18,23.36,285.4
-10.8018,3.4932,0.0523,0.0067,0.0059,0.0032,0.0,5.44,20.06,82.1
-10.8018,-3.4932,0.0523,0.0067,0.0059,-0.0032,0.0,5.44,20.06,82.1
-10.7874,5.1024,0.0571,0.0082,0.0077,0.0027,0.0,6.54,22.69,80.41
-10.7874,-5.1024,0.0571,0.0082,0.0077,-0.0027,0.0,6.54,22.69,80.41
-10.7844,4.7036,0.0558,0.0076,0.007,0.003,0.0,6.1,22.04,81.01
-10.7844,-4.7036,0.0558,0.0076,0.007,-0.003,0.0,6.1,22.04,81.01
-10.7228,3.8825,0.0534,0.0067,0.0059,0.0032,0.0,5.43,20.71,81.9
-10.7228,-3.8825,0.0534,0.0067,0.0059,-0.0032,0.0,5.43,20.71,81.9
-10.5865,3.7,0.053,0.0064,0.0062,0.0018,0.0,5.19,9.27,92.28
-10.5532,-2.0274,0.0487,0.0018,0.0016,-0.0009,0.0,11.18,30.26,534.15
-10.5532,2.0274,0.0487,0.0018,0.0016,0.0009,0.0,11.18,30.26,534.15
-10.5181,-2.2367,0.0493,0.0018,0.0017,-0.0007,0.0,11.35,30.96,543.28
-10.5181,2.2367,0.0493,0.0018,0.0017,0.0007,0.0,11.35,30.96,543.28
-10.4747,11.5612,0.0763,0.0148,0.0146,-0.0024,-0.0001,11.36,32.31,74.34
-10.4645,11.8953,0.078,0.0139,0.0138,0.0016,-0.0001,10.66,32.76,74.28
-10.4472,3.6524,0.0531,0.0061,0.005,0.0035,0.0,4.23,23.83,77.02
-10.4379,11.1832,0.0749,0.0136,0.0134,-0.0022,0.0,10.51,31.79,74.92
-10.4352,-2.4605,0.0499,0.002,0.0018,-0.001,0.0,12.95,31.83,559.57
-10.4352,2.4605,0.0499,0.002,0.0018,0.001,0.0,12.95,31.83,559.57
-10.3993,-1.5218,0.0476,0.0018,0.0017,-0.0007,0.0,8.99,29.47,424.14
-10.3993,1.5218,0.0476,0.0018,0.0017,0.0007,0.0,8.99,29.47,424.14
-10.3593,-2.6655,0.0505,0.0015,0.0012,-0.001,0.0,11.65,32.63,648.73
-10.3593,2.6655,0.0505,0.0015,0.0012,0.001,0.0,11.65,32.63,648.73
-10.3286,-1.2785,0.0474,0.0019,0.0018,-0.0004,0.0,8.85,29.08,411.71
-10.3286,1.2785,0.0474,0.0019,0.0018,0.0004,0.0,8.85,29.08,411.71
-10.3075,-0.9192,0.0467,0.0013,0.0013,-0.0001,0.0,5.73,28.3,388.01
-10.3075,0.9192,0.0467,0.0013,0.0013,0.0001,0.0,5.73,28.3,388.01
-10.2761,-2.8598,0.051,0.0022,0.0017,-0.0014,0.0,17.09,33.42,670.11
-10.2761,2.8598,0.051,0.0022,0.0017,0.0014,0.0,17.09,33.42,670.11
-10.1414,6.9219,0.0628,0.0095,0.0091,0.0028,0.0,7.56,25.6,78.87
-10.1414,-6.9219,0.0628,0.0095,0.0091,-0.0028,0.0,7.56,25.6,78.87
-10.1382,7.2693,0.064,0.0113,0.0108,0.0033,0.0,8.91,26.06,78.28
-10.1382,-7.2693,0.064,0.0113,0.0108,-0.0033,0.0,8.91,26.06,78.28
-10.1014,6.1163,0.0611,0.0087,0.0084,0.0021,0.0,6.89,24.33,79.29
-10.1014,-6.1163,0.0611,0.0087,0.0084,-0.0021,0.0,6.89,24.33,79.29
-10.0983,6.5112,0.062,0.0078,0.0074,0.0024,0.0,6.2,24.95,79.16
-10.0983,-6.5112,0.062,0.0078,0.0074,-0.0024,0.0,6.2,24.95,79.16
-10.0875,7.2212,0.0638,0.0107,0.0105,0.0021,0.0,8.27,24.72,76.98
-10.0875,-7.2212,0.0638,0.0107,0.0105,-0.0021,0.0,8.27,24.72,76.98
-10.0552,6.0453,0.061,0.0089,0.0086,0.0024,0.0,6.85,23.51,77.15
-10.0552,-6.0453,0.061,0.0089,0.0086,-0.0024,0.0,6.85,23.51,77.15
-9.9284,-2.8221,0.0516,0.0018,0.0009,-0.0015,0.0,12.33,34.2,587.37
-9.9284,2.8221,0.0516,0.0018,0.0009,0.0015,0.0,12.33,34.2,587.37
-9.9154,-2.6153,0.0511,0.0015,0.0005,-0.0014,0.0,10.04,33.7,563.33
-9.9154,2.6153,0.0511,0.0015,0.0005,0.0014,0.0,10.04,33.7,563.33
-9.9112,-2.2601,0.0502,0.0011,0.0005,-0.001,0.0,6.69,32.82,519.29
-9.9112,2.2601,0.0502,0.0011,0.0005,0.001,0.0,6.69,32.82,519.29
-9.8425,-4.225,0.0403,0.0063,0.0047,-0.0041,0.0,4.45,22.08,78.72
-9.8328,-10.0337,0.0472,0.0124,0.0104,-0.0067,0.0,10.81,4.74,90.93
-9.8318,-4.5096,0.0408,0.0064,0.0053,-0.0036,0.0,4.53,22.18,78.45
-9.8178,-5.255,0.042,0.0069,0.0063,-0.0029,0.0,4.86,22.39,78.01
-9.8143,-4.8636,0.0414,0.0068,0.0053,-0.0042,0.0,4.81,22.29,78.75
-9.8017,-1.1,0.0481,0.0008,0.0008,-0.0002,0.0,3.08,30.62,334.44
-9.8017,1.1,0.0481,0.0008,0.0008,0.0002,0.0,3.08,30.62,334.44
-9.797,10.3542,0.0722,0.0132,0.013,0.002,0.0,10.21,30.7,75.64
-9.7809,-5.6346,0.0427,0.0075,0.0057,-0.005,0.0,5.39,22.6,79.06
-9.7621,10.0463,0.0717,0.0129,0.0128,0.0015,0.0,9.98,30.26,75.82
-9.7428,-4.8494,0.0414,0.0071,0.0046,-0.0055,0.0,5.76,8.82,92.48
-9.7404,9.7086,0.0709,0.0117,0.0116,0.0019,0.0,9.11,29.76,76.12
-9.7229,9.3327,0.0701,0.0118,0.0114,0.0028,0.0,9.15,29.22,76.25
-9.7196,-5.2221,0.042,0.0064,0.0049,-0.0041,0.0,5.17,9.45,92.54
-9.6907,-5.6082,0.0427,0.0073,0.0061,-0.004,0.0,5.89,10.1,92.7
-9.6711,0.6893,0.0475,0.0011,0.0011,-0.0004,0.0,3.93,30.31,298.22
-9.4512,5.0272,0.0607,0.0071,0.0054,0.0046,0.0001,5.61,22.55,79.47
-9.4512,-5.0272,0.0607,0.0071,0.0054,-0.0046,0.0001,5.61,22.55,79.47
-9.4402,4.6958,0.0598,0.0075,0.0063,0.0039,0.0001,5.89,21.93,79.77
-9.4402,-4.6958,0.0598,0.0075,0.0063,-0.0039,0.0001,5.89,21.93,79.77
-9.4196,4.3653,0.0587,0.006,0.0043,0.0042,0.0,4.78,21.39,79.98
-9.4196,-4.3653,0.0587,0.006,0.0043,-0.0042,0.0,4.78,21.39,79.98
-9.3975,3.1469,0.0546,0.0059,0.0012,0.0058,0.0,4.68,19.41,81.07
-9.3975,-3.1469,0.0546,0.0059,0.0012,-0.0058,0.0,4.68,19.41,81.07
-9.1514,8.3299,0.0683,0.0103,0.0102,0.0017,0.0,7.89,26.98,75.78
-9.1514,-8.3299,0.0683,0.0103,0.0102,-0.0017,0.0,7.89,26.98,75.78
-9.1496,8.4171,0.0685,0.0112,0.0112,-0.0001,0.0,8.69,27.89,76.76
-9.0769,6.8515,0.0663,0.0092,0.0079,0.0047,0.0,7.34,13.93,90.43
-8.9416,11.4032,0.0754,0.0118,0.0116,0.002,0.0001,8.93,30.43,73.84
-8.9416,-11.4032,0.0754,0.0118,0.0116,-0.002,0.0001,8.93,30.43,73.84
-8.895,6.6494,0.0668,0.0097,0.0079,0.0057,0.0,7.69,13.52,89.64
-8.8834,11.5779,0.0761,0.0135,0.0135,0.0015,0.0001,10.35,32.39,73.93
-8.8736,6.8064,0.067,0.0079,0.007,0.0036,0.0,5.38,28.51,73.76
-8.8393,13.4219,0.0878,0.0143,0.0143,0.0008,0.0,10.59,34.55,70.68
-8.8224,-0.9828,0.00415,0.00061,-0.0001,-0.0006,0.0,9.98,28.2,152.94
-8.7872,12.73,0.0828,0.0134,0.0133,0.0021,0.0001,9.99,33.68,71.5
-8.7746,11.9876,0.0778,0.0135,0.013,0.0036,0.0001,10.22,32.96,72.93
-8.7628,13.1394,0.0858,0.0134,0.0129,0.0038,0.0001,9.99,34.19,71.25
-8.7284,0.7186,0.00993,0.00042,-0.0001,0.0004,0.0,7.04,33.66,151.21
-8.6854,6.3649,0.0674,0.0097,0.0067,0.007,0.0,7.57,12.95,88.99
-8.6773,6.5925,0.0676,0.0076,0.0067,0.0037,0.0,5.19,28.55,73.79
-8.6759,-1.5384,0.00732,0.00068,0.0,-0.0007,0.0,11.06,28.46,151.79
-8.6678,1.5864,0.00717,0.00065,0.0001,0.0006,0.0,10.56,28.32,151.57
-8.6192,2.2287,0.00321,0.00498,0.0014,0.0048,0.0,18.13,28.52,151.67
-8.5757,-6.6891,0.0446,0.0087,0.007,-0.0052,0.0,6.16,24.9,77.98
-8.5447,6.1878,0.0677,0.0106,0.0094,0.0049,0.0,8.08,25.49,75.73
-8.5447,-6.1878,0.0677,0.0106,0.0094,-0.0049,0.0,8.08,25.49,75.73
-8.5277,6.0019,0.0675,0.0093,0.0073,0.0057,0.0,7.24,24.34,77.81
-8.5277,-6.0019,0.0675,0.0093,0.0073,-0.0057,0.0,7.24,24.34,77.81
-8.5157,-9.0456,0.0474,0.011,0.0103,-0.004,0.0,9.43,3.97,89.55
-8.5076,-9.4038,0.048,0.0117,0.0111,-0.0039,0.0,10.06,4.5,89.72
-8.4716,-6.6867,0.0446,0.0086,0.0071,-0.0048,0.0,6.91,11.73,91.56
-8.4584,4.4246,0.0615,0.0078,0.0011,0.0077,0.0,6.11,21.68,79.16
-8.4584,-4.4246,0.0615,0.0078,0.0011,-0.0077,0.0,6.11,21.68,79.16
-8.4491,-6.3386,0.0682,0.0082,0.0067,-0.0046,0.0,5.58,28.62,73.94
-8.4491,6.3386,0.0682,0.0082,0.0067,0.0046,0.0,5.58,28.62,73.94
-8.4445,5.2405,0.065,0.0077,0.0047,0.0061,0.0,5.96,22.95,78.12
-8.4445,-5.2405,0.065,0.0077,0.0047,-0.0061,0.0,5.96,22.95,78.12
-8.3055,-0.7944,0.07639,0.0005,-0.0003,-0.0004,-0.0001,8.14,37.49,143.55
-8.2834,10.816,0.0766,0.0117,0.0115,0.0021,0.0001,8.84,30.39,73.49
-8.2834,-10.816,0.0766,0.0117,0.0115,-0.0021,0.0001,8.84,30.39,73.49
-8.2368,1.2243,0.08181,0.0006,-0.0001,0.0006,0.0,10.16,37.35,151.21
-8.2287,9.5243,0.0735,0.012,0.0113,0.004,0.0,9.18,29.6,75.08
-8.2191,10.988,0.0773,0.0146,0.0145,0.0018,0.0001,11.14,31.65,74.01
-8.2173,2.01,0.05107,0.00435,0.0,0.0044,-0.0002,16.22,37.61,148.51
-8.2165,10.6186,0.0764,0.0125,0.0117,0.0044,0.0001,9.52,31.14,74.17
-8.1985,-6.043,0.0685,0.0082,0.007,-0.0043,0.0,5.6,28.68,73.68
-8.1985,6.043,0.0685,0.0082,0.007,0.0043,0.0,5.6,28.68,73.68
-8.186,0.8073,0.10481,0.00061,-0.0002,0.0006,-0.0001,10.35,42.01,147.79
-8.1755,1.6506,0.07871,0.00097,-0.0002,0.001,-0.0001,16.47,37.34,150.41
-8.1742,5.7958,0.0678,0.0089,0.0064,0.0062,0.0,6.87,11.64,87.93
-8.1225,-3.5567,0.00451,0.00153,0.0005,-0.0014,0.0,5.65,28.63,153.06
-8.0952,1.6556,0.09702,0.00095,-0.0001,0.001,-0.0001,16.12,37.16,150.21
-8.0509,1.6389,0.1097,0.00417,-0.0004,0.0041,-0.0004,15.8,41.88,147.63
-8.0474,2.1623,0.07878,0.00127,0.0,0.0013,-0.0001,21.24,37.3,148.99
-8.0266,0.3566,0.16596,0.00059,-0.0002,0.0005,-0.0001,9.99,41.43,147.71
-8.0162,-11.6474,0.0538,0.0141,0.0138,-0.003,0.0,12.28,8.55,90.63
-8.0043,-0.9846,0.15536,0.00069,-0.0004,-0.0006,-0.0001,11.26,41.72,142.35
-7.9966,2.1222,0.09287,0.00133,0.0001,0.0013,-0.0001,22.24,37.18,148.43
-7.9948,-11.363,0.0531,0.0144,0.0137,-0.0044,0.0,12.52,8.09,90.5
-7.9873,-10.6879,0.0515,0.0124,0.012,-0.0028,0.0,10.68,7.0,90.05
-7.9597,-10.2539,0.0506,0.0121,0.0106,-0.006,0.0,10.46,6.36,89.83
-7.9205,5.7272,0.068,0.009,0.0037,0.0082,0.0,6.18,28.74,74.56
-7.8437,-5.8618,0.0456,0.0088,0.0061,-0.0064,0.0,6.23,25.65,77.45
-7.7872,-3.6483,0.02832,0.00169,0.0006,-0.0016,0.0,6.28,32.73,151.97
-7.7751,7.1798,0.0715,0.0113,0.0098,0.0057,0.0001,8.64,26.38,75.69
-7.7751,-7.1798,0.0715,0.0113,0.0098,-0.0057,0.0001,8.64,26.38,75.69
