x_mm,y_mm,Ek_Ave,Ek_turb,UU,UV,UW,VV,VW,WW,U_mean,U_rms,V_mean,V_rms,W_mean,W_rms,k
435.240076,44.086696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
437.09707,44.086696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438.954034,44.086696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
440.811029,44.086696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
442.667993,44.086696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
444.524988,44.086696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
446.381982,44.086696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
448.238916,44.086696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
450.095911,44.086696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
451.952905,44.086696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
453.8099,44.086696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
455.666833,44.086696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-66.144499,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-64.28752,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-62.43054,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-60.573561,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-58.716582,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-56.859602,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-55.002615,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-53.14564,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-51.28866,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-49.431677,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-47.574698,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-45.717719,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-43.860739,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-42.00376,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-40.14678,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-38.289801,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-36.432822,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-34.575842,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-32.718859,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-30.86188,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-29.0049,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-27.147921,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-25.290942,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-23.433958,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-21.576979,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-19.72,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-17.86302,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-16.006041,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-14.149062,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-12.292078,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-10.435099,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-8.57812,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-6.72114,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-4.864161,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-3.007182,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.150198,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.706781,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.56376,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.42074,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.277719,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.134698,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.991678,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.848657,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.705637,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.562616,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.419603,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.276582,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.133562,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.990541,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.84752,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.7045,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.561479,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.418459,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.275438,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.132417,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.989397,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37.846376,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39.703355,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.560342,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.417322,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.274301,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47.131281,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48.98826,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50.845239,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.702219,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54.559198,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56.416177,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58.273157,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.130136,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61.987123,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63.844102,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65.701082,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67.558061,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69.415041,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71.27202,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73.128999,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74.985979,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76.842958,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78.699937,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80.556917,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82.413896,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84.270876,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86.127855,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87.984834,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89.841814,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91.698793,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93.555772,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95.412752,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97.269731,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99.126711,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.983705,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102.840685,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104.697664,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106.554643,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108.411623,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110.268602,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112.125581,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113.982561,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115.83954,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117.696519,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119.553499,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121.410478,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123.267458,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125.124437,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126.981416,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128.838396,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130.695375,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132.552354,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134.409334,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136.266313,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138.123285,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139.98028,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141.837244,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143.694238,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145.551202,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147.408197,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149.265192,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151.122156,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152.97915,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154.836115,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156.693109,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158.550073,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160.407068,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162.264032,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164.121027,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165.977991,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167.834985,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169.691949,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171.548944,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173.405908,45.943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175.262903,45.943675,61.374172,100.028839,65.729111,-27.269865,-1.932752,77.130257,-0.478673,57.164539,-10.504147,8.108033,3.522294,8.783125,-0.068543,7.561361,100.0119535
177.119867,45.943675,61.375271,103.524139,68.031044,-27.682758,-1.632912,80.437569,0.203024,58.544788,-10.609387,8.248788,3.191027,8.969456,-0.093845,7.652102,103.5067005
178.976862,45.943675,60.826439,106.910622,70.497238,-28.31665,-1.664582,83.57653,0.772433,59.711411,-10.653687,8.396972,2.853584,9.142791,-0.094451,7.727967,106.8925895
180.833826,45.943675,59.636589,111.341812,73.796684,-29.650095,-1.92998,87.340378,1.234769,61.509041,-10.630808,8.591224,2.500127,9.346395,-0.092023,7.843431,111.3230515
182.69082,45.943675,57.732475,115.32325,76.982002,-30.979521,-2.166715,90.591324,1.848014,63.034313,-10.533926,8.774678,2.119678,9.518749,-0.091183,7.940084,115.3038195
184.547784,45.943675,55.590401,118.790085,79.446724,-31.912479,-2.030526,93.520744,2.035212,64.572678,-10.397604,8.914041,1.749214,9.671427,-0.104269,8.03639,118.770073
186.404779,45.943675,53.509537,122.683228,81.742294,-32.647812,-1.401549,97.125435,1.655331,66.457336,-10.249298,9.041906,1.399948,9.856054,-0.10538,8.152823,122.6625325
188.261743,45.943675,51.606976,127.086655,83.883774,-33.622234,-0.87871,101.730423,1.446944,68.516266,-10.10229,9.15958,1.070832,10.087001,-0.10488,8.278153,127.0652315
190.118738,45.943675,49.629025,130.634949,86.310204,-35.082005,-0.344834,104.737228,1.362154,70.178391,-9.933619,9.291111,0.754986,10.234983,-0.106069,8.377961,130.6129115
191.975702,45.943675,47.683441,134.180542,88.801941,-36.969563,0.440498,107.300835,1.013642,72.213089,-9.755559,9.424273,0.430824,10.359485,-0.101778,8.498544,134.15793250000002
193.832697,45.943675,46.098324,138.18721,91.409103,-38.807293,0.638871,110.152229,0.836095,74.766563,-9.600603,9.561616,0.12627,10.496227,-0.095465,8.647494,138.1639475
195.689661,45.943675,44.872658,142.23056,93.690598,-40.013077,0.097711,113.034004,1.570538,77.688637,-9.471774,9.680206,-0.142186,10.632641,-0.102958,8.814858,142.2066195
197.546655,45.943675,43.527,145.953918,95.950043,-41.528767,-0.259874,115.697601,2.099753,80.211029,-9.320971,9.796235,-0.405003,10.757188,-0.0974,8.956816,145.9293365
199.403619,45.943675,42.158451,148.782318,97.9617,-42.749073,-0.915547,117.278244,2.415705,82.274551,-9.159472,9.898395,-0.641371,10.830421,-0.098207,9.071296,148.7572475
201.260614,45.943675,40.740082,152.229813,100.308006,-44.401131,-1.087872,119.472435,2.367828,84.627914,-8.983441,10.016232,-0.877938,10.931265,-0.084619,9.200119,152.20417750000001
203.117578,45.943675,39.396324,156.47673,102.678482,-46.363525,-0.696327,122.600349,2.275699,87.621971,-8.805461,10.133893,-1.119622,11.073437,-0.054415,9.36145,156.450401
204.974573,45.943675,38.208893,159.971054,104.270561,-48.163292,-0.130436,125.674713,2.362857,89.94294,-8.636938,10.212156,-1.349357,11.211418,-0.017759,9.484625,159.94410699999997
206.831537,45.943675,36.981678,163.117264,106.013176,-50.237789,0.632388,128.240112,2.370374,91.9263,-8.454366,10.297137,-1.5769,11.32527,0.02088,9.588628,163.08979399999998
208.688531,45.943675,35.749779,166.72464,108.359871,-52.070297,0.931035,131.016464,2.595107,94.016762,-8.263396,10.410481,-1.792264,11.447207,0.060298,9.697041,166.6965485
210.545496,45.943675,34.51759,171.182098,110.839287,-53.576035,0.938435,134.976044,2.767592,96.491211,-8.062768,10.528912,-2.003369,11.618898,0.115992,9.823821,171.15327100000002
212.40249,45.943675,33.291321,174.759949,111.925423,-54.344223,0.66893,138.719528,2.690095,98.81601,-7.859472,10.580373,-2.18811,11.778917,0.153349,9.941463,174.7304805
214.259454,45.943675,31.780981,177.698959,112.92099,-55.324299,1.009716,141.542664,2.184969,100.874405,-7.611434,10.627324,-2.364386,11.898172,0.194241,10.044471,177.66902950000002
216.116449,45.943675,30.327017,179.844589,113.413239,-55.806229,1.120225,143.704147,1.939542,102.511238,-7.362934,10.650463,-2.527078,11.988676,0.234758,10.125636,179.814312
217.973413,45.943675,28.923204,183.455338,114.717621,-57.038609,1.377573,147.104965,1.831264,105.026237,-7.103515,10.711534,-2.702826,12.129705,0.284987,10.249095,183.4244115
219.830408,45.943675,27.509809,186.990234,115.995926,-58.786301,1.559954,150.475266,1.892616,107.446259,-6.834757,10.771048,-2.863255,12.267869,0.327848,10.366502,186.95872549999999
221.687402,45.943675,25.910053,190.089554,117.507813,-60.904087,1.662504,153.033096,2.015494,109.574196,-6.533867,10.841016,-3.002143,12.371696,0.340338,10.468652,190.05755249999999
223.544366,45.943675,24.246683,192.958099,118.783592,-62.849205,1.914982,155.11145,2.09603,111.956146,-6.216467,10.899706,-3.120505,12.455424,0.333694,10.581824,192.925594
225.401361,45.943675,22.665522,196.188492,120.187447,-64.480995,2.373678,156.987183,2.130604,115.136284,-5.895284,10.963926,-3.23541,12.530507,0.329837,10.731062,196.15545699999998
227.258325,45.943675,21.307096,199.144043,121.293678,-65.199127,2.558263,158.770523,2.396491,118.156891,-5.596905,11.014268,-3.34564,12.601479,0.309101,10.870915,199.110546
229.11532,45.943675,20.012878,201.958725,122.478424,-65.501411,2.691778,160.554871,2.491236,120.816101,-5.282084,11.067929,-3.470169,12.672091,0.288574,10.992563,201.924698
230.972284,45.943675,18.857025,204.664978,123.487404,-65.792244,3.215519,162.51973,2.38588,123.25386,-4.96773,11.113424,-3.599913,12.749395,0.276293,11.102911,204.630497
232.829279,45.943675,17.879711,207.403244,124.54715,-66.232033,3.612359,164.589554,2.821453,125.599892,-4.65917,11.16101,-3.736386,12.830327,0.30162,11.20808,207.368298
234.686243,45.943675,17.04034,210.174362,125.758476,-66.837723,3.946647,166.390381,3.290272,128.129089,-4.356284,11.215154,-3.868705,12.900326,0.369589,11.320365,210.13897300000002
236.543237,45.943675,16.308439,211.903809,126.535706,-67.194458,3.81904,167.580276,3.970822,129.620224,-4.068636,11.249756,-3.984496,12.94637,0.432289,11.386047,211.86810300000002
238.400201,45.943675,15.569941,213.58815,126.881882,-67.397629,3.529348,168.748062,4.527111,131.474426,-3.789073,11.265135,-4.070507,12.991401,0.462369,11.467196,213.552185
240.257196,45.943675,14.738766,215.940475,127.39592,-67.992821,3.043399,170.283188,4.602071,134.129166,-3.486656,11.287931,-4.136863,13.050359,0.455109,11.58239,215.904137
242.11416,45.943675,13.89,217.965683,128.006454,-68.837807,3.086602,171.8862,4.110212,135.965363,-3.154313,11.314946,-4.198835,13.111641,0.447318,11.661401,217.9290085
243.971155,45.943675,13.087622,219.767227,128.438263,-69.587929,2.854653,173.797806,3.653528,137.224304,-2.811959,11.334015,-4.252635,13.18435,0.428046,11.715264,219.7301865
245.828119,45.943675,12.383661,222.864563,129.668579,-70.574989,2.302732,176.525452,3.540175,139.460037,-2.46073,11.38817,-4.308147,13.287407,0.389873,11.810313,222.827034
247.685114,45.943675,11.770951,225.473053,130.279861,-71.045357,2.192837,178.582306,3.167929,142.008011,-2.13852,11.414981,-4.34154,13.364594,0.345924,11.917715,225.435089
249.542078,45.943675,11.254511,226.446854,129.860275,-70.82991,2.712908,178.876663,2.575505,144.080521,-1.830754,11.396584,-4.364473,13.375604,0.329754,12.004366,226.4087295
251.399072,45.943675,10.789053,227.008636,128.90831,-70.273781,3.328021,178.324097,2.238747,146.708389,-1.519199,11.354734,-4.375977,13.354929,0.347803,12.113343,226.970398
253.256036,45.943675,10.3381,228.545303,128.160309,-69.935837,3.784067,178.888382,2.289466,149.965012,-1.197515,11.321744,-4.368665,13.376042,0.396142,12.247052,228.5068515
255.113031,45.943675,9.889633,230.724747,127.800964,-69.913765,4.214206,180.697083,2.441156,152.873749,-0.860101,11.305861,-4.339109,13.443494,0.460022,12.365253,230.685898
